rk,player,nation,squad,comp,season,age,born,ninety_mins_played,touches,def_pen_area_touches,def_third_touches,mid_third_touches,att_third_touches,att_pen_area_touches,live_ball_touches,take_ons_attempted,take_ons_successful,take_on_succ_pct,take_ons_tackled,take_on_tackled_pct,carries,total_distance_carried,progressive_carries_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,position,age_range,general_position,country,continent
1778,Carlos Neva,ESP,Granada,La Liga,2019,23.0,1996.0,24.5,1097,59,313,519,274,16,1097,15,5,33.3,10,66.7,513,2729,1442,44,25,0,21,9,512,87,DF,20-24,Defender,Spain,Europe
1794,Saúl Ñíguez,ESP,Atlético Madrid,La Liga,2019,24.0,1994.0,34.1,2197,105,484,1284,453,58,2195,42,28,66.7,14,33.3,1034,5067,2453,41,40,6,38,31,1354,74,"MF,DF",20-24,Midfielder,Spain,Europe
1803,Nolito,ESP,Sevilla,La Liga,2019,32.0,1986.0,10.0,437,3,43,173,227,54,437,16,10,62.5,6,37.5,235,1220,688,22,11,14,21,8,323,98,FW,30-34,Forward,Spain,Europe
1804,Nolito,ESP,Celta Vigo,La Liga,2019,32.0,1986.0,3.6,213,3,39,96,80,14,212,8,4,50.0,4,50.0,125,507,204,9,5,6,11,3,142,29,"MF,FW",30-34,Midfielder,Spain,Europe
1807,Oliver Norwood,NIR,Sheffield Utd,Premier League,2019,28.0,1991.0,34.3,2465,77,505,1449,532,2,2464,9,9,100.0,0,0.0,1023,3408,1387,7,14,0,20,4,1487,26,MF,25-29,Midfielder,Northern Ireland,Europe
1810,Unai Núñez,ESP,Athletic Club,La Liga,2019,22.0,1997.0,17.5,895,107,439,432,29,15,895,9,7,77.8,2,22.2,431,2215,1159,4,5,1,9,2,524,4,DF,20-24,Defender,Spain,Europe
1813,Ørjan Nyland,NOR,Aston Villa,Premier League,2019,28.0,1990.0,6.0,191,162,187,4,0,0,191,0,0,,0,,91,680,445,0,0,0,1,0,70,0,GK,25-29,Goalkeeper,Norway,Europe
1819,Jan Oblak,SVN,Atlético Madrid,La Liga,2019,26.0,1993.0,37.7,1005,868,998,7,0,0,1005,1,1,100.0,0,0.0,416,3008,2319,0,0,0,2,0,311,0,GK,25-29,Goalkeeper,Slovenia,Europe
1823,Álvaro Odriozola,ESP,Real Madrid,La Liga,2019,23.0,1995.0,3.8,210,12,65,80,70,6,210,8,6,75.0,2,25.0,109,795,379,12,10,3,7,2,126,14,DF,20-24,Defender,Spain,Europe
1824,Álvaro Odriozola,ESP,Bayern Munich,Bundesliga,2019,23.0,1995.0,1.7,127,1,19,52,56,4,127,4,2,50.0,2,50.0,82,597,297,11,9,2,5,0,96,30,DF,20-24,Defender,Spain,Europe
1830,Oier Olazábal,ESP,Espanyol,La Liga,2019,29.0,1989.0,2.0,65,62,65,0,0,0,65,0,0,,0,,36,227,109,0,0,0,0,0,32,0,GK,25-29,Goalkeeper,Spain,Europe
1832,Kiko Olivas,ESP,Valladolid,La Liga,2019,30.0,1988.0,32.7,1575,200,821,728,38,16,1575,12,9,75.0,3,25.0,851,5215,2951,21,14,0,14,8,898,2,DF,30-34,Defender,Spain,Europe
1838,Dani Olmo,ESP,RB Leipzig,Bundesliga,2019,21.0,1998.0,8.3,469,8,46,232,195,24,469,15,6,40.0,9,60.0,280,1060,502,15,11,6,18,25,340,57,"MF,FW",20-24,Midfielder,Spain,Europe
1850,Aimar Oroz,ESP,Osasuna,La Liga,2019,17.0,2001.0,0.1,7,0,2,2,3,1,7,0,0,,0,,1,11,2,0,0,0,0,0,5,1,FW,Under 20,Forward,Spain,Europe
1867,Mikel Oyarzabal,ESP,Real Sociedad,La Liga,2019,22.0,1997.0,33.9,1549,15,188,657,735,104,1545,103,67,65.0,36,35.0,975,5850,2488,86,73,15,87,52,1106,256,"FW,MF",20-24,Forward,Spain,Europe
1872,Fernando Pacheco,ESP,Alavés,La Liga,2019,27.0,1992.0,26.2,868,720,866,2,0,0,868,0,0,,0,,395,2395,1834,0,0,0,0,0,257,0,GK,25-29,Goalkeeper,Spain,Europe
1872,Fernando Pacheco,ESP,Alavés,La Liga,2019,27.0,1992.0,26.2,868,720,866,2,0,0,868,0,0,,0,,395,2395,1834,0,0,0,0,0,257,0,GK,25-29,Goalkeeper,Spain,Europe
1872,Fernando Pacheco,ESP,Alavés,La Liga,2019,27.0,1992.0,26.2,868,720,866,2,0,0,868,0,0,,0,,395,2395,1834,0,0,0,0,0,257,0,GK,25-29,Goalkeeper,Spain,Europe
1872,Fernando Pacheco,ESP,Alavés,La Liga,2019,27.0,1992.0,26.2,868,720,866,2,0,0,868,0,0,,0,,395,2395,1834,0,0,0,0,0,257,0,GK,25-29,Goalkeeper,Spain,Europe
1873,Jon Pacheco,ESP,Real Sociedad,La Liga,2019,18.0,2001.0,0.9,45,2,21,24,1,0,45,1,1,100.0,0,0.0,26,160,114,4,0,0,0,0,24,0,DF,Under 20,Defender,Spain,Europe
1881,Sergi Palencia,ESP,Saint-Étienne,Ligue 1,2019,23.0,1996.0,5.2,321,5,58,185,82,9,321,4,4,100.0,0,0.0,134,889,533,13,9,0,7,5,179,21,DF,20-24,Defender,Spain,Europe
1897,Miquel Parera,ESP,Mallorca,La Liga,2019,23.0,1996.0,1.0,27,25,27,0,0,0,27,0,0,,0,,13,69,55,0,0,0,0,0,13,0,GK,20-24,Goalkeeper,Spain,Europe
1903,Patric,ESP,Lazio,Serie A,2019,26.0,1993.0,18.6,1358,117,518,758,93,4,1358,6,5,83.3,1,16.7,867,4894,2697,16,11,1,6,1,973,12,DF,25-29,Defender,Spain,Europe
1917,Alfonso Pedraza,ESP,Betis,La Liga,2019,23.0,1996.0,15.0,959,56,304,417,243,40,959,32,20,62.5,12,37.5,506,3067,1545,43,29,13,26,13,575,94,DF,20-24,Defender,Spain,Europe
1918,Marc Pedraza,ESP,Mallorca,La Liga,2019,32.0,1987.0,1.4,41,2,12,25,4,1,41,0,0,,0,,21,71,19,0,2,0,0,0,22,0,MF,30-34,Midfielder,Spain,Europe
1919,Pedro,ESP,Chelsea,Premier League,2019,32.0,1987.0,7.3,431,4,49,208,182,35,431,21,12,57.1,9,42.9,310,1792,793,24,19,9,18,9,320,52,"FW,MF",30-34,Forward,Spain,Europe
1919,Pedro,ESP,Chelsea,Premier League,2019,32.0,1987.0,7.3,431,4,49,208,182,35,431,21,12,57.1,9,42.9,310,1792,793,24,19,9,18,9,320,52,"FW,MF",30-34,Forward,Spain,Europe
1919,Pedro,ESP,Chelsea,Premier League,2019,32.0,1987.0,7.3,431,4,49,208,182,35,431,21,12,57.1,9,42.9,310,1792,793,24,19,9,18,9,320,52,"FW,MF",30-34,Forward,Spain,Europe
1919,Pedro,ESP,Chelsea,Premier League,2019,32.0,1987.0,7.3,431,4,49,208,182,35,431,21,12,57.1,9,42.9,310,1792,793,24,19,9,18,9,320,52,"FW,MF",30-34,Forward,Spain,Europe
1919,Pedro,ESP,Chelsea,Premier League,2019,32.0,1987.0,7.3,431,4,49,208,182,35,431,21,12,57.1,9,42.9,310,1792,793,24,19,9,18,9,320,52,"FW,MF",30-34,Forward,Spain,Europe
1919,Pedro,ESP,Chelsea,Premier League,2019,32.0,1987.0,7.3,431,4,49,208,182,35,431,21,12,57.1,9,42.9,310,1792,793,24,19,9,18,9,320,52,"FW,MF",30-34,Forward,Spain,Europe
1919,Pedro,ESP,Chelsea,Premier League,2019,32.0,1987.0,7.3,431,4,49,208,182,35,431,21,12,57.1,9,42.9,310,1792,793,24,19,9,18,9,320,52,"FW,MF",30-34,Forward,Spain,Europe
1919,Pedro,ESP,Chelsea,Premier League,2019,32.0,1987.0,7.3,431,4,49,208,182,35,431,21,12,57.1,9,42.9,310,1792,793,24,19,9,18,9,320,52,"FW,MF",30-34,Forward,Spain,Europe
1919,Pedro,ESP,Chelsea,Premier League,2019,32.0,1987.0,7.3,431,4,49,208,182,35,431,21,12,57.1,9,42.9,310,1792,793,24,19,9,18,9,320,52,"FW,MF",30-34,Forward,Spain,Europe
1919,Pedro,ESP,Chelsea,Premier League,2019,32.0,1987.0,7.3,431,4,49,208,182,35,431,21,12,57.1,9,42.9,310,1792,793,24,19,9,18,9,320,52,"FW,MF",30-34,Forward,Spain,Europe
1919,Pedro,ESP,Chelsea,Premier League,2019,32.0,1987.0,7.3,431,4,49,208,182,35,431,21,12,57.1,9,42.9,310,1792,793,24,19,9,18,9,320,52,"FW,MF",30-34,Forward,Spain,Europe
1919,Pedro,ESP,Chelsea,Premier League,2019,32.0,1987.0,7.3,431,4,49,208,182,35,431,21,12,57.1,9,42.9,310,1792,793,24,19,9,18,9,320,52,"FW,MF",30-34,Forward,Spain,Europe
1919,Pedro,ESP,Chelsea,Premier League,2019,32.0,1987.0,7.3,431,4,49,208,182,35,431,21,12,57.1,9,42.9,310,1792,793,24,19,9,18,9,320,52,"FW,MF",30-34,Forward,Spain,Europe
1919,Pedro,ESP,Chelsea,Premier League,2019,32.0,1987.0,7.3,431,4,49,208,182,35,431,21,12,57.1,9,42.9,310,1792,793,24,19,9,18,9,320,52,"FW,MF",30-34,Forward,Spain,Europe
1919,Pedro,ESP,Chelsea,Premier League,2019,32.0,1987.0,7.3,431,4,49,208,182,35,431,21,12,57.1,9,42.9,310,1792,793,24,19,9,18,9,320,52,"FW,MF",30-34,Forward,Spain,Europe
1919,Pedro,ESP,Chelsea,Premier League,2019,32.0,1987.0,7.3,431,4,49,208,182,35,431,21,12,57.1,9,42.9,310,1792,793,24,19,9,18,9,320,52,"FW,MF",30-34,Forward,Spain,Europe
1922,Adrià Pedrosa,ESP,Espanyol,La Liga,2019,21.0,1998.0,12.1,656,27,173,298,195,17,656,30,16,53.3,14,46.7,323,2063,1164,32,24,5,34,9,358,53,"DF,MF",20-24,Defender,Spain,Europe
1933,Rubén Peña,ESP,Villarreal,La Liga,2019,28.0,1991.0,21.2,1588,70,460,763,382,21,1588,56,26,46.4,30,53.6,796,4330,2362,55,39,7,34,19,922,115,DF,25-29,Defender,Spain,Europe
1943,Ayoze Pérez,ESP,Leicester City,Premier League,2019,26.0,1993.0,22.3,1086,13,126,472,497,115,1085,68,36,52.9,32,47.1,694,2975,1475,47,34,28,63,58,791,159,"MF,FW",25-29,Midfielder,Spain,Europe
1944,Carles Pérez,ESP,Roma,Serie A,2019,21.0,1998.0,6.3,303,1,30,134,145,21,303,23,14,60.9,9,39.1,193,1285,611,28,18,8,18,11,228,39,"FW,MF",20-24,Forward,Spain,Europe
1945,Carles Pérez,ESP,Barcelona,La Liga,2019,21.0,1998.0,5.3,356,4,30,112,217,33,356,17,8,47.1,9,52.9,243,1495,711,21,16,13,13,10,291,81,FW,20-24,Forward,Spain,Europe
1946,Iñigo Pérez,ESP,Osasuna,La Liga,2019,31.0,1988.0,12.0,687,6,104,403,184,6,687,8,8,100.0,0,0.0,354,1251,615,10,6,1,11,9,438,30,MF,30-34,Midfielder,Spain,Europe
1947,Juan Pérez,ESP,Osasuna,La Liga,2019,23.0,1996.0,2.0,71,60,71,0,0,0,71,0,0,,0,,34,234,144,0,0,0,0,0,18,0,GK,20-24,Goalkeeper,Spain,Europe
1948,Kike Pérez,ESP,Valladolid,La Liga,2019,22.0,1997.0,2.4,137,6,28,83,29,2,137,13,7,53.8,6,46.2,89,561,279,4,3,1,1,2,85,2,"MF,FW",20-24,Midfielder,Spain,Europe
1986,Gerard Piqué,ESP,Barcelona,La Liga,2019,32.0,1987.0,34.4,3002,345,1253,1670,99,28,3002,8,6,75.0,2,25.0,1868,10683,6844,29,25,0,13,11,2162,4,DF,30-34,Defender,Spain,Europe
1992,Óscar Plano,ESP,Valladolid,La Liga,2019,28.0,1991.0,27.8,1049,34,217,517,330,45,1049,26,17,65.4,9,34.6,551,3005,1349,38,26,6,47,26,647,104,MF,25-29,Midfielder,Spain,Europe
2004,Pere Pons,ESP,Alavés,La Liga,2019,26.0,1993.0,12.1,527,16,125,324,90,12,527,16,3,18.8,13,81.3,315,1310,491,7,14,2,34,10,302,17,MF,25-29,Midfielder,Spain,Europe
2006,Pedro Porro,ESP,Valladolid,La Liga,2019,19.0,1999.0,8.2,470,27,151,223,99,3,470,20,13,65.0,7,35.0,209,1169,679,17,18,2,13,10,236,32,"DF,MF",Under 20,Defender,Spain,Europe
2007,Francisco Portillo,ESP,Getafe,La Liga,2019,29.0,1990.0,4.2,215,5,22,101,95,8,215,12,9,75.0,3,25.0,141,585,188,2,5,1,13,5,145,12,MF,25-29,Midfielder,Spain,Europe
2008,Portu,ESP,Real Sociedad,La Liga,2019,27.0,1992.0,26.6,907,13,88,311,517,126,906,30,11,36.7,19,63.3,512,3103,1511,67,45,20,57,31,594,226,"FW,MF",25-29,Forward,Spain,Europe
2010,Sergio Postigo,ESP,Levante,La Liga,2019,30.0,1988.0,26.4,1299,219,751,505,53,12,1299,13,8,61.5,5,38.5,645,3814,2364,19,12,1,9,1,727,5,DF,30-34,Defender,Spain,Europe
2019,Abdón Prats,ESP,Mallorca,La Liga,2019,26.0,1992.0,3.1,107,1,4,47,57,18,106,7,1,14.3,6,85.7,61,221,113,1,4,0,10,3,77,16,FW,25-29,Forward,Spain,Europe
2026,Antonio Puertas,ESP,Granada,La Liga,2019,27.0,1992.0,28.5,1088,29,157,451,501,90,1088,89,48,53.9,41,46.1,701,4229,1893,69,42,20,70,55,757,157,"FW,MF",25-29,Forward,Spain,Europe
2027,Riqui Puig,ESP,Barcelona,La Liga,2019,19.0,1999.0,5.7,471,2,35,250,189,10,471,13,12,92.3,1,7.7,355,1742,770,14,18,0,8,8,406,28,MF,Under 20,Midfielder,Spain,Europe
2040,Nemanja Radoja,SRB,Levante,La Liga,2019,26.0,1993.0,22.1,1160,55,368,710,91,6,1160,38,29,76.3,9,23.7,649,3609,1466,17,14,2,19,23,756,30,MF,25-29,Midfielder,Serbia,Europe
2041,Nemanja Radonjić,SRB,Marseille,Ligue 1,2019,23.0,1996.0,9.8,496,6,52,179,280,46,496,59,36,61.0,23,39.0,377,3015,1651,54,38,28,44,31,400,115,"FW,MF",20-24,Forward,Serbia,Europe
2045,Boris Radunović,SRB,Hellas Verona,Serie A,2019,23.0,1996.0,3.0,66,54,66,0,0,0,66,0,0,,0,,28,160,100,0,0,0,0,0,20,0,GK,20-24,Goalkeeper,Serbia,Europe
2049,Rafinha,BRA,Barcelona,La Liga,2019,26.0,1993.0,2.1,189,1,11,75,105,10,189,10,4,40.0,6,60.0,151,921,447,10,9,4,6,5,164,25,"FW,MF",25-29,Forward,Brazil,South America
2049,Rafinha,BRA,Barcelona,La Liga,2019,26.0,1993.0,2.1,189,1,11,75,105,10,189,10,4,40.0,6,60.0,151,921,447,10,9,4,6,5,164,25,"FW,MF",25-29,Forward,Brazil,South America
2049,Rafinha,BRA,Barcelona,La Liga,2019,26.0,1993.0,2.1,189,1,11,75,105,10,189,10,4,40.0,6,60.0,151,921,447,10,9,4,6,5,164,25,"FW,MF",25-29,Forward,Brazil,South America
2049,Rafinha,BRA,Barcelona,La Liga,2019,26.0,1993.0,2.1,189,1,11,75,105,10,189,10,4,40.0,6,60.0,151,921,447,10,9,4,6,5,164,25,"FW,MF",25-29,Forward,Brazil,South America
2049,Rafinha,BRA,Barcelona,La Liga,2019,26.0,1993.0,2.1,189,1,11,75,105,10,189,10,4,40.0,6,60.0,151,921,447,10,9,4,6,5,164,25,"FW,MF",25-29,Forward,Brazil,South America
2049,Rafinha,BRA,Barcelona,La Liga,2019,26.0,1993.0,2.1,189,1,11,75,105,10,189,10,4,40.0,6,60.0,151,921,447,10,9,4,6,5,164,25,"FW,MF",25-29,Forward,Brazil,South America
2049,Rafinha,BRA,Barcelona,La Liga,2019,26.0,1993.0,2.1,189,1,11,75,105,10,189,10,4,40.0,6,60.0,151,921,447,10,9,4,6,5,164,25,"FW,MF",25-29,Forward,Brazil,South America
2049,Rafinha,BRA,Barcelona,La Liga,2019,26.0,1993.0,2.1,189,1,11,75,105,10,189,10,4,40.0,6,60.0,151,921,447,10,9,4,6,5,164,25,"FW,MF",25-29,Forward,Brazil,South America
2049,Rafinha,BRA,Barcelona,La Liga,2019,26.0,1993.0,2.1,189,1,11,75,105,10,189,10,4,40.0,6,60.0,151,921,447,10,9,4,6,5,164,25,"FW,MF",25-29,Forward,Brazil,South America
2049,Rafinha,BRA,Barcelona,La Liga,2019,26.0,1993.0,2.1,189,1,11,75,105,10,189,10,4,40.0,6,60.0,151,921,447,10,9,4,6,5,164,25,"FW,MF",25-29,Forward,Brazil,South America
2049,Rafinha,BRA,Barcelona,La Liga,2019,26.0,1993.0,2.1,189,1,11,75,105,10,189,10,4,40.0,6,60.0,151,921,447,10,9,4,6,5,164,25,"FW,MF",25-29,Forward,Brazil,South America
2049,Rafinha,BRA,Barcelona,La Liga,2019,26.0,1993.0,2.1,189,1,11,75,105,10,189,10,4,40.0,6,60.0,151,921,447,10,9,4,6,5,164,25,"FW,MF",25-29,Forward,Brazil,South America
2049,Rafinha,BRA,Barcelona,La Liga,2019,26.0,1993.0,2.1,189,1,11,75,105,10,189,10,4,40.0,6,60.0,151,921,447,10,9,4,6,5,164,25,"FW,MF",25-29,Forward,Brazil,South America
2049,Rafinha,BRA,Barcelona,La Liga,2019,26.0,1993.0,2.1,189,1,11,75,105,10,189,10,4,40.0,6,60.0,151,921,447,10,9,4,6,5,164,25,"FW,MF",25-29,Forward,Brazil,South America
2049,Rafinha,BRA,Barcelona,La Liga,2019,26.0,1993.0,2.1,189,1,11,75,105,10,189,10,4,40.0,6,60.0,151,921,447,10,9,4,6,5,164,25,"FW,MF",25-29,Forward,Brazil,South America
2049,Rafinha,BRA,Barcelona,La Liga,2019,26.0,1993.0,2.1,189,1,11,75,105,10,189,10,4,40.0,6,60.0,151,921,447,10,9,4,6,5,164,25,"FW,MF",25-29,Forward,Brazil,South America
2050,Rafinha,BRA,Celta Vigo,La Liga,2019,26.0,1993.0,23.5,1682,42,325,912,469,45,1682,86,60,69.8,26,30.2,1087,5957,3083,70,57,7,61,48,1178,63,MF,25-29,Midfielder,Brazil,South America
2050,Rafinha,BRA,Celta Vigo,La Liga,2019,26.0,1993.0,23.5,1682,42,325,912,469,45,1682,86,60,69.8,26,30.2,1087,5957,3083,70,57,7,61,48,1178,63,MF,25-29,Midfielder,Brazil,South America
2050,Rafinha,BRA,Celta Vigo,La Liga,2019,26.0,1993.0,23.5,1682,42,325,912,469,45,1682,86,60,69.8,26,30.2,1087,5957,3083,70,57,7,61,48,1178,63,MF,25-29,Midfielder,Brazil,South America
2050,Rafinha,BRA,Celta Vigo,La Liga,2019,26.0,1993.0,23.5,1682,42,325,912,469,45,1682,86,60,69.8,26,30.2,1087,5957,3083,70,57,7,61,48,1178,63,MF,25-29,Midfielder,Brazil,South America
2050,Rafinha,BRA,Celta Vigo,La Liga,2019,26.0,1993.0,23.5,1682,42,325,912,469,45,1682,86,60,69.8,26,30.2,1087,5957,3083,70,57,7,61,48,1178,63,MF,25-29,Midfielder,Brazil,South America
2050,Rafinha,BRA,Celta Vigo,La Liga,2019,26.0,1993.0,23.5,1682,42,325,912,469,45,1682,86,60,69.8,26,30.2,1087,5957,3083,70,57,7,61,48,1178,63,MF,25-29,Midfielder,Brazil,South America
2050,Rafinha,BRA,Celta Vigo,La Liga,2019,26.0,1993.0,23.5,1682,42,325,912,469,45,1682,86,60,69.8,26,30.2,1087,5957,3083,70,57,7,61,48,1178,63,MF,25-29,Midfielder,Brazil,South America
2050,Rafinha,BRA,Celta Vigo,La Liga,2019,26.0,1993.0,23.5,1682,42,325,912,469,45,1682,86,60,69.8,26,30.2,1087,5957,3083,70,57,7,61,48,1178,63,MF,25-29,Midfielder,Brazil,South America
2050,Rafinha,BRA,Celta Vigo,La Liga,2019,26.0,1993.0,23.5,1682,42,325,912,469,45,1682,86,60,69.8,26,30.2,1087,5957,3083,70,57,7,61,48,1178,63,MF,25-29,Midfielder,Brazil,South America
2050,Rafinha,BRA,Celta Vigo,La Liga,2019,26.0,1993.0,23.5,1682,42,325,912,469,45,1682,86,60,69.8,26,30.2,1087,5957,3083,70,57,7,61,48,1178,63,MF,25-29,Midfielder,Brazil,South America
2050,Rafinha,BRA,Celta Vigo,La Liga,2019,26.0,1993.0,23.5,1682,42,325,912,469,45,1682,86,60,69.8,26,30.2,1087,5957,3083,70,57,7,61,48,1178,63,MF,25-29,Midfielder,Brazil,South America
2050,Rafinha,BRA,Celta Vigo,La Liga,2019,26.0,1993.0,23.5,1682,42,325,912,469,45,1682,86,60,69.8,26,30.2,1087,5957,3083,70,57,7,61,48,1178,63,MF,25-29,Midfielder,Brazil,South America
2050,Rafinha,BRA,Celta Vigo,La Liga,2019,26.0,1993.0,23.5,1682,42,325,912,469,45,1682,86,60,69.8,26,30.2,1087,5957,3083,70,57,7,61,48,1178,63,MF,25-29,Midfielder,Brazil,South America
2050,Rafinha,BRA,Celta Vigo,La Liga,2019,26.0,1993.0,23.5,1682,42,325,912,469,45,1682,86,60,69.8,26,30.2,1087,5957,3083,70,57,7,61,48,1178,63,MF,25-29,Midfielder,Brazil,South America
2050,Rafinha,BRA,Celta Vigo,La Liga,2019,26.0,1993.0,23.5,1682,42,325,912,469,45,1682,86,60,69.8,26,30.2,1087,5957,3083,70,57,7,61,48,1178,63,MF,25-29,Midfielder,Brazil,South America
2050,Rafinha,BRA,Celta Vigo,La Liga,2019,26.0,1993.0,23.5,1682,42,325,912,469,45,1682,86,60,69.8,26,30.2,1087,5957,3083,70,57,7,61,48,1178,63,MF,25-29,Midfielder,Brazil,South America
2051,Daniele Ragatzu,ITA,Cagliari,Serie A,2019,27.0,1991.0,3.5,210,6,23,84,108,14,210,15,8,53.3,7,46.7,150,911,425,12,11,3,7,4,162,40,"MF,FW",25-29,Midfielder,Italy,Europe
2057,Gastón Ramírez,URU,Sampdoria,Serie A,2019,28.0,1990.0,15.5,878,11,99,385,415,49,875,65,47,72.3,18,27.7,465,2961,1536,55,38,7,49,25,575,77,"MF,FW",25-29,Midfielder,Uruguay,South America
2060,Adrián Ramos,COL,Granada,La Liga,2019,33.0,1986.0,2.5,112,1,3,44,66,15,112,1,0,0.0,1,100.0,61,278,99,1,1,0,6,2,89,19,"FW,MF",30-34,Forward,Colombia,South America
2062,Aaron Ramsdale,ENG,Bournemouth,Premier League,2019,21.0,1998.0,37.0,1246,1088,1232,13,1,0,1246,0,0,,0,,662,4021,2641,0,0,0,0,0,403,0,GK,20-24,Goalkeeper,England,Europe
2063,Aaron Ramsey,WAL,Juventus,Serie A,2019,28.0,1990.0,11.7,885,15,98,420,372,53,885,23,15,65.2,8,34.8,567,2211,969,22,22,5,29,18,705,81,MF,25-29,Midfielder,Wales,Europe
2063,Aaron Ramsey,WAL,Juventus,Serie A,2019,28.0,1990.0,11.7,885,15,98,420,372,53,885,23,15,65.2,8,34.8,567,2211,969,22,22,5,29,18,705,81,MF,25-29,Midfielder,Wales,Europe
2063,Aaron Ramsey,WAL,Juventus,Serie A,2019,28.0,1990.0,11.7,885,15,98,420,372,53,885,23,15,65.2,8,34.8,567,2211,969,22,22,5,29,18,705,81,MF,25-29,Midfielder,Wales,Europe
2063,Aaron Ramsey,WAL,Juventus,Serie A,2019,28.0,1990.0,11.7,885,15,98,420,372,53,885,23,15,65.2,8,34.8,567,2211,969,22,22,5,29,18,705,81,MF,25-29,Midfielder,Wales,Europe
2064,Darren Randolph,IRL,West Ham,Premier League,2019,32.0,1987.0,2.0,48,42,48,0,0,0,48,0,0,,0,,13,145,122,0,0,0,0,0,10,0,GK,30-34,Goalkeeper,Republic of Ireland,Europe
2065,Luca Ranieri,ITA,Fiorentina,Serie A,2019,20.0,1999.0,2.6,185,9,64,98,23,4,185,5,4,80.0,1,20.0,109,571,413,5,2,1,1,0,119,3,DF,20-24,Defender,Italy,Europe
2066,Andrea Ranocchia,ITA,Inter,Serie A,2019,31.0,1988.0,5.8,414,41,233,176,8,6,414,2,2,100.0,0,0.0,233,1384,899,3,3,1,3,0,270,0,DF,30-34,Defender,Italy,Europe
2067,Raphinha,BRA,Rennes,Ligue 1,2019,22.0,1996.0,18.8,949,14,104,422,446,77,948,112,49,43.8,63,56.3,609,3994,2027,64,47,33,47,33,622,155,"MF,FW",20-24,Midfielder,Brazil,South America
2068,Tobias Raschl,GER,Dortmund,Bundesliga,2019,19.0,2000.0,0.3,19,1,4,8,7,0,19,0,0,,0,,9,46,9,0,0,0,1,0,12,0,MF,Under 20,Midfielder,Germany,Europe
2069,Marcus Rashford,ENG,Manchester Utd,Premier League,2019,21.0,1997.0,29.4,1344,21,75,463,823,152,1336,122,60,49.2,62,50.8,802,5659,3008,105,80,49,66,34,1077,250,FW,20-24,Forward,England,Europe
2071,Giacomo Raspadori,ITA,Sassuolo,Serie A,2019,19.0,2000.0,2.9,158,0,18,63,78,18,158,10,6,60.0,4,40.0,102,515,219,7,7,2,8,4,124,13,"MF,FW",Under 20,Midfielder,Italy,Europe
2073,Ante Rebić,CRO,Milan,Serie A,2019,25.0,1993.0,15.5,615,16,52,201,384,100,615,46,24,52.2,22,47.8,390,2516,1207,51,33,32,54,20,452,159,"FW,MF",25-29,Forward,Croatia,Europe
2074,Ante Rebić,CRO,Eint Frankfurt,Bundesliga,2019,25.0,1993.0,1.0,31,1,1,9,21,6,31,2,1,50.0,1,50.0,19,91,62,2,1,2,7,0,22,4,"FW,MF",25-29,Forward,Croatia,Europe
2078,Nathan Redmond,ENG,Southampton,Premier League,2019,25.0,1994.0,30.7,1442,30,178,636,677,110,1442,123,79,64.2,44,35.8,908,6983,3500,126,81,52,73,52,990,200,"MF,FW",25-29,Midfielder,England,Europe
2079,Fabian Reese,GER,Schalke 04,Bundesliga,2019,21.0,1997.0,1.0,36,2,8,8,20,4,36,6,0,0.0,6,100.0,23,155,61,2,1,1,4,0,24,11,FW,20-24,Forward,Germany,Europe
2080,Vasco Regini,ITA,Sampdoria,Serie A,2019,28.0,1990.0,1.9,77,9,38,36,3,1,77,0,0,,0,,28,199,153,2,0,0,1,0,33,0,DF,25-29,Defender,Italy,Europe
2081,Vasco Regini,ITA,Parma,Serie A,2019,28.0,1990.0,0.6,27,3,17,9,1,0,27,0,0,,0,,17,56,40,0,0,0,0,0,20,0,DF,25-29,Defender,Italy,Europe
2083,Ken Reichel,GER,Union Berlin,Bundesliga,2019,32.0,1986.0,5.9,320,14,116,136,70,7,320,4,2,50.0,2,50.0,131,666,367,8,5,1,7,2,144,15,DF,30-34,Defender,Germany,Europe
2087,Jeff Reine-Adélaïde,FRA,Angers,Ligue 1,2019,21.0,1998.0,0.9,51,0,5,31,17,5,51,11,9,81.8,2,18.2,33,313,180,4,5,1,4,2,33,2,MF,20-24,Midfielder,France,Europe
2088,Jeff Reine-Adélaïde,FRA,Lyon,Ligue 1,2019,21.0,1998.0,8.7,514,8,64,295,164,14,514,48,35,72.9,13,27.1,379,2694,1343,39,34,7,22,23,414,44,"MF,FW",20-24,Midfielder,France,Europe
2089,Karim Rekik,NED,Hertha BSC,Bundesliga,2019,24.0,1994.0,14.0,848,83,390,433,30,10,848,5,4,80.0,1,20.0,469,2383,1359,15,8,0,6,3,556,5,DF,20-24,Defender,Netherlands,Europe
2091,Loïc Rémy,FRA,Lille,Ligue 1,2019,32.0,1987.0,10.7,302,8,17,125,166,39,302,19,11,57.9,8,42.1,170,960,436,19,13,6,23,9,241,72,FW,30-34,Forward,France,Europe
2093,Marco Reus,GER,Dortmund,Bundesliga,2019,30.0,1989.0,16.6,872,16,76,371,439,96,871,46,26,56.5,20,43.5,521,2427,1093,37,30,9,31,21,647,98,"MF,FW",30-34,Midfielder,Germany,Europe
