rk,player,nation,squad,comp,season,age,born,ninety_mins_played,passes_attempted,live_ball_passes,dead_ball_passes,free_kick_passes,through_balls,switches,crosses,throw_ins,corner_kicks,inswinging_corners,outswinging_corners,straight_corners,passes_completed,passes_offside,passes_blocked,position,age_range,general_position,country,continent
237,Haris Belkebla,ALG,Brest,Ligue 1,2019,25.0,1994.0,20.2,851,834,17,17,1,4,4,0,0,0,0,0,730,0,16,MF,25-29,Midfielder,Algeria,Africa
238,Raoul Bellanova,ITA,Atalanta,Serie A,2019,19.0,2000.0,0.2,15,14,1,0,0,0,0,1,0,0,0,0,14,0,0,DF,Under 20,Defender,Italy,Europe
239,Raoul Bellanova,ITA,Bordeaux,Ligue 1,2019,19.0,2000.0,0.7,28,21,7,1,0,0,0,6,0,0,0,0,22,0,0,DF,Under 20,Defender,Italy,Europe
240,Karim Bellarabi,GER,Leverkusen,Bundesliga,2019,29.0,1990.0,15.8,704,651,47,1,3,4,110,46,0,0,0,0,470,6,29,"FW,DF",25-29,Forward,Germany,Europe
241,Jean-Ricner Bellegarde,FRA,Strasbourg,Ligue 1,2019,21.0,1998.0,16.6,705,679,25,13,1,15,33,1,11,2,7,0,589,1,11,MF,20-24,Midfielder,France,Europe
245,Sami Ben Amar,MAR,Nîmes,Ligue 1,2019,21.0,1998.0,0.2,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,FW,20-24,Forward,Morocco,Africa
246,Hatem Ben Arfa,FRA,Valladolid,La Liga,2019,32.0,1987.0,1.8,54,48,6,1,0,3,0,0,0,0,0,0,41,0,1,"MF,FW",30-34,Midfielder,France,Europe
247,Wissam Ben Yedder,FRA,Monaco,Ligue 1,2019,28.0,1990.0,24.0,819,776,38,4,12,3,32,5,0,0,0,0,591,5,34,FW,25-29,Forward,France,Europe
248,Marco Benassi,ITA,Fiorentina,Serie A,2019,24.0,1994.0,10.9,351,338,11,2,1,1,19,7,0,0,0,0,259,2,6,MF,20-24,Midfielder,Italy,Europe
250,Lars Bender,GER,Leverkusen,Bundesliga,2019,30.0,1989.0,15.3,1077,913,162,15,0,8,20,147,0,0,0,0,907,2,22,"DF,MF",30-34,Defender,Germany,Europe
251,Sven Bender,GER,Leverkusen,Bundesliga,2019,30.0,1989.0,30.3,2565,2505,51,50,1,7,1,1,0,0,0,0,2333,9,5,DF,30-34,Defender,Germany,Europe
252,Darío Benedetto,ARG,Marseille,Ligue 1,2019,29.0,1990.0,23.3,503,449,51,0,4,22,6,2,0,0,0,0,328,3,15,FW,25-29,Forward,Argentina,South America
253,László Bénes,SVK,Gladbach,Bundesliga,2019,21.0,1997.0,10.0,527,446,74,28,4,7,59,11,34,15,14,0,392,7,7,MF,20-24,Midfielder,Slovakia,Europe
255,Loris Benito,SUI,Bordeaux,Ligue 1,2019,27.0,1992.0,21.1,1333,1137,193,22,0,2,46,170,1,0,0,0,1098,3,31,DF,25-29,Defender,Switzerland,Europe
257,Ismaël Bennacer,ALG,Milan,Serie A,2019,21.0,1997.0,27.6,1806,1682,117,72,1,22,34,3,25,3,20,0,1571,7,21,MF,20-24,Midfielder,Algeria,Africa
258,Ryan Bennett,ENG,Wolves,Premier League,2019,29.0,1990.0,6.7,245,232,13,0,0,2,4,13,0,0,0,0,182,0,1,DF,25-29,Defender,England,Europe
259,Ryan Bennett,ENG,Leicester City,Premier League,2019,29.0,1990.0,3.7,227,206,21,1,0,3,2,20,0,0,0,0,179,0,3,DF,25-29,Defender,England,Europe
260,Keanan Bennetts,ENG,Gladbach,Bundesliga,2019,20.0,1999.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,MF,20-24,Midfielder,England,Europe
261,Yassine Benrahou,FRA,Bordeaux,Ligue 1,2019,20.0,1999.0,1.9,107,94,12,4,0,1,8,4,4,4,0,0,82,1,1,"FW,MF",20-24,Forward,France,Europe
262,Yassine Benrahou,FRA,Nîmes,Ligue 1,2019,20.0,1999.0,8.5,323,247,75,32,1,2,66,1,42,23,13,3,212,1,4,"MF,FW",20-24,Midfielder,France,Europe
263,Ramy Bensebaini,ALG,Gladbach,Bundesliga,2019,24.0,1995.0,16.1,953,772,179,28,2,2,28,151,0,0,0,0,732,2,19,DF,20-24,Defender,Algeria,Africa
264,Nabil Bentaleb,ALG,Newcastle Utd,Premier League,2019,24.0,1994.0,8.3,409,397,11,10,0,4,2,0,0,0,0,0,348,1,8,MF,20-24,Midfielder,Algeria,Africa
265,Rodrigo Bentancur,URU,Juventus,Serie A,2019,22.0,1997.0,24.4,1627,1547,77,32,2,3,52,8,37,11,17,0,1418,3,26,MF,20-24,Midfielder,Uruguay,South America
266,Christian Benteke,BEL,Crystal Palace,Premier League,2019,28.0,1990.0,14.0,342,330,12,0,2,2,5,0,0,0,0,0,184,0,4,FW,25-29,Forward,Belgium,Europe
267,Romario Benzar,ROU,Lecce,Serie A,2019,27.0,1992.0,1.1,69,58,11,0,0,1,7,11,0,0,0,0,47,0,2,DF,25-29,Defender,Romania,Europe
268,Karim Benzema,FRA,Real Madrid,La Liga,2019,31.0,1987.0,34.9,1315,1255,53,1,9,15,23,0,0,0,0,0,1108,7,24,FW,30-34,Forward,France,Europe
270,Domenico Berardi,ITA,Sassuolo,Serie A,2019,24.0,1994.0,27.7,1212,1101,104,33,12,12,113,5,60,37,20,0,876,7,30,FW,20-24,Forward,Italy,Europe
279,Etrit Berisha,ALB,SPAL,Serie A,2019,30.0,1989.0,26.0,879,566,309,76,0,2,0,0,0,0,0,0,620,4,1,GK,30-34,Goalkeeper,Albania,Europe
284,Federico Bernardeschi,ITA,Juventus,Serie A,2019,25.0,1994.0,17.5,692,639,51,17,3,11,55,10,23,3,16,0,565,2,18,"MF,FW",25-29,Midfielder,Italy,Europe
285,Bernardo,BRA,Brighton,Premier League,2019,24.0,1995.0,7.5,395,346,49,1,0,0,17,48,0,0,0,0,286,0,10,"DF,MF",20-24,Defender,Brazil,South America
285,Bernardo,BRA,Brighton,Premier League,2019,24.0,1995.0,7.5,395,346,49,1,0,0,17,48,0,0,0,0,286,0,10,"DF,MF",20-24,Defender,Brazil,South America
285,Bernardo,BRA,Brighton,Premier League,2019,24.0,1995.0,7.5,395,346,49,1,0,0,17,48,0,0,0,0,286,0,10,"DF,MF",20-24,Defender,Brazil,South America
285,Bernardo,BRA,Brighton,Premier League,2019,24.0,1995.0,7.5,395,346,49,1,0,0,17,48,0,0,0,0,286,0,10,"DF,MF",20-24,Defender,Brazil,South America
288,Dimitry Bertaud,COD,Montpellier,Ligue 1,2019,21.0,1998.0,2.2,67,44,23,5,0,1,0,0,0,0,0,0,59,0,0,GK,20-24,Goalkeeper,DR Congo,Africa
290,Ryan Bertrand,ENG,Southampton,Premier League,2019,29.0,1989.0,30.5,1702,1278,417,48,2,9,122,344,25,10,10,3,1250,7,50,DF,25-29,Defender,England,Europe
292,Jordan Beyer,GER,Gladbach,Bundesliga,2019,19.0,2000.0,1.2,44,38,6,0,0,0,1,6,0,0,0,0,32,0,1,DF,Under 20,Defender,Germany,Europe
296,El Bilal Touré,MLI,Reims,Ligue 1,2019,17.0,2001.0,5.0,77,68,9,0,0,0,2,0,0,0,0,0,51,0,2,FW,Under 20,Forward,Mali,Africa
297,Philip Billing,DEN,Bournemouth,Premier League,2019,23.0,1996.0,28.1,1216,1149,62,19,1,10,14,43,0,0,0,0,879,5,22,MF,20-24,Midfielder,Denmark,Europe
298,Cristiano Biraghi,ITA,Inter,Serie A,2019,26.0,1992.0,17.5,902,686,208,21,0,3,138,144,43,23,6,0,633,8,33,DF,25-29,Defender,Italy,Europe
301,Dimitri Bisoli,ITA,Brescia,Serie A,2019,25.0,1994.0,23.9,785,751,25,1,1,6,64,20,0,0,0,0,494,9,36,MF,25-29,Midfielder,Italy,Europe
302,Yves Bissouma,MLI,Brighton,Premier League,2019,22.0,1996.0,14.0,629,615,12,10,3,7,6,2,0,0,0,0,529,2,10,MF,20-24,Midfielder,Mali,Africa
303,Leonardo Bittencourt,GER,Hoffenheim,Bundesliga,2019,25.0,1993.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,MF,25-29,Midfielder,Germany,Europe
304,Leonardo Bittencourt,GER,Werder Bremen,Bundesliga,2019,25.0,1993.0,21.0,905,790,114,10,0,3,87,68,21,6,11,2,662,1,36,"FW,MF",25-29,Forward,Germany,Europe
307,Ludovic Blas,FRA,Nantes,Ligue 1,2019,21.0,1997.0,20.5,676,654,19,4,2,15,11,3,0,0,0,0,527,3,22,"FW,MF",20-24,Forward,France,Europe
308,Pablo de Blasis,ARG,Eibar,La Liga,2019,31.0,1988.0,17.8,963,787,171,31,2,11,85,131,8,4,3,0,659,5,23,"DF,MF",30-34,Defender,Argentina,South America
310,Alexis Blin,FRA,Amiens,Ligue 1,2019,22.0,1996.0,20.5,1051,1011,38,30,0,8,18,2,6,5,0,0,880,2,11,MF,20-24,Midfielder,France,Europe
311,Jérôme Boateng,GER,Bayern Munich,Bundesliga,2019,30.0,1988.0,20.0,1718,1675,37,34,4,10,7,3,0,0,0,0,1530,6,3,DF,30-34,Defender,Germany,Europe
312,Kevin-Prince Boateng,GHA,Fiorentina,Serie A,2019,32.0,1987.0,6.7,193,181,12,0,0,0,4,1,0,0,0,0,152,0,2,FW,30-34,Forward,Ghana,Africa
313,Antonin Bobichon,FRA,Nîmes,Ligue 1,2019,23.0,1995.0,2.0,103,87,15,7,0,3,17,0,8,4,4,0,81,1,2,MF,20-24,Midfielder,France,Europe
314,Antonin Bobichon,FRA,Angers,Ligue 1,2019,23.0,1995.0,7.2,288,263,24,6,0,2,23,2,16,8,8,0,224,1,6,MF,20-24,Midfielder,France,Europe
315,Salvatore Bocchetti,ITA,Hellas Verona,Serie A,2019,32.0,1986.0,3.4,167,161,5,2,0,0,0,3,0,0,0,0,135,1,3,DF,30-34,Defender,Italy,Europe
316,Mathieu Bodmer,FRA,Amiens,Ligue 1,2019,36.0,1982.0,1.0,94,91,3,2,0,1,1,0,0,0,0,0,77,0,0,"MF,FW",35-39,Midfielder,France,Europe
317,Adam Bodzek,GER,Düsseldorf,Bundesliga,2019,33.0,1985.0,22.4,714,690,21,19,0,13,2,2,0,0,0,0,574,3,7,MF,30-34,Midfielder,Germany,Europe
318,Jean-Paul Boëtius,NED,Mainz 05,Bundesliga,2019,25.0,1994.0,25.2,923,883,33,11,11,12,13,10,0,0,0,0,690,7,21,MF,25-29,Midfielder,Netherlands,Europe
319,Sacha Boey,FRA,Rennes,Ligue 1,2019,18.0,2000.0,1.9,82,70,12,0,1,1,3,12,0,0,0,0,66,0,1,DF,Under 20,Defender,France,Europe
322,Quentin Boisgard,FRA,Toulouse,Ligue 1,2019,22.0,1997.0,12.7,497,456,40,8,1,1,24,11,14,12,0,0,391,1,11,"MF,FW",20-24,Midfielder,France,Europe
323,Willy Boly,CIV,Wolves,Premier League,2019,28.0,1991.0,22.0,991,975,13,11,0,4,2,2,0,0,0,0,798,3,12,DF,25-29,Defender,Ivory Coast,Africa
324,Giacomo Bonaventura,ITA,Milan,Serie A,2019,29.0,1989.0,14.9,692,659,30,9,3,3,28,1,16,8,5,0,570,3,13,"MF,FW",25-29,Midfielder,Italy,Europe
325,Federico Bonazzoli,ITA,Sampdoria,Serie A,2019,22.0,1997.0,8.3,210,198,11,1,1,6,10,1,0,0,0,0,147,1,8,FW,20-24,Forward,Italy,Europe
326,Gaëtan Bong,CMR,Brighton,Premier League,2019,31.0,1988.0,0.7,35,32,3,1,0,0,6,2,0,0,0,0,25,0,1,"DF,MF",30-34,Defender,Cameroon,Africa
327,Kevin Bonifazi,ITA,Torino,Serie A,2019,23.0,1996.0,2.7,97,94,3,3,0,1,0,0,0,0,0,0,80,0,0,DF,20-24,Defender,Italy,Europe
328,Kevin Bonifazi,ITA,SPAL,Serie A,2019,23.0,1996.0,13.2,659,637,22,18,0,3,4,4,0,0,0,0,565,0,2,DF,20-24,Defender,Italy,Europe
329,Federico Bonini,ITA,Bologna,Serie A,2019,17.0,2001.0,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,DF,Under 20,Defender,Italy,Europe
334,Robin Bormuth,GER,Düsseldorf,Bundesliga,2019,23.0,1995.0,2.0,72,70,2,2,0,3,0,0,0,0,0,0,58,0,1,DF,20-24,Defender,Germany,Europe
335,Sebastiaan Bornauw,BEL,Köln,Bundesliga,2019,20.0,1999.0,27.2,1248,1212,28,25,1,21,6,3,0,0,0,0,1008,8,11,DF,20-24,Defender,Belgium,Europe
336,Brandon Borrello,AUS,Freiburg,Bundesliga,2019,24.0,1995.0,3.3,68,68,0,0,1,0,4,0,0,0,0,0,50,0,0,"MF,FW",20-24,Midfielder,Australia,Oceania
338,Denis Bouanga,GAB,Saint-Étienne,Ligue 1,2019,24.0,1994.0,22.7,606,531,72,6,1,9,59,49,7,5,0,0,410,3,24,"FW,MF",20-24,Forward,Gabon,Africa
339,Hicham Boudaoui,ALG,Nice,Ligue 1,2019,19.0,1999.0,5.4,196,193,2,0,1,0,17,2,0,0,0,0,150,1,7,"MF,FW",Under 20,Midfielder,Algeria,Africa
340,Ryad Boudebouz,ALG,Saint-Étienne,Ligue 1,2019,29.0,1990.0,17.7,965,836,125,53,6,16,106,2,52,36,13,1,693,4,12,"MF,FW",25-29,Midfielder,Algeria,Africa
342,Nassim Boujellab,MAR,Schalke 04,Bundesliga,2019,20.0,1999.0,4.7,137,137,0,0,0,1,0,0,0,0,0,0,106,0,5,"MF,FW",20-24,Midfielder,Morocco,Africa
343,Farid Boulaya,ALG,Metz,Ligue 1,2019,26.0,1993.0,9.1,418,381,34,5,6,2,51,1,26,8,14,0,279,3,16,FW,25-29,Forward,Algeria,Africa
346,Benjamin Bourigeaud,FRA,Rennes,Ligue 1,2019,25.0,1994.0,21.1,1211,1066,140,66,2,37,123,17,57,23,28,1,902,5,24,MF,25-29,Midfielder,France,Europe
348,Jarrod Bowen,ENG,West Ham,Premier League,2019,22.0,1996.0,10.2,273,243,30,3,0,6,60,0,26,20,1,1,179,0,12,"FW,MF",20-24,Forward,England,Europe
350,John Boye,GHA,Metz,Ligue 1,2019,32.0,1987.0,23.5,918,898,19,17,0,7,0,2,0,0,0,0,783,1,2,DF,30-34,Defender,Ghana,Africa
352,Domagoj Bradarić,CRO,Lille,Ligue 1,2019,19.0,1999.0,15.8,841,665,174,26,0,2,93,141,7,1,5,1,625,2,14,DF,Under 20,Defender,Croatia,Europe
354,Robbie Brady,IRL,Burnley,Premier League,2019,27.0,1992.0,5.0,169,159,9,3,2,0,14,3,3,3,0,0,100,1,4,MF,25-29,Midfielder,Republic of Ireland,Europe
355,Martin Braithwaite,DEN,Barcelona,La Liga,2019,28.0,1991.0,4.5,130,128,2,0,0,0,4,0,0,0,0,0,98,0,5,"FW,MF",25-29,Forward,Denmark,Europe
356,Martin Braithwaite,DEN,Leganés,La Liga,2019,28.0,1991.0,21.5,373,369,3,1,0,4,10,1,0,0,0,0,246,1,9,"FW,MF",25-29,Forward,Denmark,Europe
357,Federico Brancolini,ITA,Fiorentina,Serie A,2019,18.0,2001.0,0.1,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0,GK,Under 20,Goalkeeper,Italy,Europe
359,Julian Brandt,GER,Dortmund,Bundesliga,2019,23.0,1996.0,24.5,1670,1623,41,13,12,23,38,7,17,8,7,0,1370,6,34,"MF,FW",20-24,Midfielder,Germany,Europe
362,Claudio Bravo,CHI,Manchester City,Premier League,2019,36.0,1983.0,3.9,136,100,36,8,0,1,0,0,0,0,0,0,107,0,0,GK,35-39,Goalkeeper,Chile,South America
365,Marco Brescianini,ITA,Milan,Serie A,2019,19.0,2000.0,0.3,21,21,0,0,0,0,0,0,0,0,0,0,21,0,0,MF,Under 20,Midfielder,Italy,Europe
366,Anthony Briançon,FRA,Nîmes,Ligue 1,2019,24.0,1994.0,19.3,881,807,73,69,0,23,4,3,0,0,0,0,720,1,8,DF,20-24,Defender,France,Europe
367,Jimmy Briand,FRA,Bordeaux,Ligue 1,2019,33.0,1985.0,16.9,332,292,38,2,1,0,3,2,0,0,0,0,258,2,3,FW,30-34,Forward,France,Europe
370,Dylan Bronn,TUN,Metz,Ligue 1,2019,24.0,1995.0,9.0,315,303,12,10,0,10,0,2,0,0,0,0,248,0,2,DF,20-24,Defender,Tunisia,Africa
371,David Brooks,WAL,Bournemouth,Premier League,2019,22.0,1997.0,5.6,180,160,19,3,0,1,24,2,7,4,2,0,121,1,8,"MF,FW",20-24,Midfielder,Wales,Europe
372,John Brooks,USA,Wolfsburg,Bundesliga,2019,26.0,1993.0,24.7,1235,1187,47,43,0,17,1,4,0,0,0,0,1008,1,5,DF,25-29,Defender,United States,North America
373,Daniel Brosinski,GER,Mainz 05,Bundesliga,2019,31.0,1988.0,19.0,1073,708,356,57,0,5,173,218,81,30,45,1,662,9,20,DF,30-34,Defender,Germany,Europe
374,Josh Brownhill,ENG,Burnley,Premier League,2019,23.0,1995.0,8.9,338,331,4,2,0,1,2,2,0,0,0,0,275,3,0,MF,20-24,Midfielder,England,Europe
376,Gastón Brugman,URU,Parma,Serie A,2019,26.0,1992.0,16.2,674,637,36,23,2,13,12,2,9,2,7,0,557,1,6,MF,25-29,Midfielder,Uruguay,South America
379,Jacob Bruun Larsen,DEN,Hoffenheim,Bundesliga,2019,20.0,1998.0,4.3,135,130,5,0,0,0,7,3,2,1,1,0,104,0,9,"FW,MF",20-24,Forward,Denmark,Europe
380,Jacob Bruun Larsen,DEN,Dortmund,Bundesliga,2019,20.0,1998.0,0.8,28,28,0,0,1,0,0,0,0,0,0,0,22,0,1,FW,20-24,Forward,Denmark,Europe
382,Ante Budimir,CRO,Mallorca,La Liga,2019,28.0,1991.0,30.7,587,550,35,0,0,0,6,1,1,0,0,0,372,2,15,FW,25-29,Forward,Croatia,Europe
384,Gianluigi Buffon,ITA,Juventus,Serie A,2019,41.0,1978.0,9.0,208,145,63,9,0,1,0,0,0,0,0,0,191,0,1,GK,Over 40,Goalkeeper,Italy,Europe
385,Marius Bülter,GER,Union Berlin,Bundesliga,2019,26.0,1993.0,25.8,639,606,30,1,2,3,73,27,0,0,0,0,379,3,29,"MF,FW",25-29,Midfielder,Germany,Europe
386,Esteban Burgos,ARG,Eibar,La Liga,2019,27.0,1992.0,12.4,394,368,25,23,0,19,1,2,0,0,0,0,246,1,2,DF,25-29,Defender,Argentina,South America
387,Guido Burgstaller,AUT,Schalke 04,Bundesliga,2019,30.0,1989.0,13.7,297,261,31,0,1,1,12,1,0,0,0,0,197,5,12,FW,30-34,Forward,Austria,Europe
389,Jonathan Burkardt,GER,Mainz 05,Bundesliga,2019,19.0,2000.0,2.8,48,41,7,1,0,0,2,3,0,0,0,0,37,0,4,"FW,MF",Under 20,Forward,Germany,Europe
390,Oliver Burke,SCO,Alavés,La Liga,2019,22.0,1997.0,15.9,340,330,9,1,1,0,17,6,0,0,0,0,218,1,9,"MF,FW",20-24,Midfielder,Scotland,Europe
391,Roman Bürki,SUI,Dortmund,Bundesliga,2019,28.0,1990.0,30.8,1050,800,248,47,0,2,0,0,0,0,0,0,834,2,0,GK,25-29,Goalkeeper,Switzerland,Europe
392,Dan Burn,ENG,Brighton,Premier League,2019,27.0,1992.0,32.0,1884,1609,271,11,3,4,51,260,0,0,0,0,1392,4,46,DF,25-29,Defender,England,Europe
396,Ludovic Butelle,FRA,Angers,Ligue 1,2019,36.0,1983.0,26.0,698,413,284,81,0,1,0,0,0,0,0,0,451,1,0,GK,35-39,Goalkeeper,France,Europe
398,Sam Byram,ENG,Norwich City,Premier League,2019,25.0,1993.0,14.4,771,632,137,11,0,0,7,126,0,0,0,0,609,2,15,DF,25-29,Defender,England,Europe
401,Willy Caballero,ARG,Chelsea,Premier League,2019,37.0,1981.0,5.0,164,133,31,3,0,0,0,0,0,0,0,0,124,0,0,GK,35-39,Goalkeeper,Argentina,South America
402,Yohan Cabaye,FRA,Saint-Étienne,Ligue 1,2019,33.0,1986.0,9.5,521,492,28,11,2,4,24,2,15,11,2,0,410,1,8,MF,30-34,Midfielder,France,Europe
405,Leandro Cabrera,URU,Getafe,La Liga,2019,28.0,1991.0,17.0,583,519,59,39,2,32,7,20,0,0,0,0,287,5,5,DF,25-29,Defender,Uruguay,South America
406,Leandro Cabrera,URU,Espanyol,La Liga,2019,28.0,1991.0,17.0,860,747,108,36,0,11,8,70,0,0,0,0,562,5,16,DF,25-29,Defender,Uruguay,South America
407,Fabrizio Cacciatore,ITA,Cagliari,Serie A,2019,32.0,1986.0,12.8,707,569,138,22,0,12,36,116,0,0,0,0,550,0,11,DF,30-34,Defender,Italy,Europe
408,Martín Cáceres,URU,Fiorentina,Serie A,2019,32.0,1987.0,26.2,1348,1197,148,63,0,28,12,84,0,0,0,0,1111,3,13,DF,30-34,Defender,Uruguay,South America
409,Anthony Caci,FRA,Strasbourg,Ligue 1,2019,22.0,1997.0,7.7,522,433,86,6,2,13,21,80,0,0,0,0,414,3,10,DF,20-24,Defender,France,Europe
411,Mathieu Cafaro,FRA,Reims,Ligue 1,2019,22.0,1997.0,10.3,359,300,58,15,2,7,93,6,37,9,23,2,200,1,11,"FW,MF",20-24,Forward,France,Europe
412,Jonathan Cafu,BRA,Bordeaux,Ligue 1,2019,28.0,1991.0,2.2,90,82,8,0,1,0,3,8,0,0,0,0,74,0,2,DF,25-29,Defender,Brazil,South America
413,Gary Cahill,ENG,Crystal Palace,Premier League,2019,33.0,1985.0,24.1,1009,967,42,37,0,9,0,5,0,0,0,0,857,0,6,DF,30-34,Defender,England,Europe
414,Felipe Caicedo,ECU,Lazio,Serie A,2019,30.0,1988.0,15.6,407,402,3,1,3,0,0,1,0,0,0,0,312,2,6,FW,30-34,Forward,Ecuador,South America
415,Arturo Calabresi,ITA,Amiens,Ligue 1,2019,23.0,1996.0,20.9,1012,766,245,19,0,4,34,226,0,0,0,0,723,1,27,DF,20-24,Defender,Italy,Europe
416,Davide Calabria,ITA,Milan,Serie A,2019,22.0,1996.0,18.0,1168,983,184,18,1,9,48,166,0,0,0,0,938,1,21,DF,20-24,Defender,Italy,Europe
418,Mattia Caldara,ITA,Atalanta,Serie A,2019,25.0,1994.0,10.7,448,430,18,18,0,1,2,0,0,0,0,0,393,0,2,DF,25-29,Defender,Italy,Europe
419,Marco Calderoni,ITA,Lecce,Serie A,2019,30.0,1989.0,22.9,1122,892,225,32,0,5,100,170,23,0,13,0,816,5,55,DF,30-34,Defender,Italy,Europe
422,Hakan Çalhanoğlu,TUR,Milan,Serie A,2019,25.0,1994.0,30.0,1632,1467,156,44,8,22,151,18,90,37,38,0,1270,9,26,"MF,FW",25-29,Midfielder,Turkey,Asia
423,Daniel Caligiuri,ITA,Schalke 04,Bundesliga,2019,31.0,1988.0,25.5,1001,832,160,64,3,4,123,30,66,3,50,1,626,9,53,"MF,FW",30-34,Midfielder,Italy,Europe
425,Jonathan Calleri,ARG,Espanyol,La Liga,2019,25.0,1993.0,20.1,367,344,19,0,0,1,22,1,0,0,0,0,186,4,8,FW,25-29,Forward,Argentina,South America
426,Dominic Calvert-Lewin,ENG,Everton,Premier League,2019,22.0,1997.0,29.2,577,570,3,2,2,3,19,1,0,0,0,0,359,4,23,FW,20-24,Forward,England,Europe
427,Mahdi Camara,FRA,Saint-Étienne,Ligue 1,2019,21.0,1998.0,10.0,456,451,4,2,0,3,7,1,0,0,0,0,383,1,6,MF,20-24,Midfielder,France,Europe
428,Souleymane Camara,SEN,Montpellier,Ligue 1,2019,36.0,1982.0,1.8,49,48,1,0,0,0,1,0,0,0,0,0,33,0,1,FW,35-39,Forward,Senegal,Africa
431,Eduardo Camavinga,FRA,Rennes,Ligue 1,2019,16.0,2002.0,23.4,980,949,28,27,0,10,1,1,0,0,0,0,856,3,7,MF,Under 20,Midfielder,France,Europe
436,Emre Can,GER,Juventus,Serie A,2019,25.0,1994.0,3.2,162,158,4,2,1,1,3,2,0,0,0,0,143,0,1,MF,25-29,Midfielder,Germany,Europe
437,Emre Can,GER,Dortmund,Bundesliga,2019,25.0,1994.0,10.6,730,709,18,14,0,6,6,4,0,0,0,0,636,3,9,"MF,DF",25-29,Midfielder,Germany,Europe
439,João Cancelo,POR,Manchester City,Premier League,2019,25.0,1994.0,13.4,1157,1049,104,8,0,5,47,96,0,0,0,0,1015,4,15,DF,25-29,Defender,Portugal,Europe
440,Antonio Candreva,ITA,Inter,Serie A,2019,32.0,1987.0,22.1,1368,1140,219,10,0,37,178,177,32,3,24,0,1041,9,40,DF,30-34,Defender,Italy,Europe
444,Pierrick Capelle,FRA,Angers,Ligue 1,2019,32.0,1987.0,19.4,796,750,44,7,1,4,32,33,4,3,0,0,635,2,10,"MF,DF",30-34,Midfielder,France,Europe
445,Étienne Capoue,FRA,Watford,Premier League,2019,31.0,1988.0,29.2,1465,1356,106,42,3,44,23,5,6,6,0,0,1180,3,16,MF,30-34,Midfielder,France,Europe
446,Gianluca Caprari,ITA,Sampdoria,Serie A,2019,26.0,1993.0,7.4,245,210,35,5,2,2,25,5,18,13,2,0,177,0,8,"FW,MF",25-29,Forward,Italy,Europe
447,Gianluca Caprari,ITA,Parma,Serie A,2019,26.0,1993.0,6.5,214,183,28,9,0,2,22,1,10,2,5,1,164,3,4,"FW,MF",25-29,Forward,Italy,Europe
448,Francesco Caputo,ITA,Sassuolo,Serie A,2019,31.0,1987.0,32.6,795,713,78,1,6,4,9,1,0,0,0,0,622,4,10,FW,30-34,Forward,Italy,Europe
449,Maxence Caqueret,FRA,Lyon,Ligue 1,2019,19.0,2000.0,6.3,383,379,4,4,2,4,2,0,0,0,0,0,330,0,4,MF,Under 20,Midfielder,France,Europe
451,Irvin Cardona,FRA,Brest,Ligue 1,2019,21.0,1997.0,16.1,443,430,12,1,1,6,29,3,1,0,0,0,274,1,12,"FW,MF",20-24,Forward,France,Europe
455,Yannick Carrasco,BEL,Atlético Madrid,La Liga,2019,25.0,1993.0,7.0,227,197,28,6,0,3,24,4,18,10,4,0,166,2,7,"MF,FW",25-29,Midfielder,Belgium,Europe
456,Daniel Carriço,POR,Sevilla,La Liga,2019,30.0,1988.0,9.4,565,547,17,15,0,6,0,2,0,0,0,0,508,1,0,DF,30-34,Defender,Portugal,Europe
457,Guido Carrillo,ARG,Leganés,La Liga,2019,28.0,1991.0,13.5,361,350,8,0,0,1,3,0,0,0,0,0,225,3,4,FW,25-29,Forward,Argentina,South America
458,Andy Carroll,ENG,Newcastle Utd,Premier League,2019,30.0,1989.0,7.0,214,209,4,0,0,3,5,0,0,0,0,0,129,1,4,FW,30-34,Forward,England,Europe
460,Matis Carvalho,POR,Montpellier,Ligue 1,2019,20.0,1999.0,0.8,27,15,12,3,0,0,0,0,0,0,0,0,14,0,0,GK,20-24,Goalkeeper,Portugal,Europe
461,William Carvalho,POR,Betis,La Liga,2019,27.0,1992.0,9.9,632,615,14,14,0,5,1,0,0,0,0,0,553,3,8,MF,25-29,Midfielder,Portugal,Europe
462,Casemiro,BRA,Real Madrid,La Liga,2019,27.0,1992.0,34.3,2185,2119,58,58,7,65,24,0,0,0,0,0,1817,8,26,MF,25-29,Midfielder,Brazil,South America
464,Francesco Cassata,ITA,Genoa,Serie A,2019,22.0,1997.0,16.2,649,620,25,6,1,10,27,16,3,2,0,0,497,4,23,MF,20-24,Midfielder,Italy,Europe
465,Timothy Castagne,BEL,Atalanta,Serie A,2019,23.0,1995.0,19.7,1138,996,142,7,1,1,60,135,0,0,0,0,946,0,17,DF,20-24,Defender,Belgium,Europe
466,Koen Casteels,BEL,Wolfsburg,Bundesliga,2019,27.0,1992.0,26.0,979,739,231,53,0,4,0,0,0,0,0,0,721,9,0,GK,25-29,Goalkeeper,Belgium,Europe
