rk,player,nation,squad,comp,season,age,born,ninety_mins_played,goals,shots,shots_on_target,shots_on_target_pct,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,avg_shot_distance,free_kick_shots,penalty_kicks,penalty_kicks_attempted,xg,non_penalty_xg,non_penalty_xg_per_shot,goals_minus_xg,non_penalty_goals_minus_xg,position,age_range,general_position,country,continent
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2065,João Pedro,ITA,Cagliari,Serie A,2021,29.0,1992.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,12.3,9.3,0.11,0.7,0.7,FW,25-29,Forward,Italy,Europe
2067,Gianluca Pegolo,ITA,Sassuolo,Serie A,2021,40.0,1981.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,Over 40,Goalkeeper,Italy,Europe
2069,Pietro Pellegri,ITA,Torino,Serie A,2021,20.0,2001.0,2.4,1,5,2,40.0,2.08,0.83,0.2,0.5,15.7,0,0,0,0.4,0.4,0.08,0.6,0.6,FW,20-24,Forward,Italy,Europe
2070,Pietro Pellegri,ITA,Milan,Serie A,2021,20.0,2001.0,1.5,0,3,1,33.3,2.06,0.69,0.0,0.0,16.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,FW,20-24,Forward,Italy,Europe
2071,Lorenzo Pellegrini,ITA,Roma,Serie A,2021,25.0,1996.0,25.4,9,89,28,31.5,3.5,1.1,0.08,0.25,19.8,11,2,3,8.9,6.4,0.07,0.1,0.6,MF,25-29,Midfielder,Italy,Europe
2072,Luca Pellegrini,ITA,Juventus,Serie A,2021,22.0,1999.0,12.3,0,6,1,16.7,0.49,0.08,0.0,0.0,22.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,DF,20-24,Defender,Italy,Europe
2074,Federico Peluso,ITA,Sassuolo,Serie A,2021,37.0,1984.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,35-39,Defender,Italy,Europe
2077,Philipp Pentke,GER,Hoffenheim,Bundesliga,2021,36.0,1985.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,35-39,Goalkeeper,Germany,Europe
2078,Nicolas Pépé,CIV,Arsenal,Premier League,2021,26.0,1995.0,7.7,1,23,7,30.4,2.97,0.91,0.04,0.14,15.1,3,0,0,2.6,2.6,0.11,-1.6,-1.6,"FW,MF",25-29,Forward,Ivory Coast,Africa
2082,Danilo Pereira,POR,Paris S-G,Ligue 1,2021,29.0,1991.0,22.6,5,19,8,42.1,0.84,0.35,0.26,0.63,10.7,0,0,0,3.2,3.2,0.17,1.8,1.8,MF,25-29,Midfielder,Portugal,Europe
2083,Mathias Pereira Lage,POR,Angers,Ligue 1,2021,24.0,1996.0,11.6,4,19,6,31.6,1.64,0.52,0.21,0.67,19.8,2,0,0,2.6,2.6,0.14,1.4,1.4,DF,20-24,Defender,Portugal,Europe
2084,Ricardo Pereira,POR,Leicester City,Premier League,2021,27.0,1993.0,11.0,1,10,2,20.0,0.91,0.18,0.1,0.5,16.6,0,0,0,0.7,0.7,0.07,0.3,0.3,DF,25-29,Defender,Portugal,Europe
2085,Gastón Pereiro,URU,Cagliari,Serie A,2021,26.0,1995.0,10.8,4,21,9,42.9,1.94,0.83,0.19,0.44,21.6,0,0,0,1.3,1.3,0.06,2.7,2.7,"FW,MF",25-29,Forward,Uruguay,South America
2087,Dor Peretz,ISR,Venezia,Serie A,2021,26.0,1995.0,6.5,0,5,0,0.0,0.77,0.0,0.0,,18.3,0,0,0,0.8,0.8,0.17,-0.8,-0.8,MF,25-29,Midfielder,Israel,Asia
2097,Mattia Perin,ITA,Juventus,Serie A,2021,28.0,1992.0,4.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,25-29,Goalkeeper,Italy,Europe
2099,Sonny Perkins,ENG,West Ham,Premier League,2021,17.0,2004.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,MF,Under 20,Midfielder,England,Europe
2100,Diego Perotti,ARG,Salernitana,Serie A,2021,33.0,1988.0,3.2,0,9,2,22.2,2.82,0.63,0.0,0.0,17.7,1,0,1,1.4,0.6,0.07,-1.4,-0.6,"MF,FW",30-34,Midfielder,Argentina,South America
2101,Romain Perraud,FRA,Southampton,Premier League,2021,23.0,1997.0,18.0,0,19,3,15.8,1.05,0.17,0.0,0.0,20.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5,DF,20-24,Defender,France,Europe
2104,Pavao Pervan,AUT,Wolfsburg,Bundesliga,2021,33.0,1987.0,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,30-34,Goalkeeper,Austria,Europe
2105,Matteo Pessina,ITA,Atalanta,Serie A,2021,24.0,1997.0,16.0,1,28,9,32.1,1.75,0.56,0.04,0.11,16.3,0,0,0,2.4,2.4,0.09,-1.4,-1.4,"MF,FW",20-24,Midfielder,Italy,Europe
2106,Andrea Petagna,ITA,Napoli,Serie A,2021,26.0,1995.0,6.5,3,13,6,46.2,2.0,0.92,0.23,0.5,13.7,0,0,0,1.6,1.6,0.13,1.4,1.4,FW,25-29,Forward,Italy,Europe
2107,Nils Petersen,GER,Freiburg,Bundesliga,2021,32.0,1988.0,6.4,5,14,5,35.7,2.17,0.78,0.36,1.0,13.0,0,0,0,2.5,2.5,0.18,2.5,2.5,FW,30-34,Forward,Germany,Europe
2109,Léo Pétrot,FRA,Lorient,Ligue 1,2021,24.0,1997.0,20.2,1,5,3,60.0,0.25,0.15,0.2,0.33,9.8,0,0,0,0.5,0.5,0.11,0.5,0.5,DF,20-24,Defender,France,Europe
2113,Germán Pezzella,ARG,Betis,La Liga,2021,30.0,1991.0,22.1,1,19,6,31.6,0.86,0.27,0.05,0.17,12.5,0,0,0,1.3,1.3,0.07,-0.3,-0.3,DF,30-34,Defender,Argentina,South America
2114,Giuseppe Pezzella,ITA,Atalanta,Serie A,2021,23.0,1997.0,11.9,0,9,1,11.1,0.76,0.08,0.0,0.0,16.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6,"DF,MF",20-24,Defender,Italy,Europe
2115,Immanuel Pherai,SUR,Dortmund,Bundesliga,2021,20.0,2001.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,MF,20-24,Midfielder,Suriname,South America
2116,Maximilian Philipp,GER,Wolfsburg,Bundesliga,2021,27.0,1994.0,10.7,1,15,1,6.7,1.4,0.09,0.07,1.0,22.2,2,0,0,1.2,1.2,0.08,-0.2,-0.2,MF,25-29,Midfielder,Germany,Europe
2117,Romain Philippoteaux,FRA,Brest,Ligue 1,2021,33.0,1988.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,MF,30-34,Midfielder,France,Europe
2118,Kalvin Phillips,ENG,Leeds United,Premier League,2021,25.0,1995.0,17.7,0,15,3,20.0,0.85,0.17,0.0,0.0,24.0,1,0,0,0.7,0.7,0.04,-0.7,-0.7,MF,25-29,Midfielder,England,Europe
2120,Jérôme Phojo,FRA,Clermont Foot,Ligue 1,2021,28.0,1993.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,25-29,Defender,France,Europe
2123,Pablo Piatti,ARG,Elche,La Liga,2021,32.0,1989.0,3.5,0,4,2,50.0,1.15,0.58,0.0,0.0,27.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,"MF,FW",30-34,Midfielder,Argentina,South America
2124,Cristiano Piccini,ITA,Valencia,La Liga,2021,28.0,1992.0,3.6,1,3,1,33.3,0.84,0.28,0.33,1.0,16.1,0,0,0,0.2,0.2,0.05,0.8,0.8,DF,25-29,Defender,Italy,Europe
2125,Roberto Piccoli,ITA,Genoa,Serie A,2021,20.0,2001.0,2.4,0,2,0,0.0,0.83,0.0,0.0,,6.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2,FW,20-24,Forward,Italy,Europe
2126,Roberto Piccoli,ITA,Atalanta,Serie A,2021,20.0,2001.0,2.2,1,5,3,60.0,2.3,1.38,0.2,0.33,12.3,0,0,0,0.8,0.8,0.17,0.2,0.2,FW,20-24,Forward,Italy,Europe
2127,Jordan Pickford,ENG,Everton,Premier League,2021,27.0,1994.0,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,25-29,Goalkeeper,England,Europe
2128,Jérémy Pied,FRA,Lille,Ligue 1,2021,32.0,1989.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,"DF,FW",30-34,Defender,France,Europe
2129,Amos Pieper,GER,Arminia,Bundesliga,2021,23.0,1998.0,26.4,0,14,2,14.3,0.53,0.08,0.0,0.0,16.0,0,0,0,0.8,0.8,0.06,-0.8,-0.8,DF,20-24,Defender,Germany,Europe
2130,Ronaël Pierre-Gabriel,FRA,Brest,Ligue 1,2021,23.0,1998.0,28.3,0,5,2,40.0,0.18,0.07,0.0,0.0,17.7,0,0,0,0.6,0.6,0.11,-0.6,-0.6,DF,20-24,Defender,France,Europe
2131,Erik Pieters,NED,Burnley,Premier League,2021,32.0,1988.0,8.1,0,7,0,0.0,0.86,0.0,0.0,,24.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2,DF,30-34,Defender,Netherlands,Europe
2133,Andrea Pinamonti,ITA,Empoli,Serie A,2021,22.0,1999.0,31.9,13,86,23,26.7,2.7,0.72,0.1,0.39,15.7,1,4,4,12.7,9.5,0.11,0.3,-0.5,FW,20-24,Forward,Italy,Europe
2135,Ethan Pinnock,JAM,Brentford,Premier League,2021,28.0,1993.0,29.9,1,16,8,50.0,0.53,0.27,0.06,0.13,10.0,0,0,0,1.2,1.2,0.07,-0.2,-0.2,DF,25-29,Defender,Jamaica,North America
2137,Carlo Pinsoglio,ITA,Juventus,Serie A,2021,31.0,1990.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,30-34,Goalkeeper,Italy,Europe
2140,Marko Pjaca,CRO,Torino,Serie A,2021,26.0,1995.0,12.8,3,21,11,52.4,1.64,0.86,0.14,0.27,17.1,0,0,0,2.0,2.0,0.09,1.0,1.0,MF,25-29,Midfielder,Croatia,Europe
2141,Marvin Plattenhardt,GER,Hertha BSC,Bundesliga,2021,29.0,1992.0,18.2,0,7,1,14.3,0.38,0.05,0.0,0.0,26.7,6,0,0,0.5,0.5,0.07,-0.5,-0.5,DF,25-29,Defender,Germany,Europe
2142,Alassane Pléa,FRA,Gladbach,Bundesliga,2021,28.0,1993.0,23.0,10,59,23,39.0,2.57,1.0,0.12,0.3,17.7,0,3,3,8.0,5.7,0.1,1.0,0.3,"MF,FW",25-29,Midfielder,France,Europe
2143,Tommaso Pobega,ITA,Torino,Serie A,2021,22.0,1999.0,24.9,4,48,8,16.7,1.93,0.32,0.08,0.5,19.5,0,0,0,3.2,3.2,0.07,0.8,0.8,MF,20-24,Midfielder,Italy,Europe
