rk,player,nation,squad,comp,season,age,born,ninety_mins_played,passes_completed,passes_attempted,pass_completion_pct,total_pass_distance,progressive_pass_distance,short_passes_completed,short_passes_attempted,short_pass_completion_pct,medium_passes_completed,medium_passes_attempted,medium_pass_completion_pct,long_passes_completed,long_passes_attempted,long_pass_completion_pct,assists,xag,xa,assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,position,age_range,general_position,country,continent
163,Milan Badelj,CRO,Genoa,Serie A,2020,31.0,1989.0,26.8,1295,1597,81.1,23532,7988,597,674,88.6,492,585,84.1,182,261,69.7,4,2.7,1.6,1.3,29,149,25,2,170,MF,30-34,Midfielder,Croatia,Europe
165,Benoît Badiashile,FRA,Monaco,Ligue 1,2020,19.0,2001.0,31.9,2124,2450,86.7,43718,16007,566,632,89.6,1268,1366,92.8,274,412,66.5,1,1.2,1.4,-0.2,6,168,4,0,170,DF,Under 20,Defender,France,Europe
169,Leon Bailey,JAM,Leverkusen,Bundesliga,2020,22.0,1997.0,23.8,668,962,69.4,10811,2275,385,439,87.7,156,241,64.7,89,174,51.1,8,6.0,6.6,2.0,48,26,37,16,63,"FW,MF",20-24,Forward,Jamaica,North America
170,Eric Bailly,CIV,Manchester Utd,Premier League,2020,26.0,1994.0,10.2,497,564,88.1,9002,3349,185,200,92.5,268,299,89.6,37,49,75.5,0,0.0,0.1,0.0,0,26,0,0,37,DF,25-29,Defender,Ivory Coast,Africa
171,Stefan Bajic,FRA,Saint-Étienne,Ligue 1,2020,18.0,2001.0,1.0,23,37,62.2,650,391,4,4,100.0,12,12,100.0,7,21,33.3,0,0.0,0.0,0.0,0,0,0,0,0,GK,Under 20,Goalkeeper,France,Europe
173,Mitchel Bakker,NED,Paris S-G,Ligue 1,2020,20.0,2000.0,18.8,1177,1334,88.2,15565,4196,750,792,94.7,340,394,86.3,31,64,48.4,2,1.9,2.4,0.1,16,75,21,9,77,DF,20-24,Defender,Netherlands,Europe
174,Ridle Baku,GER,Wolfsburg,Bundesliga,2020,22.0,1998.0,29.8,1095,1484,73.8,17435,5110,575,668,86.1,432,575,75.1,67,136,49.3,7,4.1,5.0,2.9,44,62,49,17,104,"FW,DF",20-24,Forward,Germany,Europe
175,Ridle Baku,GER,Mainz 05,Bundesliga,2020,22.0,1998.0,2.0,63,91,69.2,1038,521,37,43,86.0,17,27,63.0,8,17,47.1,0,0.0,0.1,0.0,0,7,3,1,11,DF,20-24,Defender,Germany,Europe
176,Dilane Bakwa,FRA,Bordeaux,Ligue 1,2020,17.0,2002.0,0.6,34,40,85.0,532,88,17,18,94.4,13,14,92.9,3,4,75.0,0,0.0,0.0,0.0,1,5,0,0,6,"FW,MF",Under 20,Forward,France,Europe
178,Keita Baldé,SEN,Sampdoria,Serie A,2020,25.0,1995.0,13.3,230,315,73.0,3100,526,135,169,79.9,74,96,77.1,7,18,38.9,1,2.4,1.3,-1.4,21,14,6,0,26,FW,25-29,Forward,Senegal,Africa
179,George Baldock,GRE,Sheffield Utd,Premier League,2020,27.0,1993.0,31.0,888,1153,77.0,11908,3743,582,647,90.0,229,305,75.1,36,98,36.7,2,2.9,1.8,-0.9,18,47,23,7,75,DF,25-29,Defender,Greece,Europe
180,Gareth Bale,WAL,Tottenham,Premier League,2020,31.0,1989.0,10.2,285,416,68.5,5015,1496,142,173,82.1,87,126,69.0,41,72,56.9,2,1.8,1.2,0.2,21,24,17,3,43,FW,30-34,Forward,Wales,Europe
182,Leonardo Balerdi,ARG,Marseille,Ligue 1,2020,21.0,1999.0,18.2,921,1064,86.6,17058,5887,343,378,90.7,477,525,90.9,87,129,67.4,0,0.0,0.1,0.0,1,41,0,0,48,DF,20-24,Defender,Argentina,South America
183,Fodé Ballo-Touré,SEN,Monaco,Ligue 1,2020,23.0,1997.0,7.4,349,432,80.8,5366,1549,198,222,89.2,117,140,83.6,24,42,57.1,3,0.7,0.7,2.3,8,25,11,7,24,DF,20-24,Defender,Senegal,Africa
184,Botond Balogh,HUN,Parma,Serie A,2020,18.0,2002.0,1.8,59,79,74.7,1277,419,12,16,75.0,35,42,83.3,11,18,61.1,0,0.0,0.0,0.0,0,0,0,0,2,DF,Under 20,Defender,Hungary,Europe
185,Abdoulaye Bamba,CIV,Angers,Ligue 1,2020,30.0,1990.0,15.0,650,875,74.3,10169,4909,358,398,89.9,223,298,74.8,46,118,39.0,0,1.4,1.4,-1.4,8,47,11,5,53,DF,30-34,Defender,Ivory Coast,Africa
186,Jonathan Bamba,CIV,Lille,Ligue 1,2020,24.0,1996.0,33.2,1305,1680,77.7,19157,4900,751,841,89.3,374,472,79.2,104,210,49.5,9,5.1,5.4,3.9,64,94,43,9,128,MF,20-24,Midfielder,Ivory Coast,Africa
188,Patrick Bamford,ENG,Leeds United,Premier League,2020,26.0,1993.0,33.9,394,516,76.4,4378,832,238,290,82.1,85,111,76.6,6,10,60.0,7,3.5,1.7,3.5,30,18,11,1,31,FW,25-29,Forward,England,Europe
189,Mattia Bani,ITA,Genoa,Serie A,2020,26.0,1993.0,10.2,443,529,83.7,8734,3270,142,163,87.1,236,258,91.5,58,88,65.9,0,0.2,0.2,-0.2,2,14,2,1,15,DF,25-29,Defender,Italy,Europe
190,Mattia Bani,ITA,Parma,Serie A,2020,26.0,1993.0,12.7,633,712,88.9,13012,4280,167,187,89.3,382,398,96.0,79,115,68.7,0,0.4,0.3,-0.4,2,23,2,1,32,DF,25-29,Defender,Italy,Europe
193,Federico Barba,ITA,Benevento,Serie A,2020,26.0,1993.0,29.5,1095,1396,78.4,19174,7531,465,527,88.2,496,606,81.8,101,198,51.0,2,1.4,1.3,0.6,13,56,14,4,80,DF,25-29,Defender,Italy,Europe
194,Danilo Barbosa,BRA,Nice,Ligue 1,2020,24.0,1996.0,2.8,178,203,87.7,3422,1147,48,56,85.7,119,123,96.7,10,20,50.0,0,0.0,0.0,0.0,0,6,0,0,11,DF,20-24,Defender,Brazil,South America
196,Melvin Bard,FRA,Lyon,Ligue 1,2020,19.0,2000.0,4.8,309,385,80.3,4557,1389,179,202,88.6,121,143,84.6,6,27,22.2,0,0.4,0.4,-0.4,4,23,6,3,30,DF,Under 20,Defender,France,Europe
198,Phil Bardsley,SCO,Burnley,Premier League,2020,35.0,1985.0,3.0,104,162,64.2,1713,640,50,56,89.3,41,63,65.1,11,30,36.7,0,0.0,0.1,0.0,0,6,4,2,10,DF,35-39,Defender,Scotland,Europe
199,Nicolò Barella,ITA,Inter,Serie A,2020,23.0,1997.0,32.2,1591,1931,82.4,25100,8423,850,935,90.9,564,662,85.2,123,201,61.2,7,5.7,4.8,1.3,47,182,66,10,261,MF,20-24,Midfielder,Italy,Europe
200,Philipp Bargfrede,GER,Werder Bremen,Bundesliga,2020,31.0,1989.0,0.3,15,16,93.8,239,90,9,9,100.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,2,MF,30-34,Midfielder,Germany,Europe
202,Ross Barkley,ENG,Aston Villa,Premier League,2020,26.0,1993.0,17.0,640,795,80.5,10363,2800,330,383,86.2,214,255,83.9,65,97,67.0,1,4.2,2.4,-3.2,39,46,25,0,88,MF,25-29,Midfielder,England,Europe
203,Ross Barkley,ENG,Chelsea,Premier League,2020,26.0,1993.0,0.5,23,27,85.2,437,98,11,14,78.6,7,8,87.5,5,5,100.0,0,0.1,0.0,-0.1,1,1,1,0,2,"FW,MF",25-29,Forward,England,Europe
204,Aymen Barkok,MAR,Eint Frankfurt,Bundesliga,2020,22.0,1998.0,10.9,362,495,73.1,5510,1769,201,245,82.0,118,159,74.2,26,51,51.0,3,3.2,2.6,-0.2,26,30,19,5,46,"MF,DF",20-24,Midfielder,Morocco,Africa
205,Ashley Barnes,ENG,Burnley,Premier League,2020,30.0,1989.0,14.8,189,315,60.0,2362,506,124,170,72.9,38,63,60.3,8,22,36.4,0,0.8,0.8,-0.8,18,15,6,1,20,FW,30-34,Forward,England,Europe
206,Harvey Barnes,ENG,Leicester City,Premier League,2020,22.0,1997.0,21.6,459,637,72.1,6331,1534,272,343,79.3,135,171,78.9,20,37,54.1,4,1.6,2.4,2.4,26,38,17,1,56,"FW,MF",20-24,Forward,England,Europe
209,Antonio Barreca,ITA,Fiorentina,Serie A,2020,25.0,1995.0,0.9,32,51,62.7,480,157,17,19,89.5,12,20,60.0,2,5,40.0,0,0.0,0.0,0.0,1,4,1,1,6,DF,25-29,Defender,Italy,Europe
213,Musa Barrow,GAM,Bologna,Serie A,2020,21.0,1998.0,32.5,818,1165,70.2,13878,3584,433,530,81.7,247,331,74.6,103,213,48.4,8,6.0,4.1,2.0,60,83,31,12,103,"FW,MF",20-24,Forward,Gambia,Africa
214,Kyle Bartley,ENG,West Brom,Premier League,2020,29.0,1991.0,28.7,647,842,76.8,12274,4688,223,266,83.8,345,412,83.7,64,131,48.9,1,1.4,0.9,-0.4,7,47,4,0,44,DF,25-29,Defender,England,Europe
215,Paolo Bartolomei,ITA,Spezia,Serie A,2020,30.0,1989.0,3.6,91,124,73.4,1413,332,47,53,88.7,36,44,81.8,5,19,26.3,1,0.3,0.6,0.7,5,9,2,1,10,MF,30-34,Midfielder,Italy,Europe
217,Daniele Baselli,ITA,Torino,Serie A,2020,28.0,1992.0,4.4,163,217,75.1,2989,1031,78,94,83.0,51,68,75.0,29,39,74.4,0,0.7,0.5,-0.7,9,21,3,0,25,MF,25-29,Midfielder,Italy,Europe
218,Chris Basham,ENG,Sheffield Utd,Premier League,2020,32.0,1988.0,28.6,939,1153,81.4,14844,4412,493,557,88.5,364,426,85.4,62,116,53.4,1,0.9,0.9,0.1,11,50,14,6,82,"DF,MF",30-34,Defender,England,Europe
219,Toma Bašić,CRO,Bordeaux,Ligue 1,2020,23.0,1996.0,28.9,1048,1289,81.3,18608,4548,450,506,88.9,452,521,86.8,111,193,57.5,1,2.5,2.2,-1.5,26,78,18,3,111,MF,20-24,Midfielder,Croatia,Europe
221,Alessandro Bastoni,ITA,Inter,Serie A,2020,21.0,1999.0,32.5,2065,2306,89.5,37276,10450,910,952,95.6,899,961,93.5,226,315,71.7,3,1.5,1.4,1.5,12,150,16,4,146,DF,20-24,Defender,Italy,Europe
222,Simone Bastoni,ITA,Spezia,Serie A,2020,23.0,1996.0,16.9,794,1068,74.3,13759,4837,395,446,88.6,293,379,77.3,89,168,53.0,7,3.1,2.5,3.9,29,69,27,10,85,DF,20-24,Defender,Italy,Europe
224,Michy Batshuayi,BEL,Crystal Palace,Premier League,2020,26.0,1993.0,8.1,122,174,70.1,1523,293,81,99,81.8,30,37,81.1,3,5,60.0,1,1.6,1.0,-0.6,9,8,5,0,13,FW,25-29,Forward,Belgium,Europe
225,Rodrigo Battaglia,ARG,Alavés,La Liga,2020,29.0,1991.0,27.7,870,1039,83.7,14718,3574,396,450,88.0,362,406,89.2,77,117,65.8,0,0.2,0.4,-0.2,3,59,4,0,73,MF,25-29,Midfielder,Argentina,South America
227,Oliver Baumann,GER,Hoffenheim,Bundesliga,2020,30.0,1990.0,31.0,1049,1349,77.8,24414,16656,298,298,100.0,486,495,98.2,246,535,46.0,0,0.0,0.1,0.0,0,15,0,0,2,GK,30-34,Goalkeeper,Germany,Europe
228,Julian Baumgartlinger,AUT,Leverkusen,Bundesliga,2020,32.0,1988.0,11.9,557,651,85.6,9471,2357,247,280,88.2,215,241,89.2,63,79,79.7,0,0.2,0.6,-0.2,5,42,5,1,51,MF,30-34,Midfielder,Austria,Europe
229,Christoph Baumgartner,AUT,Hoffenheim,Bundesliga,2020,20.0,1999.0,26.3,699,951,73.5,10511,2835,395,492,80.3,220,281,78.3,51,89,57.3,3,3.5,2.7,-0.5,34,65,29,3,110,"MF,FW",20-24,Midfielder,Austria,Europe
231,Paul Baysse,FRA,Bordeaux,Ligue 1,2020,32.0,1988.0,29.0,1502,1715,87.6,29524,10632,504,546,92.3,813,877,92.7,171,255,67.1,2,0.6,0.4,1.4,8,76,4,1,88,DF,30-34,Defender,France,Europe
232,Noah Joel Sarenren Bazee,NGA,Augsburg,Bundesliga,2020,23.0,1996.0,0.4,5,12,41.7,70,21,3,5,60.0,2,3,66.7,0,2,0.0,1,0.7,0.5,0.3,1,0,0,0,0,"FW,MF",20-24,Forward,Nigeria,Africa
235,Sheraldo Becker,SUR,Union Berlin,Bundesliga,2020,25.0,1995.0,12.3,202,326,62.0,3200,869,112,146,76.7,66,115,57.4,15,35,42.9,3,3.1,2.5,-0.1,18,8,19,11,22,"FW,MF",25-29,Forward,Suriname,South America
236,Timo Becker,GER,Schalke 04,Bundesliga,2020,23.0,1997.0,18.2,593,788,75.3,10248,3492,261,312,83.7,269,327,82.3,51,97,52.6,0,0.4,0.3,-0.4,3,28,8,4,44,DF,20-24,Defender,Germany,Europe
238,Donny van de Beek,NED,Manchester Utd,Premier League,2020,23.0,1997.0,5.8,237,275,86.2,3308,739,146,163,89.6,74,80,92.5,8,12,66.7,1,0.9,0.8,0.1,3,12,1,0,16,"MF,FW",20-24,Midfielder,Netherlands,Europe
239,Valon Behrami,SUI,Genoa,Serie A,2020,35.0,1985.0,9.9,162,218,74.3,2214,875,90,114,78.9,51,66,77.3,8,14,57.1,0,0.1,0.1,-0.1,2,16,2,1,23,MF,35-39,Midfielder,Switzerland,Europe
240,Brian Behrendt,GER,Arminia,Bundesliga,2020,28.0,1991.0,0.9,38,58,65.5,794,301,13,17,76.5,19,28,67.9,6,10,60.0,0,0.0,0.0,0.0,0,4,0,0,2,DF,25-29,Defender,Germany,Europe
241,Maximilian Beier,GER,Hoffenheim,Bundesliga,2020,17.0,2002.0,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,"FW,DF",Under 20,Forward,Germany,Europe
242,Ishak Belfodil,ALG,Hoffenheim,Bundesliga,2020,28.0,1992.0,6.6,104,149,69.8,1249,266,62,75,82.7,26,42,61.9,3,5,60.0,1,0.9,1.4,0.1,7,6,3,0,8,"FW,MF",25-29,Forward,Algeria,Africa
244,Haris Belkebla,ALG,Brest,Ligue 1,2020,26.0,1994.0,30.3,1237,1421,87.1,22256,6504,519,568,91.4,570,631,90.3,126,163,77.3,0,0.9,1.1,-0.9,11,114,9,0,127,MF,25-29,Midfielder,Algeria,Africa
245,Stefan Bell,GER,Mainz 05,Bundesliga,2020,28.0,1991.0,14.1,438,594,73.7,7986,3489,167,207,80.7,225,273,82.4,42,98,42.9,1,0.8,0.7,0.2,3,17,3,0,25,DF,25-29,Defender,Germany,Europe
246,Karim Bellarabi,GER,Leverkusen,Bundesliga,2020,30.0,1990.0,8.9,291,410,71.0,4146,1134,171,203,84.2,87,125,69.6,19,40,47.5,0,2.6,2.4,-2.6,16,17,14,8,25,"FW,MF",30-34,Forward,Germany,Europe
247,Jean-Ricner Bellegarde,FRA,Strasbourg,Ligue 1,2020,22.0,1998.0,23.2,618,806,76.7,11359,2057,267,318,84.0,263,315,83.5,72,110,65.5,1,2.5,3.1,-1.5,19,41,16,7,68,"MF,FW",20-24,Midfielder,France,Europe
249,Jude Bellingham,ENG,Dortmund,Bundesliga,2020,17.0,2003.0,18.9,866,1049,82.6,14258,3234,413,478,86.4,338,380,88.9,74,101,73.3,3,3.2,3.4,-0.2,14,74,22,1,93,MF,Under 20,Midfielder,England,Europe
252,Sami Ben Amar,MAR,Nîmes,Ligue 1,2020,22.0,1998.0,0.1,2,4,50.0,28,24,1,1,100.0,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,2,MF,20-24,Midfielder,Morocco,Africa
253,Hatem Ben Arfa,FRA,Bordeaux,Ligue 1,2020,33.0,1987.0,18.9,719,894,80.4,11319,2908,390,438,89.0,222,265,83.8,63,120,52.5,4,3.8,4.0,0.2,31,60,21,4,87,"MF,FW",30-34,Midfielder,France,Europe
255,Wissam Ben Yedder,FRA,Monaco,Ligue 1,2020,29.0,1990.0,29.0,651,893,72.9,9062,1824,377,491,76.8,190,243,78.2,35,53,66.0,7,6.7,5.2,0.3,41,57,38,3,109,FW,25-29,Forward,France,Europe
256,Ahmad Benali,LBY,Crotone,Serie A,2020,28.0,1992.0,13.5,662,788,84.0,10717,3005,323,363,89.0,267,300,89.0,48,74,64.9,1,1.2,1.3,-0.2,14,55,10,1,67,MF,25-29,Midfielder,Libya,Africa
257,Samy Benchamma,FRA,Montpellier,Ligue 1,2020,20.0,2000.0,0.5,20,23,87.0,343,63,10,11,90.9,7,8,87.5,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,1,"DF,MF",20-24,Defender,France,Europe
258,Lars Bender,GER,Leverkusen,Bundesliga,2020,31.0,1989.0,10.4,600,725,82.8,10319,3425,281,316,88.9,239,280,85.4,65,83,78.3,2,0.6,1.0,1.4,7,44,12,4,55,DF,30-34,Defender,Germany,Europe
259,Sven Bender,GER,Leverkusen,Bundesliga,2020,31.0,1989.0,13.0,916,1020,89.8,17906,5459,247,274,90.1,576,616,93.5,81,112,72.3,0,0.2,0.5,-0.2,5,27,2,1,42,DF,30-34,Defender,Germany,Europe
260,Darío Benedetto,ARG,Marseille,Ligue 1,2020,30.0,1990.0,17.5,240,360,66.7,3372,425,137,178,77.0,57,90,63.3,19,38,50.0,3,1.8,1.7,1.2,12,16,7,1,22,FW,30-34,Forward,Argentina,South America
261,László Bénes,SVK,Augsburg,Bundesliga,2020,22.0,1997.0,7.3,166,265,62.6,2556,888,88,113,77.9,50,77,64.9,17,47,36.2,1,0.9,0.7,0.1,10,13,4,1,19,MF,20-24,Midfielder,Slovakia,Europe
262,László Bénes,SVK,Gladbach,Bundesliga,2020,22.0,1997.0,1.7,81,112,72.3,1348,425,45,53,84.9,28,35,80.0,8,19,42.1,1,0.2,0.3,0.8,4,6,0,0,7,MF,20-24,Midfielder,Slovakia,Europe
264,Loris Benito,SUI,Bordeaux,Ligue 1,2020,28.0,1992.0,29.5,1515,1799,84.2,24582,9332,756,812,93.1,631,725,87.0,96,190,50.5,0,1.3,1.0,-1.3,15,102,11,8,120,DF,25-29,Defender,Switzerland,Europe
266,Bilal Benkhedim,FRA,Saint-Étienne,Ligue 1,2020,19.0,2001.0,0.8,32,48,66.7,524,66,19,23,82.6,9,15,60.0,3,8,37.5,0,0.1,0.0,-0.1,1,0,0,0,1,FW,Under 20,Forward,France,Europe
268,Ismaël Bennacer,ALG,Milan,Serie A,2020,22.0,1997.0,14.7,851,984,86.5,14057,4891,436,465,93.8,313,344,91.0,81,121,66.9,2,0.6,0.8,1.4,5,105,13,0,82,MF,20-24,Midfielder,Algeria,Africa
269,Saïd Benrahma,ALG,West Ham,Premier League,2020,24.0,1995.0,15.5,411,536,76.7,5618,1648,251,279,90.0,120,161,74.5,17,46,37.0,6,4.1,3.2,1.9,27,43,20,8,60,"FW,MF",20-24,Forward,Algeria,Africa
270,Yassine Benrahou,FRA,Nîmes,Ligue 1,2020,21.0,1999.0,13.8,442,604,73.2,7035,2018,227,254,89.4,121,168,72.0,55,121,45.5,0,2.7,2.8,-2.7,25,45,15,4,61,MF,20-24,Midfielder,France,Europe
271,Ramy Bensebaini,ALG,Gladbach,Bundesliga,2020,25.0,1995.0,20.1,997,1237,80.6,16182,6299,492,553,89.0,399,480,83.1,73,130,56.2,0,1.2,1.1,-1.2,10,59,12,4,83,DF,25-29,Defender,Algeria,Africa
272,Josh Benson,ENG,Burnley,Premier League,2020,20.0,1999.0,2.9,62,85,72.9,738,273,37,38,97.4,15,24,62.5,2,7,28.6,0,0.0,0.1,0.0,0,7,0,0,6,MF,20-24,Midfielder,England,Europe
273,Nabil Bentaleb,ALG,Schalke 04,Bundesliga,2020,25.0,1994.0,6.1,231,285,81.1,3685,948,118,139,84.9,82,98,83.7,19,28,67.9,0,0.0,0.1,0.0,1,30,2,0,29,MF,25-29,Midfielder,Algeria,Africa
274,Rodrigo Bentancur,URU,Juventus,Serie A,2020,23.0,1997.0,25.8,1643,1851,88.8,28913,8319,753,804,93.7,696,754,92.3,164,221,74.2,4,2.3,1.8,1.7,29,171,14,3,173,MF,20-24,Midfielder,Uruguay,South America
275,Christian Benteke,BEL,Crystal Palace,Premier League,2020,29.0,1990.0,20.2,339,583,58.1,4059,800,229,359,63.8,63,124,50.8,14,19,73.7,1,0.9,1.0,0.1,15,27,11,1,36,FW,25-29,Forward,Belgium,Europe
276,Karim Benzema,FRA,Real Madrid,La Liga,2020,32.0,1987.0,32.2,1029,1235,83.3,13128,2262,633,712,88.9,237,286,82.9,53,70,75.7,9,6.4,6.1,2.6,38,56,34,0,114,FW,30-34,Forward,France,Europe
278,Alessandro Berardi,ITA,Hellas Verona,Serie A,2020,29.0,1991.0,0.3,6,11,54.5,275,255,0,0,,1,1,100.0,5,10,50.0,0,0.0,0.0,0.0,0,0,0,0,0,GK,25-29,Goalkeeper,Italy,Europe
279,Domenico Berardi,ITA,Sassuolo,Serie A,2020,25.0,1994.0,27.5,984,1310,75.1,17062,4398,474,543,87.3,379,472,80.3,105,206,51.0,7,6.2,5.2,0.8,58,72,84,13,164,FW,25-29,Forward,Italy,Europe
280,Gaetano Berardi,SUI,Leeds United,Premier League,2020,31.0,1988.0,1.3,50,63,79.4,785,388,24,27,88.9,23,28,82.1,2,5,40.0,0,0.0,0.0,0.0,0,2,1,0,2,DF,30-34,Defender,Switzerland,Europe
290,Federico Bernardeschi,ITA,Juventus,Serie A,2020,26.0,1994.0,10.8,447,585,76.4,7655,2210,222,251,88.4,152,192,79.2,55,92,59.8,2,2.8,2.2,-0.8,25,31,14,5,39,"MF,DF",25-29,Midfielder,Italy,Europe
291,Bernardo,BRA,Brighton,Premier League,2020,25.0,1995.0,2.3,61,85,71.8,878,251,38,45,84.4,17,22,77.3,2,4,50.0,0,0.1,0.1,-0.1,2,3,3,1,9,"DF,MF",25-29,Defender,Brazil,South America
291,Bernardo,BRA,Brighton,Premier League,2020,25.0,1995.0,2.3,61,85,71.8,878,251,38,45,84.4,17,22,77.3,2,4,50.0,0,0.1,0.1,-0.1,2,3,3,1,9,"DF,MF",25-29,Defender,Brazil,South America
291,Bernardo,BRA,Brighton,Premier League,2020,25.0,1995.0,2.3,61,85,71.8,878,251,38,45,84.4,17,22,77.3,2,4,50.0,0,0.1,0.1,-0.1,2,3,3,1,9,"DF,MF",25-29,Defender,Brazil,South America
291,Bernardo,BRA,Brighton,Premier League,2020,25.0,1995.0,2.3,61,85,71.8,878,251,38,45,84.4,17,22,77.3,2,4,50.0,0,0.1,0.1,-0.1,2,3,3,1,9,"DF,MF",25-29,Defender,Brazil,South America
294,Dimitry Bertaud,COD,Montpellier,Ligue 1,2020,22.0,1998.0,8.3,217,312,69.6,8283,6744,17,17,100.0,70,71,98.6,130,223,58.3,0,0.0,0.0,0.0,0,11,0,0,0,GK,20-24,Goalkeeper,DR Congo,Africa
296,Ryan Bertrand,ENG,Southampton,Premier League,2020,30.0,1989.0,28.9,1186,1569,75.6,17245,6420,675,773,87.3,417,537,77.7,45,141,31.9,1,1.3,2.0,-0.3,14,64,22,6,101,DF,30-34,Defender,England,Europe
297,Daniel Bessa,ITA,Hellas Verona,Serie A,2020,27.0,1993.0,6.8,252,299,84.3,3680,987,141,150,94.0,72,86,83.7,19,31,61.3,2,1.9,1.2,0.1,14,26,10,3,35,MF,25-29,Midfielder,Italy,Europe
299,Jordan Beyer,GER,Gladbach,Bundesliga,2020,20.0,2000.0,2.1,79,99,79.8,1346,478,30,33,90.9,40,46,87.0,5,11,45.5,0,0.0,0.0,0.0,0,3,1,0,5,DF,20-24,Defender,Germany,Europe
304,El Bilal Touré,MLI,Reims,Ligue 1,2020,18.0,2001.0,13.8,205,288,71.2,2622,424,123,157,78.3,63,89,70.8,3,8,37.5,1,0.7,0.4,0.3,10,16,3,0,20,FW,Under 20,Forward,Mali,Africa
305,Cristiano Biraghi,ITA,Fiorentina,Serie A,2020,27.0,1992.0,31.1,1175,1735,67.7,19485,8025,580,656,88.4,414,597,69.3,124,338,36.7,5,6.7,6.0,-1.7,49,78,39,27,117,DF,25-29,Defender,Italy,Europe
307,Yves Bissouma,MLI,Brighton,Premier League,2020,23.0,1996.0,34.6,1476,1697,87.0,25694,5672,637,693,91.9,661,725,91.2,135,189,71.4,0,0.9,1.4,-0.9,16,145,16,1,146,MF,20-24,Midfielder,Mali,Africa
308,Leonardo Bittencourt,GER,Werder Bremen,Bundesliga,2020,26.0,1993.0,16.8,459,656,70.0,7449,1705,236,286,82.5,152,205,74.1,47,91,51.6,1,1.0,1.5,0.0,17,37,15,7,42,"MF,FW",25-29,Midfielder,Germany,Europe
312,Ludovic Blas,FRA,Nantes,Ligue 1,2020,22.0,1997.0,31.0,764,968,78.9,13269,3267,357,412,86.7,305,353,86.4,78,132,59.1,4,3.6,2.2,0.4,29,85,26,5,132,"MF,FW",20-24,Midfielder,France,Europe
314,Jérôme Boateng,GER,Bayern Munich,Bundesliga,2020,31.0,1988.0,26.3,1775,2030,87.4,38629,13549,403,439,91.8,1065,1133,94.0,288,422,68.2,1,0.5,1.8,0.5,5,183,16,2,184,DF,30-34,Defender,Germany,Europe
315,Antonin Bobichon,FRA,Angers,Ligue 1,2020,24.0,1995.0,10.1,441,548,80.5,7153,1993,241,266,90.6,138,164,84.1,47,86,54.7,1,1.4,1.5,-0.4,17,39,5,0,61,"MF,FW",20-24,Midfielder,France,Europe
316,Yann Bodiger,FRA,Cádiz,La Liga,2020,25.0,1995.0,2.8,65,94,69.1,1091,262,29,38,76.3,29,35,82.9,5,12,41.7,0,0.1,0.1,-0.1,2,8,0,0,8,MF,25-29,Midfielder,France,Europe
317,Jean-Paul Boëtius,NED,Mainz 05,Bundesliga,2020,26.0,1994.0,22.9,559,815,68.6,9103,3042,282,379,74.4,192,257,74.7,59,102,57.8,4,6.1,5.4,-2.1,33,70,30,6,109,"MF,FW",25-29,Midfielder,Netherlands,Europe
318,Sacha Boey,FRA,Dijon,Ligue 1,2020,19.0,2000.0,20.7,801,1054,76.0,13195,5417,408,463,88.1,306,400,76.5,67,144,46.5,1,1.5,1.3,-0.5,18,48,17,12,65,DF,Under 20,Defender,France,Europe
319,Sacha Boey,FRA,Rennes,Ligue 1,2020,19.0,2000.0,1.4,75,88,85.2,1226,361,38,44,86.4,26,30,86.7,8,9,88.9,0,0.1,0.2,-0.1,1,1,1,1,5,DF,Under 20,Defender,France,Europe
321,Melayro Bogarde,NED,Hoffenheim,Bundesliga,2020,18.0,2002.0,3.1,143,170,84.1,2511,773,60,68,88.2,66,73,90.4,13,18,72.2,1,0.2,0.2,0.8,5,16,2,1,18,"DF,MF",Under 20,Defender,Netherlands,Europe
322,Jayden Bogle,ENG,Sheffield Utd,Premier League,2020,20.0,2000.0,12.3,296,387,76.5,3834,1410,189,214,88.3,71,96,74.0,8,28,28.6,0,0.2,0.4,-0.2,4,14,9,1,24,"DF,MF",20-24,Defender,England,Europe
323,Quentin Boisgard,FRA,Lorient,Ligue 1,2020,23.0,1997.0,14.6,360,555,64.9,5283,1568,200,231,86.6,112,158,70.9,24,100,24.0,2,1.7,1.8,0.3,22,21,8,2,43,"MF,FW",20-24,Midfielder,France,Europe
324,Willy Boly,CIV,Wolves,Premier League,2020,29.0,1991.0,20.9,855,1037,82.4,14746,5591,339,389,87.1,430,479,89.8,58,125,46.4,1,0.3,0.3,0.7,3,49,1,0,44,DF,25-29,Defender,Ivory Coast,Africa
325,Giacomo Bonaventura,ITA,Fiorentina,Serie A,2020,30.0,1989.0,25.1,761,956,79.6,12065,2575,385,445,86.5,257,301,85.4,72,118,61.0,2,3.0,3.3,-1.0,24,75,25,6,93,MF,30-34,Midfielder,Italy,Europe
