rk,player,nation,squad,comp,season,age,born,ninety_mins_played,yellow_cards,red_cards,second_yellow_cards,fouls,fouls_drawn,offsides,crosses,interceptions,tackles_won,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,position,age_range,general_position,country,continent
1627,Arthur Melo,BRA,Barcelona,La Liga,2019,22.0,1996.0,13.1,1,0,0,11,44,1,14,4,10,0,0,0,72,3,6,33.3,MF,20-24,Midfielder,Brazil,South America
1630,Thiago Mendes,BRA,Lyon,Ligue 1,2019,27.0,1992.0,20.1,4,1,1,21,19,0,9,46,29,0,1,0,135,13,9,59.1,MF,25-29,Midfielder,Brazil,South America
1634,Alexandre Mendy,GNB,Brest,Ligue 1,2019,25.0,1994.0,10.0,3,0,0,22,10,3,3,0,1,0,0,0,24,37,39,48.7,FW,25-29,Forward,Guinea-Bissau,Africa
1635,Benjamin Mendy,FRA,Manchester City,Premier League,2019,25.0,1994.0,16.6,3,0,0,12,1,1,86,16,15,0,0,0,83,15,19,44.1,DF,25-29,Defender,France,Europe
1636,Edouard Mendy,SEN,Rennes,Ligue 1,2019,27.0,1992.0,24.0,1,0,0,1,5,0,0,0,0,0,0,0,45,13,0,100.0,GK,25-29,Goalkeeper,Senegal,Africa
1637,Ferland Mendy,FRA,Real Madrid,La Liga,2019,24.0,1995.0,20.1,8,1,1,25,29,1,66,22,26,1,0,0,97,26,19,57.8,DF,20-24,Defender,France,Europe
1638,Nampalys Mendy,SEN,Leicester City,Premier League,2019,27.0,1992.0,3.2,0,0,0,4,8,0,2,6,5,0,0,0,32,5,2,71.4,MF,25-29,Midfielder,Senegal,Africa
1640,Chris Mepham,WAL,Bournemouth,Premier League,2019,21.0,1997.0,10.1,1,0,0,11,5,1,3,17,9,0,0,0,54,33,23,58.9,DF,20-24,Defender,Wales,Europe
1643,Alex Meret,ITA,Napoli,Serie A,2019,22.0,1997.0,21.7,0,0,0,0,3,0,0,1,0,0,0,0,34,1,2,33.3,GK,20-24,Goalkeeper,Italy,Europe
1650,Lionel Messi,ARG,Barcelona,La Liga,2019,32.0,1987.0,32.0,4,0,0,20,70,13,114,7,10,1,0,0,56,10,3,76.9,FW,30-34,Forward,Argentina,South America
1651,Thomas Meunier,BEL,Paris S-G,Ligue 1,2019,27.0,1991.0,13.8,3,0,0,20,2,0,55,18,21,0,0,0,78,17,10,63.0,DF,25-29,Defender,Belgium,Europe
1654,Kingsley Michael,NGA,Bologna,Serie A,2019,19.0,1999.0,0.8,0,0,0,4,0,0,1,1,1,0,0,0,4,5,2,71.4,MF,Under 20,Midfielder,Nigeria,Africa
1656,Sven Michel,GER,Paderborn 07,Bundesliga,2019,29.0,1990.0,15.3,7,0,0,30,15,14,20,7,12,0,0,0,35,31,52,37.3,FW,25-29,Forward,Germany,Europe
1663,Éder Militão,BRA,Real Madrid,La Liga,2019,21.0,1998.0,11.4,3,0,0,18,15,2,2,20,15,0,0,0,51,36,10,78.3,DF,20-24,Defender,Brazil,South America
1665,Vincenzo Millico,ITA,Torino,Serie A,2019,18.0,2000.0,2.4,0,0,0,5,3,0,24,0,0,0,0,0,4,0,0,,"MF,FW",Under 20,Midfielder,Italy,Europe
1666,James Milner,ENG,Liverpool,Premier League,2019,33.0,1986.0,10.4,4,0,0,11,12,1,20,7,10,0,0,0,63,13,13,50.0,"MF,DF",30-34,Midfielder,England,Europe
1668,Yerry Mina,COL,Everton,Premier League,2019,24.0,1994.0,25.4,3,0,0,20,12,2,4,28,22,0,0,1,131,113,69,62.1,DF,20-24,Defender,Colombia,South America
1669,Takumi Minamino,JPN,Liverpool,Premier League,2019,24.0,1995.0,2.8,0,0,0,7,3,0,2,0,3,0,0,0,12,2,5,28.6,"FW,MF",20-24,Forward,Japan,Asia
1670,Tyrone Mings,ENG,Aston Villa,Premier League,2019,26.0,1993.0,32.2,7,0,0,20,11,2,7,30,11,0,1,0,201,67,44,60.4,DF,25-29,Defender,England,Europe
1673,Antonio Mirante,ITA,Roma,Serie A,2019,36.0,1983.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,100.0,GK,35-39,Goalkeeper,Italy,Europe
1674,Simone Missiroli,ITA,SPAL,Serie A,2019,33.0,1986.0,31.1,7,0,0,26,26,0,10,54,27,2,0,0,184,55,34,61.8,MF,30-34,Midfielder,Italy,Europe
1677,Maximilian Mittelstädt,GER,Hertha BSC,Bundesliga,2019,22.0,1997.0,21.0,4,0,0,24,22,0,105,53,38,0,0,0,153,42,19,68.9,"DF,FW",20-24,Defender,Germany,Europe
1678,Henrikh Mkhitaryan,ARM,Arsenal,Premier League,2019,30.0,1989.0,1.2,1,0,0,2,2,1,4,0,0,0,0,0,4,2,1,66.7,FW,30-34,Forward,Armenia,Asia
1679,Henrikh Mkhitaryan,ARM,Roma,Serie A,2019,30.0,1989.0,17.0,5,0,0,17,27,1,15,11,22,0,0,0,77,10,13,43.5,"MF,FW",30-34,Midfielder,Armenia,Asia
1680,Anthony Modeste,FRA,Köln,Bundesliga,2019,31.0,1988.0,12.6,1,0,0,25,17,8,6,0,5,0,0,0,24,68,51,57.1,FW,30-34,Forward,France,Europe
1683,Niklas Moisander,FIN,Werder Bremen,Bundesliga,2019,33.0,1985.0,22.0,5,1,1,31,14,0,3,49,15,0,0,0,164,31,25,55.4,DF,30-34,Defender,Finland,Europe
1685,Florent Mollet,FRA,Montpellier,Ligue 1,2019,27.0,1991.0,18.7,5,0,0,23,25,2,127,9,11,0,1,0,91,12,21,36.4,"MF,FW",25-29,Midfielder,France,Europe
1687,Gabriele Moncini,ITA,SPAL,Serie A,2019,23.0,1996.0,1.7,0,0,0,1,3,0,0,1,0,0,0,0,4,3,4,42.9,"FW,MF",20-24,Forward,Italy,Europe
1688,Thomas Monconduit,FRA,Amiens,Ligue 1,2019,28.0,1991.0,15.2,8,0,0,32,21,2,27,10,12,0,0,0,78,23,19,54.8,MF,25-29,Midfielder,France,Europe
1695,Simon Moore,ENG,Sheffield Utd,Premier League,2019,29.0,1990.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GK,25-29,Goalkeeper,England,Europe
1697,Wesley Moraes,BRA,Aston Villa,Premier League,2019,22.0,1996.0,19.8,3,0,0,43,14,14,7,4,8,0,0,0,26,69,88,43.9,FW,20-24,Forward,Brazil,South America
1698,Alfredo Morales,USA,Düsseldorf,Bundesliga,2019,29.0,1990.0,19.2,6,0,0,28,29,2,12,18,15,1,0,0,122,90,70,56.3,MF,25-29,Midfielder,United States,North America
1701,Steven Moreira,CPV,Toulouse,Ligue 1,2019,24.0,1994.0,15.4,3,2,0,28,9,1,33,16,25,0,0,0,95,9,16,36.0,DF,20-24,Defender,Cape Verde,Africa
1702,Jérémy Morel,MAD,Rennes,Ligue 1,2019,35.0,1984.0,20.1,2,0,0,10,18,0,12,17,9,0,2,0,105,36,38,48.6,DF,35-39,Defender,Madagascar,Africa
1707,Wes Morgan,JAM,Leicester City,Premier League,2019,35.0,1984.0,4.8,0,0,0,4,1,0,0,7,1,0,0,0,16,19,15,55.9,DF,35-39,Defender,Jamaica,North America
1711,Leonardo Morosini,ITA,Brescia,Serie A,2019,23.0,1995.0,0.3,0,0,0,2,0,0,1,1,1,0,0,0,0,1,0,100.0,"FW,DF",20-24,Forward,Italy,Europe
1714,Lebo Mothiba,RSA,Strasbourg,Ligue 1,2019,23.0,1996.0,11.6,0,0,0,24,7,6,11,3,3,0,0,0,19,29,36,44.6,FW,20-24,Forward,South Africa,Africa
1716,Jessy Moulin,FRA,Saint-Étienne,Ligue 1,2019,33.0,1986.0,5.0,0,0,0,0,2,0,0,1,0,0,0,0,4,2,0,100.0,GK,30-34,Goalkeeper,France,Europe
1717,Mason Mount,ENG,Chelsea,Premier League,2019,20.0,1999.0,31.9,3,0,0,37,38,4,136,16,17,1,0,0,141,10,46,17.9,"MF,FW",20-24,Midfielder,England,Europe
1718,Lucas Moura,BRA,Tottenham,Premier League,2019,26.0,1992.0,24.9,3,0,0,30,63,5,21,15,33,0,0,0,110,58,80,42.0,"FW,MF",25-29,Forward,Brazil,South America
1719,Lys Mousset,FRA,Sheffield Utd,Premier League,2019,23.0,1996.0,13.8,1,0,0,24,14,16,4,4,5,0,0,0,47,22,70,23.9,FW,20-24,Forward,France,Europe
1720,Wesley Moustache,FRA,Nantes,Ligue 1,2019,20.0,1999.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,33.3,DF,20-24,Defender,France,Europe
1721,João Moutinho,POR,Wolves,Premier League,2019,32.0,1986.0,34.5,7,0,0,40,25,3,221,50,50,0,0,0,248,19,26,42.2,MF,30-34,Midfielder,Portugal,Europe
1721,João Moutinho,POR,Wolves,Premier League,2019,32.0,1986.0,34.5,7,0,0,40,25,3,221,50,50,0,0,0,248,19,26,42.2,MF,30-34,Midfielder,Portugal,Europe
1721,João Moutinho,POR,Wolves,Premier League,2019,32.0,1986.0,34.5,7,0,0,40,25,3,221,50,50,0,0,0,248,19,26,42.2,MF,30-34,Midfielder,Portugal,Europe
1721,João Moutinho,POR,Wolves,Premier League,2019,32.0,1986.0,34.5,7,0,0,40,25,3,221,50,50,0,0,0,248,19,26,42.2,MF,30-34,Midfielder,Portugal,Europe
1725,Nordi Mukiele,FRA,RB Leipzig,Bundesliga,2019,21.0,1997.0,19.8,1,0,0,15,27,2,32,47,39,0,0,0,127,50,14,78.1,"DF,FW",20-24,Defender,France,Europe
1727,Florian Müller,GER,Mainz 05,Bundesliga,2019,21.0,1997.0,12.5,0,0,0,0,0,0,0,2,0,0,0,0,27,4,2,66.7,GK,20-24,Goalkeeper,Germany,Europe
1728,Thomas Müller,GER,Bayern Munich,Bundesliga,2019,29.0,1989.0,25.1,5,0,0,17,25,11,108,12,27,0,0,0,110,33,51,39.3,"MF,FW",25-29,Midfielder,Germany,Europe
1729,Marshall Munetsi,ZIM,Reims,Ligue 1,2019,23.0,1996.0,9.3,3,0,0,18,14,0,6,12,19,0,1,0,67,32,22,59.3,MF,20-24,Midfielder,Zimbabwe,Africa
1733,Simone Muratore,ITA,Juventus,Serie A,2019,21.0,1998.0,1.8,0,0,0,3,2,0,1,3,0,0,0,0,12,0,2,0.0,MF,20-24,Midfielder,Italy,Europe
1734,Alessandro Murgia,ITA,SPAL,Serie A,2019,22.0,1996.0,19.4,3,0,0,24,22,2,82,18,17,0,0,0,117,17,16,51.5,MF,20-24,Midfielder,Italy,Europe
1735,Luis Muriel,COL,Atalanta,Serie A,2019,28.0,1991.0,14.0,1,0,0,28,27,3,40,4,9,1,1,0,50,29,39,42.6,FW,25-29,Forward,Colombia,South America
1736,Jeison Murillo,COL,Sampdoria,Serie A,2019,27.0,1992.0,7.4,3,1,1,10,8,2,6,10,6,0,0,0,27,13,11,54.2,DF,25-29,Defender,Colombia,South America
1737,Jeison Murillo,COL,Celta Vigo,La Liga,2019,27.0,1992.0,17.0,5,0,0,20,19,3,2,20,20,0,0,0,84,57,36,61.3,DF,25-29,Defender,Colombia,South America
1738,Glenn Murray,ENG,Brighton,Premier League,2019,35.0,1983.0,8.9,0,0,0,15,15,10,4,1,2,0,0,0,17,37,42,46.8,FW,35-39,Forward,England,Europe
1739,Nicola Murru,ITA,Sampdoria,Serie A,2019,24.0,1994.0,25.1,6,1,1,25,17,0,93,27,22,0,3,1,116,32,27,54.2,DF,20-24,Defender,Italy,Europe
1740,Mateo Musacchio,ARG,Milan,Serie A,2019,28.0,1990.0,16.3,4,1,0,19,10,0,1,22,8,0,0,0,67,33,25,56.9,DF,25-29,Defender,Argentina,South America
1741,Torben Müsel,GER,Gladbach,Bundesliga,2019,20.0,1999.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,FW,20-24,Forward,Germany,Europe
1743,Juan Musso,ARG,Udinese,Serie A,2019,25.0,1994.0,38.0,1,0,0,1,3,0,0,1,0,0,1,0,66,3,0,100.0,GK,25-29,Goalkeeper,Argentina,South America
1744,Shkodran Mustafi,GER,Arsenal,Premier League,2019,27.0,1992.0,13.4,2,0,0,14,3,0,2,18,10,0,0,0,42,65,21,75.6,DF,25-29,Defender,Germany,Europe
1746,Yvon Mvogo,SUI,RB Leipzig,Bundesliga,2019,25.0,1994.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,GK,25-29,Goalkeeper,Switzerland,Europe
1747,Phillipp Mwene,AUT,Mainz 05,Bundesliga,2019,25.0,1994.0,3.5,1,0,0,3,3,1,10,3,5,0,0,0,19,2,10,16.7,DF,25-29,Defender,Austria,Europe
1749,Kévin N'Doram,FRA,Metz,Ligue 1,2019,23.0,1996.0,18.3,2,0,0,24,29,0,0,26,28,0,0,0,97,30,28,51.7,MF,20-24,Midfielder,France,Europe
1751,Ferris N'Goma,FRA,Brest,Ligue 1,2019,26.0,1993.0,0.3,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,,"MF,FW",25-29,Midfielder,France,Europe
1758,Marvelous Nakamba,ZIM,Aston Villa,Premier League,2019,25.0,1994.0,20.4,5,0,0,26,24,0,4,39,28,0,0,0,155,22,28,44.0,MF,25-29,Midfielder,Zimbabwe,Africa
1759,Naldo,BRA,Espanyol,La Liga,2019,30.0,1988.0,14.8,8,1,1,20,4,2,2,21,13,0,0,0,68,29,32,47.5,DF,30-34,Defender,Brazil,South America
1759,Naldo,BRA,Espanyol,La Liga,2019,30.0,1988.0,14.8,8,1,1,20,4,2,2,21,13,0,0,0,68,29,32,47.5,DF,30-34,Defender,Brazil,South America
1759,Naldo,BRA,Espanyol,La Liga,2019,30.0,1988.0,14.8,8,1,1,20,4,2,2,21,13,0,0,0,68,29,32,47.5,DF,30-34,Defender,Brazil,South America
1759,Naldo,BRA,Espanyol,La Liga,2019,30.0,1988.0,14.8,8,1,1,20,4,2,2,21,13,0,0,0,68,29,32,47.5,DF,30-34,Defender,Brazil,South America
1760,Nahitan Nández,URU,Cagliari,Serie A,2019,23.0,1995.0,32.2,14,0,0,46,48,7,113,25,38,0,0,0,171,25,66,27.5,"MF,DF",20-24,Midfielder,Uruguay,South America
1765,Keylor Navas,CRC,Paris S-G,Ligue 1,2019,32.0,1986.0,21.0,0,0,0,1,1,0,0,0,0,0,0,0,30,1,0,100.0,GK,30-34,Goalkeeper,Costa Rica,North America
1768,Papa Ndiaga Yade,MTN,Metz,Ligue 1,2019,19.0,2000.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,FW,Under 20,Forward,Mauritania,Africa
1769,Wilfred Ndidi,NGA,Leicester City,Premier League,2019,22.0,1996.0,29.7,6,0,0,56,27,1,3,80,67,0,3,0,271,83,68,55.0,MF,20-24,Midfielder,Nigeria,Africa
1770,Emanuele Ndoj,ALB,Brescia,Serie A,2019,22.0,1996.0,6.2,2,0,0,21,26,1,4,5,6,0,0,0,33,3,15,16.7,MF,20-24,Midfielder,Albania,Europe
1772,Reiss Nelson,ENG,Arsenal,Premier League,2019,19.0,1999.0,7.0,1,0,0,8,8,4,24,3,8,0,0,0,30,0,5,0.0,FW,Under 20,Forward,England,Europe
1773,Ilija Nestorovski,MKD,Udinese,Serie A,2019,29.0,1990.0,13.9,4,0,0,36,29,8,9,4,7,0,0,0,31,26,39,40.0,FW,25-29,Forward,North Macedonia,Europe
1774,Neto,BRA,Barcelona,La Liga,2019,30.0,1989.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,GK,30-34,Goalkeeper,Brazil,South America
1774,Neto,BRA,Barcelona,La Liga,2019,30.0,1989.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,GK,30-34,Goalkeeper,Brazil,South America
1774,Neto,BRA,Barcelona,La Liga,2019,30.0,1989.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,GK,30-34,Goalkeeper,Brazil,South America
1774,Neto,BRA,Barcelona,La Liga,2019,30.0,1989.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,GK,30-34,Goalkeeper,Brazil,South America
1774,Neto,BRA,Barcelona,La Liga,2019,30.0,1989.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,GK,30-34,Goalkeeper,Brazil,South America
1774,Neto,BRA,Barcelona,La Liga,2019,30.0,1989.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,GK,30-34,Goalkeeper,Brazil,South America
1774,Neto,BRA,Barcelona,La Liga,2019,30.0,1989.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,GK,30-34,Goalkeeper,Brazil,South America
1774,Neto,BRA,Barcelona,La Liga,2019,30.0,1989.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,GK,30-34,Goalkeeper,Brazil,South America
1774,Neto,BRA,Barcelona,La Liga,2019,30.0,1989.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,GK,30-34,Goalkeeper,Brazil,South America
1775,Pedro Neto,POR,Wolves,Premier League,2019,19.0,2000.0,10.4,3,0,0,14,16,4,48,6,4,0,0,0,53,6,24,20.0,"FW,MF",Under 20,Forward,Portugal,Europe
1776,Manuel Neuer,GER,Bayern Munich,Bundesliga,2019,33.0,1986.0,33.0,0,0,0,0,2,0,0,0,1,0,0,0,107,8,0,100.0,GK,30-34,Goalkeeper,Germany,Europe
1777,Florian Neuhaus,GER,Gladbach,Bundesliga,2019,22.0,1997.0,26.2,6,0,0,21,50,2,31,27,23,0,0,0,188,14,29,32.6,MF,20-24,Midfielder,Germany,Europe
1779,Rúben Neves,POR,Wolves,Premier League,2019,22.0,1997.0,34.0,9,0,0,29,16,0,34,56,33,0,0,0,303,28,27,50.9,MF,20-24,Midfielder,Portugal,Europe
1780,Neymar,BRA,Paris S-G,Ligue 1,2019,27.0,1992.0,14.6,4,1,1,14,62,1,55,4,7,1,0,0,57,1,4,20.0,"MF,FW",25-29,Midfielder,Brazil,South America
1782,Jessic Ngankam,GER,Hertha BSC,Bundesliga,2019,19.0,2000.0,0.9,0,0,0,4,1,0,1,0,2,0,0,0,2,1,0,100.0,"FW,MF",Under 20,Forward,Germany,Europe
1785,Opa Nguette,SEN,Metz,Ligue 1,2019,25.0,1994.0,20.3,1,0,0,19,38,0,12,12,28,1,0,0,96,19,38,33.3,FW,25-29,Forward,Senegal,Africa
1787,Ibrahima Niane,SEN,Metz,Ligue 1,2019,20.0,1999.0,10.6,0,0,0,9,30,2,24,10,7,1,0,0,46,18,45,28.6,FW,20-24,Forward,Senegal,Africa
1789,Tanguy Nianzou,FRA,Paris S-G,Ligue 1,2019,17.0,2002.0,5.0,1,0,0,7,8,0,0,3,1,0,0,0,27,13,4,76.5,"DF,MF",Under 20,Defender,France,Europe
1790,Cheikh Niasse,SEN,Lille,Ligue 1,2019,19.0,2000.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,MF,Under 20,Midfielder,Senegal,Africa
1791,Oumar Niasse,SEN,Everton,Premier League,2019,29.0,1990.0,0.2,0,0,0,2,0,0,1,1,0,0,0,0,2,0,3,0.0,FW,25-29,Forward,Senegal,Africa
1792,Moritz Nicolas,GER,Union Berlin,Bundesliga,2019,21.0,1997.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,GK,20-24,Goalkeeper,Germany,Europe
1793,Florian Niederlechner,GER,Augsburg,Bundesliga,2019,28.0,1990.0,30.2,1,0,0,46,63,39,18,8,13,2,0,1,89,46,67,40.7,"FW,MF",25-29,Forward,Germany,Europe
1795,Casimir Ninga,CHA,Angers,Ligue 1,2019,26.0,1993.0,7.6,2,1,0,14,10,2,8,3,5,0,0,0,39,13,16,44.8,"MF,FW",25-29,Midfielder,Chad,Africa
1798,Eddie Nketiah,ENG,Arsenal,Premier League,2019,20.0,1999.0,7.0,0,1,0,16,10,3,1,2,5,0,0,0,15,7,8,46.7,FW,20-24,Forward,England,Europe
1800,Christopher Nkunku,FRA,RB Leipzig,Bundesliga,2019,21.0,1997.0,21.4,2,0,0,24,40,6,121,20,13,1,0,0,80,25,41,37.9,"MF,FW",20-24,Midfielder,France,Europe
1801,Lukas Nmecha,GER,Wolfsburg,Bundesliga,2019,20.0,1998.0,1.5,1,0,0,3,5,1,1,0,0,0,0,0,7,3,4,42.9,"MF,FW",20-24,Midfielder,Germany,Europe
1802,Mark Noble,ENG,West Ham,Premier League,2019,32.0,1987.0,29.7,5,0,0,28,31,1,41,20,30,1,0,0,189,15,11,57.7,MF,30-34,Midfielder,England,Europe
1805,Arnaud Nordin,FRA,Saint-Étienne,Ligue 1,2019,21.0,1998.0,10.1,2,0,0,12,31,0,33,4,3,2,0,0,39,8,28,22.2,"FW,MF",20-24,Forward,France,Europe
1808,Alexander Nübel,GER,Schalke 04,Bundesliga,2019,22.0,1996.0,25.7,1,1,0,1,5,0,0,2,0,0,0,1,29,13,0,100.0,GK,20-24,Goalkeeper,Germany,Europe
1814,Allan Nyom,CMR,Getafe,La Liga,2019,31.0,1988.0,26.9,13,2,0,63,23,3,97,14,25,0,0,0,125,36,29,55.4,"DF,MF",30-34,Defender,Cameroon,Africa
1816,Jack O'Connell,ENG,Sheffield Utd,Premier League,2019,25.0,1994.0,32.4,4,0,0,22,17,2,51,42,14,0,0,0,184,133,63,67.9,DF,25-29,Defender,England,Europe
1817,Michael Obafemi,IRL,Southampton,Premier League,2019,19.0,2000.0,7.4,1,0,0,11,7,3,2,6,3,0,0,0,23,9,37,19.6,FW,Under 20,Forward,Republic of Ireland,Europe
1818,Pedro Obiang,EQG,Sassuolo,Serie A,2019,27.0,1992.0,18.6,10,0,0,35,20,1,6,21,31,0,2,1,94,23,26,46.9,MF,25-29,Midfielder,Equatorial Guinea,Africa
1821,Lucas Ocampos,ARG,Sevilla,La Liga,2019,25.0,1994.0,30.5,10,1,1,42,56,12,89,22,31,1,0,0,141,30,39,43.5,"FW,MF",25-29,Forward,Argentina,South America
1822,Bastian Oczipka,GER,Schalke 04,Bundesliga,2019,30.0,1989.0,33.5,4,0,0,26,35,4,147,37,50,0,1,0,184,27,38,41.5,DF,30-34,Defender,Germany,Europe
1825,Kelvin Ofori,GHA,Düsseldorf,Bundesliga,2019,18.0,2001.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,33.3,MF,Under 20,Midfielder,Ghana,Africa
1826,Angelo Ogbonna,ITA,West Ham,Premier League,2019,31.0,1988.0,31.0,4,0,0,22,14,0,2,27,24,0,1,1,141,102,59,63.4,DF,30-34,Defender,Italy,Europe
1831,Christian Oliva,URU,Cagliari,Serie A,2019,23.0,1996.0,5.2,1,0,0,4,2,0,1,7,7,0,0,0,37,6,4,60.0,MF,20-24,Midfielder,Uruguay,South America
1835,Mathías Olivera,URU,Getafe,La Liga,2019,21.0,1997.0,20.8,7,1,1,32,17,3,49,23,40,0,1,0,107,71,76,48.3,DF,20-24,Defender,Uruguay,South America
1837,Marco Olivieri,ITA,Juventus,Serie A,2019,20.0,1999.0,0.3,0,0,0,3,1,0,1,0,1,0,0,0,0,1,0,100.0,FW,20-24,Forward,Italy,Europe
1839,Robin Olsen,SWE,Cagliari,Serie A,2019,29.0,1990.0,16.9,0,1,0,0,4,0,0,0,0,0,0,0,12,3,0,100.0,GK,25-29,Goalkeeper,Sweden,Europe
1841,Jean Onana,CMR,Lille,Ligue 1,2019,19.0,2000.0,0.9,0,0,0,2,1,0,1,1,0,0,0,0,2,2,1,66.7,MF,Under 20,Midfielder,Cameroon,Africa
1842,Karim Onisiwo,AUT,Mainz 05,Bundesliga,2019,27.0,1992.0,19.2,3,0,0,34,53,11,24,7,19,1,0,0,66,53,81,39.6,FW,25-29,Forward,Austria,Europe
1848,Fabián Orellana,CHI,Eibar,La Liga,2019,33.0,1986.0,26.6,9,1,0,21,54,9,130,20,18,1,0,0,145,15,48,23.8,"MF,FW",30-34,Midfielder,Chile,South America
1849,Divock Origi,BEL,Liverpool,Premier League,2019,24.0,1995.0,8.0,1,0,0,12,16,0,18,4,9,1,0,0,28,18,26,40.9,FW,20-24,Forward,Belgium,Europe
1851,Riccardo Orsolini,ITA,Bologna,Serie A,2019,22.0,1997.0,29.8,3,0,0,40,76,14,198,16,22,3,1,0,126,29,43,40.3,"FW,MF",20-24,Forward,Italy,Europe
1852,Yuya Osako,JPN,Werder Bremen,Bundesliga,2019,29.0,1990.0,20.5,2,0,0,31,40,6,16,6,16,1,0,0,64,64,88,42.1,"FW,MF",25-29,Forward,Japan,Asia
1853,Ben Osborn,ENG,Sheffield Utd,Premier League,2019,24.0,1994.0,6.6,0,0,0,9,6,1,16,6,10,0,0,0,43,6,9,40.0,"MF,DF",20-24,Midfielder,England,Europe
1855,David Ospina,COL,Napoli,Serie A,2019,30.0,1988.0,16.3,0,0,0,1,5,0,0,0,0,0,1,0,28,5,0,100.0,GK,30-34,Goalkeeper,Colombia,South America
1857,Otávio,BRA,Bordeaux,Ligue 1,2019,25.0,1994.0,24.6,6,0,0,44,28,0,5,41,45,0,0,0,187,18,17,51.4,MF,25-29,Midfielder,Brazil,South America
1857,Otávio,BRA,Bordeaux,Ligue 1,2019,25.0,1994.0,24.6,6,0,0,44,28,0,5,41,45,0,0,0,187,18,17,51.4,MF,25-29,Midfielder,Brazil,South America
1857,Otávio,BRA,Bordeaux,Ligue 1,2019,25.0,1994.0,24.6,6,0,0,44,28,0,5,41,45,0,0,0,187,18,17,51.4,MF,25-29,Midfielder,Brazil,South America
1857,Otávio,BRA,Bordeaux,Ligue 1,2019,25.0,1994.0,24.6,6,0,0,44,28,0,5,41,45,0,0,0,187,18,17,51.4,MF,25-29,Midfielder,Brazil,South America
1857,Otávio,BRA,Bordeaux,Ligue 1,2019,25.0,1994.0,24.6,6,0,0,44,28,0,5,41,45,0,0,0,187,18,17,51.4,MF,25-29,Midfielder,Brazil,South America
1857,Otávio,BRA,Bordeaux,Ligue 1,2019,25.0,1994.0,24.6,6,0,0,44,28,0,5,41,45,0,0,0,187,18,17,51.4,MF,25-29,Midfielder,Brazil,South America
1857,Otávio,BRA,Bordeaux,Ligue 1,2019,25.0,1994.0,24.6,6,0,0,44,28,0,5,41,45,0,0,0,187,18,17,51.4,MF,25-29,Midfielder,Brazil,South America
1857,Otávio,BRA,Bordeaux,Ligue 1,2019,25.0,1994.0,24.6,6,0,0,44,28,0,5,41,45,0,0,0,187,18,17,51.4,MF,25-29,Midfielder,Brazil,South America
1857,Otávio,BRA,Bordeaux,Ligue 1,2019,25.0,1994.0,24.6,6,0,0,44,28,0,5,41,45,0,0,0,187,18,17,51.4,MF,25-29,Midfielder,Brazil,South America
1858,Paulo Otávio,BRA,Wolfsburg,Bundesliga,2019,24.0,1994.0,4.2,3,0,0,8,4,0,14,9,16,0,0,0,22,4,5,44.4,DF,20-24,Defender,Brazil,South America
1862,Alexandre Oukidja,ALG,Metz,Ligue 1,2019,31.0,1988.0,26.5,3,0,0,1,8,0,0,0,0,0,0,0,34,16,0,100.0,GK,30-34,Goalkeeper,Algeria,Africa
1863,Zinédine Ould Khaled,FRA,Angers,Ligue 1,2019,19.0,2000.0,0.7,0,0,0,2,0,0,0,4,1,0,0,0,7,2,3,40.0,MF,Under 20,Midfielder,France,Europe
1864,Adam Ounas,ALG,Nice,Ligue 1,2019,22.0,1996.0,12.5,2,1,0,7,29,0,53,11,5,1,0,0,47,2,14,12.5,"FW,MF",20-24,Forward,Algeria,Africa
1865,Reece Oxford,ENG,Augsburg,Bundesliga,2019,20.0,1998.0,4.2,0,0,0,1,6,0,0,5,4,0,0,0,9,5,3,62.5,MF,20-24,Midfielder,England,Europe
