rk,player,nation,squad,comp,season,age,born,ninety_mins_played,yellow_cards,red_cards,second_yellow_cards,fouls,fouls_drawn,offsides,crosses,interceptions,tackles_won,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,position,age_range,general_position,country,continent
1504,Aaron Lennon,ENG,Burnley,Premier League,2021,34.0,1987.0,17.2,2,0,0,19,20,4,40,9,17,0,1,0,73,7,21,25.0,"MF,FW",30-34,Midfielder,England,Europe
1505,Bernd Leno,GER,Arsenal,Premier League,2021,29.0,1992.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,75.0,GK,25-29,Goalkeeper,Germany,Europe
1506,Christopher Lenz,GER,Eint Frankfurt,Bundesliga,2021,26.0,1994.0,7.4,6,0,0,15,5,0,43,7,15,0,0,0,60,14,13,51.9,DF,25-29,Defender,Germany,Europe
1507,Léo Leroy,FRA,Montpellier,Ligue 1,2021,21.0,2000.0,7.0,3,0,0,23,4,0,4,8,21,0,0,0,47,11,8,57.9,MF,20-24,Midfielder,France,Europe
1508,Alexandre Letellier,FRA,Paris S-G,Ligue 1,2021,30.0,1990.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GK,30-34,Goalkeeper,France,Europe
1510,Jamie Leweling,GER,Greuther Fürth,Bundesliga,2021,20.0,2001.0,21.8,3,0,0,17,49,17,40,13,8,1,0,0,77,14,50,21.9,"FW,MF",20-24,Forward,Germany,Europe
1512,Luca Lezzerini,ITA,Venezia,Serie A,2021,26.0,1995.0,5.5,2,0,0,0,1,0,0,0,0,0,0,0,6,0,0,,GK,25-29,Goalkeeper,Italy,Europe
1513,Ben Lhassine Kone,CIV,Torino,Serie A,2021,21.0,2000.0,0.9,0,0,0,1,0,0,0,1,3,0,1,0,6,1,0,100.0,MF,20-24,Midfielder,Ivory Coast,Africa
1515,Dimitri Liénard,FRA,Strasbourg,Ligue 1,2021,33.0,1988.0,22.7,8,0,0,34,25,4,188,21,43,1,0,0,132,19,25,43.2,"DF,MF",30-34,Defender,France,Europe
1516,Philipp Lienhart,AUT,Freiburg,Bundesliga,2021,25.0,1996.0,31.9,2,0,0,15,27,1,8,50,13,0,1,0,216,69,46,60.0,DF,25-29,Defender,Austria,Europe
1517,Matthijs de Ligt,NED,Juventus,Serie A,2021,21.0,1999.0,29.7,4,1,1,32,15,2,4,26,19,0,1,0,129,89,52,63.1,DF,20-24,Defender,Netherlands,Europe
1518,Isaac Lihadji,FRA,Lille,Ligue 1,2021,19.0,2002.0,2.6,1,0,0,4,5,0,9,2,3,1,0,0,15,1,3,25.0,"MF,FW",Under 20,Midfielder,France,Europe
1520,Andreas Linde,SWE,Greuther Fürth,Bundesliga,2021,28.0,1993.0,12.0,0,0,0,0,1,0,0,1,0,0,0,0,19,4,0,100.0,GK,25-29,Goalkeeper,Sweden,Europe
1521,Victor Lindelöf,SWE,Manchester Utd,Premier League,2021,27.0,1994.0,26.2,4,0,0,19,6,2,0,25,11,0,0,0,161,52,33,61.2,DF,25-29,Defender,Sweden,Europe
1522,Jesper Lindstrøm,DEN,Eint Frankfurt,Bundesliga,2021,21.0,2000.0,22.0,0,0,0,23,16,3,54,24,13,0,0,0,111,5,28,15.2,"MF,FW",20-24,Midfielder,Denmark,Europe
1524,Jesse Lingard,ENG,Manchester Utd,Premier League,2021,28.0,1992.0,4.1,1,0,0,5,4,1,8,0,7,0,0,0,19,0,1,0.0,"FW,MF",25-29,Forward,England,Europe
1527,Dejan Ljubicic,AUT,Köln,Bundesliga,2021,23.0,1997.0,21.9,4,0,0,29,21,3,59,15,19,0,0,0,148,12,26,31.6,"MF,FW",20-24,Midfielder,Austria,Europe
1531,Hugo Lloris,FRA,Tottenham,Premier League,2021,34.0,1986.0,38.0,2,0,0,0,2,0,0,1,1,0,0,0,28,12,2,85.7,GK,30-34,Goalkeeper,France,Europe
1532,Giovani Lo Celso,ARG,Tottenham,Premier League,2021,25.0,1996.0,2.6,0,0,0,2,6,1,10,1,4,0,0,0,11,0,3,0.0,"MF,FW",25-29,Midfielder,Argentina,South America
1533,Giovani Lo Celso,ARG,Villarreal,La Liga,2021,25.0,1996.0,11.0,3,0,0,16,42,3,15,5,12,0,0,0,61,3,6,33.3,"FW,MF",25-29,Forward,Argentina,South America
1535,Stanislav Lobotka,SVK,Napoli,Serie A,2021,26.0,1994.0,18.7,2,0,0,19,35,0,3,12,24,0,0,0,144,8,10,44.4,MF,25-29,Midfielder,Slovakia,Europe
1536,Jürgen Locadia,CUW,Brighton,Premier League,2021,27.0,1993.0,0.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,"MF,FW",25-29,Midfielder,Curaçao,Europe
1537,Jürgen Locadia,CUW,Bochum,Bundesliga,2021,27.0,1993.0,4.9,0,0,0,10,9,4,0,1,2,0,0,0,14,7,12,36.8,"FW,MF",25-29,Forward,Curaçao,Europe
1538,Manuel Locatelli,ITA,Juventus,Serie A,2021,23.0,1998.0,24.0,6,0,0,42,25,2,8,22,25,0,0,0,167,31,22,58.5,MF,20-24,Midfielder,Italy,Europe
1539,Bradley Locko,FRA,Reims,Ligue 1,2021,19.0,2002.0,11.2,4,0,0,15,12,2,10,14,19,0,0,0,64,12,16,42.9,"MF,DF",Under 20,Midfielder,France,Europe
1540,Renan Lodi,BRA,Atlético Madrid,La Liga,2021,23.0,1998.0,13.1,4,0,0,21,21,3,48,13,18,0,1,0,64,28,21,57.1,DF,20-24,Defender,Brazil,South America
1541,Ruben Loftus-Cheek,ENG,Chelsea,Premier League,2021,25.0,1996.0,15.5,1,0,0,18,41,2,7,11,10,0,0,0,109,36,18,66.7,"MF,DF",25-29,Midfielder,England,Europe
1542,Kevin Long,IRL,Burnley,Premier League,2021,30.0,1990.0,4.6,1,0,0,4,3,1,0,1,2,0,0,0,11,12,7,63.2,DF,30-34,Defender,Republic of Ireland,Europe
1543,Shane Long,IRL,Southampton,Premier League,2021,34.0,1987.0,3.4,1,0,0,9,8,3,1,0,5,0,0,0,9,24,19,55.8,FW,30-34,Forward,Republic of Ireland,Europe
1544,Sean Longstaff,ENG,Newcastle Utd,Premier League,2021,23.0,1997.0,16.3,1,0,0,14,17,0,11,9,34,0,0,0,95,13,18,41.9,MF,20-24,Midfielder,England,Europe
1545,Ademola Lookman,NGA,Leicester City,Premier League,2021,23.0,1997.0,16.1,2,0,0,27,33,6,18,10,14,0,0,0,102,3,11,21.4,"FW,MF",20-24,Forward,Nigeria,Africa
1546,Anthony Lopes,POR,Lyon,Ligue 1,2021,30.0,1990.0,33.1,1,1,0,1,4,0,0,3,0,0,0,0,34,4,1,80.0,GK,30-34,Goalkeeper,Portugal,Europe
1553,Dion Lopy,SEN,Reims,Ligue 1,2021,19.0,2002.0,18.2,4,0,0,38,17,1,4,22,29,0,1,0,121,14,17,45.2,MF,Under 20,Midfielder,Senegal,Africa
1554,Samuel Loric,FRA,Lorient,Ligue 1,2021,21.0,2000.0,3.0,0,0,0,4,5,1,13,5,5,0,1,0,19,7,2,77.8,DF,20-24,Defender,France,Europe
1555,Anthony Losilla,FRA,Bochum,Bundesliga,2021,35.0,1986.0,32.6,5,0,0,47,19,2,10,70,39,0,0,0,241,114,70,62.0,MF,35-39,Midfielder,France,Europe
1562,Matteo Lovato,ITA,Atalanta,Serie A,2021,21.0,2000.0,3.4,1,0,0,5,1,0,3,7,4,0,0,0,12,10,5,66.7,DF,20-24,Defender,Italy,Europe
1563,Matteo Lovato,ITA,Cagliari,Serie A,2021,21.0,2000.0,13.8,4,0,0,16,14,0,0,28,15,0,1,0,106,21,23,47.7,DF,20-24,Defender,Italy,Europe
1564,Eduard Löwen,GER,Bochum,Bundesliga,2021,24.0,1997.0,15.7,0,0,0,19,11,1,108,9,22,0,1,0,94,18,30,37.5,MF,20-24,Midfielder,Germany,Europe
1565,Matthew Lowton,ENG,Burnley,Premier League,2021,32.0,1989.0,19.7,3,1,0,13,6,0,51,26,24,0,0,0,118,25,16,61.0,DF,30-34,Defender,England,Europe
1567,Hirving Lozano,MEX,Napoli,Serie A,2021,26.0,1995.0,17.9,3,0,0,27,33,14,49,9,20,1,0,0,61,10,13,43.5,FW,25-29,Forward,Mexico,North America
1568,Jean Lucas,BRA,Monaco,Ligue 1,2021,23.0,1998.0,16.1,3,1,1,27,25,2,64,13,25,0,0,0,131,14,25,35.9,MF,20-24,Midfielder,Brazil,South America
1569,Anderson Lucoqui,ANG,Mainz 05,Bundesliga,2021,24.0,1997.0,8.3,2,0,0,17,16,0,10,11,10,0,0,0,41,7,5,58.3,DF,20-24,Defender,Angola,Africa
1573,José Luis Palomino,ARG,Atalanta,Serie A,2021,31.0,1990.0,29.7,9,0,0,39,17,1,9,100,40,0,0,0,272,105,48,68.6,DF,30-34,Defender,Argentina,South America
1575,Douglas Luiz,BRA,Aston Villa,Premier League,2021,23.0,1998.0,30.2,7,0,0,37,41,0,83,34,39,0,0,0,183,26,32,44.8,MF,20-24,Midfielder,Brazil,South America
1576,Romelu Lukaku,BEL,Chelsea,Premier League,2021,28.0,1993.0,17.7,1,0,0,8,12,14,7,0,1,3,0,0,33,51,47,52.0,FW,25-29,Forward,Belgium,Europe
1577,Castello Lukeba,FRA,Lyon,Ligue 1,2021,18.0,2002.0,23.3,1,0,0,18,13,1,0,38,19,0,2,0,179,41,36,53.2,DF,Under 20,Defender,France,Europe
1581,Levi Lumeka,ENG,Troyes,Ligue 1,2021,22.0,1998.0,0.7,0,0,0,2,1,2,2,0,0,0,0,0,2,0,2,0.0,"DF,FW",20-24,Defender,England,Europe
1582,Andriy Lunin,UKR,Real Madrid,La Liga,2021,22.0,1999.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,GK,20-24,Goalkeeper,Ukraine,Europe
1584,Sebastiano Luperto,ITA,Empoli,Serie A,2021,24.0,1996.0,21.8,8,1,1,30,5,1,6,45,17,0,1,0,92,44,44,50.0,DF,20-24,Defender,Italy,Europe
1585,Andreas Luthe,GER,Union Berlin,Bundesliga,2021,34.0,1987.0,27.0,3,0,0,1,3,0,0,0,0,0,1,0,33,7,0,100.0,GK,30-34,Goalkeeper,Germany,Europe
1586,Lyanco,BRA,Southampton,Premier League,2021,24.0,1997.0,10.1,2,0,0,13,7,0,4,13,15,0,0,0,73,19,14,57.6,DF,20-24,Defender,Brazil,South America
1589,Alexis Mac Allister,ARG,Brighton,Premier League,2021,22.0,1998.0,23.6,4,0,0,30,39,4,66,13,40,0,0,0,149,24,23,51.1,"MF,FW",20-24,Midfielder,Argentina,South America
1590,Deiver Machado,COL,Lens,Ligue 1,2021,27.0,1993.0,5.8,1,0,0,4,11,2,18,3,14,0,0,0,33,6,3,66.7,"DF,MF",25-29,Defender,Colombia,South America
1591,Darwin Machís,VEN,Granada,La Liga,2021,28.0,1993.0,15.3,2,0,0,20,30,6,66,15,13,0,0,0,85,12,18,40.0,"MF,FW",25-29,Midfielder,Venezuela,South America
1593,James Maddison,ENG,Leicester City,Premier League,2021,24.0,1996.0,27.3,3,0,0,22,64,4,124,11,20,1,0,0,107,5,12,29.4,"MF,FW",20-24,Midfielder,England,Europe
1596,Louis Mafouta,CTA,Metz,Ligue 1,2021,27.0,1994.0,5.8,0,0,0,16,5,5,1,0,0,0,0,0,8,10,22,31.3,FW,25-29,Forward,Central African Republic,Africa
1597,Gabriel Magalhães,BRA,Arsenal,Premier League,2021,23.0,1997.0,34.0,8,1,1,23,38,1,1,13,30,0,0,0,178,55,39,58.5,DF,20-24,Defender,Brazil,South America
1598,Giulio Maggiore,ITA,Spezia,Serie A,2021,23.0,1998.0,31.3,9,0,0,64,67,1,13,29,32,0,1,0,206,33,42,44.0,MF,20-24,Midfielder,Italy,Europe
1599,Matej Maglica,CRO,Stuttgart,Bundesliga,2021,22.0,1998.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,MF,20-24,Midfielder,Croatia,Europe
1600,Francesco Magnanelli,ITA,Sassuolo,Serie A,2021,36.0,1984.0,3.0,1,0,0,10,7,0,0,1,4,0,0,0,42,3,3,50.0,MF,35-39,Midfielder,Italy,Europe
1601,Giangiacomo Magnani,ITA,Hellas Verona,Serie A,2021,25.0,1995.0,5.9,3,1,0,11,9,0,2,10,7,0,0,0,26,19,14,57.6,DF,25-29,Defender,Italy,Europe
1602,Giangiacomo Magnani,ITA,Sampdoria,Serie A,2021,25.0,1995.0,2.7,0,0,0,3,1,0,0,7,2,0,0,0,6,7,3,70.0,DF,25-29,Defender,Italy,Europe
1603,Hugo Magnetti,FRA,Brest,Ligue 1,2021,23.0,1998.0,16.3,4,0,0,26,20,0,9,25,34,0,0,0,130,6,9,40.0,MF,20-24,Midfielder,France,Europe
1604,Yohann Magnin,FRA,Clermont Foot,Ligue 1,2021,24.0,1997.0,19.1,2,0,0,21,25,5,12,20,31,1,0,0,99,36,39,48.0,"MF,DF",20-24,Midfielder,France,Europe
1605,Harry Maguire,ENG,Manchester Utd,Premier League,2021,28.0,1993.0,27.9,9,1,1,21,19,1,2,32,21,0,0,1,148,75,28,72.8,DF,25-29,Defender,England,Europe
1606,Riyad Mahrez,ALG,Manchester City,Premier League,2021,30.0,1991.0,16.6,0,0,0,10,15,3,97,6,3,0,0,0,70,8,14,36.4,FW,30-34,Forward,Algeria,Africa
1607,Arne Maier,GER,Augsburg,Bundesliga,2021,22.0,1999.0,20.7,0,0,0,11,14,1,97,15,13,0,0,0,127,16,25,39.0,MF,20-24,Midfielder,Germany,Europe
1608,Habib Maïga,CIV,Metz,Ligue 1,2021,25.0,1996.0,14.1,6,0,0,29,10,0,22,14,28,0,1,0,92,17,11,60.7,MF,25-29,Midfielder,Ivory Coast,Africa
1609,Mike Maignan,FRA,Milan,Serie A,2021,26.0,1995.0,32.0,1,0,0,0,8,0,0,1,1,0,0,0,51,6,2,75.0,GK,25-29,Goalkeeper,France,Europe
1610,Ainsley Maitland-Niles,ENG,Arsenal,Premier League,2021,23.0,1997.0,3.0,0,0,0,4,3,0,2,4,4,0,0,0,23,3,3,50.0,MF,20-24,Midfielder,England,Europe
1611,Ainsley Maitland-Niles,ENG,Roma,Serie A,2021,23.0,1997.0,5.4,0,0,0,6,1,1,25,6,6,0,0,0,42,8,1,88.9,DF,20-24,Defender,England,Europe
1612,Josh Maja,NGA,Bordeaux,Ligue 1,2021,22.0,1998.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FW,20-24,Forward,Nigeria,Africa
1614,Lovro Majer,CRO,Rennes,Ligue 1,2021,23.0,1998.0,20.4,1,0,0,35,32,1,85,11,21,0,0,0,140,3,10,23.1,"MF,FW",20-24,Midfielder,Croatia,Europe
1615,Jean-Victor Makengo,FRA,Udinese,Serie A,2021,23.0,1998.0,26.1,7,1,1,27,38,1,8,19,21,0,0,0,150,10,24,29.4,MF,20-24,Midfielder,France,Europe
1620,Daniel Maldini,ITA,Milan,Serie A,2021,19.0,2001.0,1.6,1,0,0,4,1,1,1,1,3,0,0,0,5,3,5,37.5,MF,Under 20,Midfielder,Italy,Europe
1621,Youssef Maleh,MAR,Fiorentina,Serie A,2021,22.0,1998.0,11.3,5,0,0,43,19,0,18,6,16,0,0,0,48,11,9,55.0,MF,20-24,Midfielder,Morocco,Africa
1622,Donyell Malen,NED,Dortmund,Bundesliga,2021,22.0,1999.0,18.7,2,0,0,10,31,9,27,10,10,2,0,0,62,9,18,33.3,FW,20-24,Forward,Netherlands,Europe
1623,Ruslan Malinovskyi,UKR,Atalanta,Serie A,2021,28.0,1993.0,17.7,10,0,0,40,41,3,102,5,10,0,0,0,95,18,19,48.6,"MF,FW",25-29,Midfielder,Ukraine,Europe
1625,Lennard Maloney,USA,Dortmund,Bundesliga,2021,21.0,1999.0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,50.0,DF,20-24,Defender,United States,North America
1627,Giorgi Mamardashvili,GEO,Valencia,La Liga,2021,20.0,2000.0,18.0,2,0,0,0,2,0,0,0,0,0,0,0,29,6,0,100.0,GK,20-24,Goalkeeper,Georgia,Asia
1630,Vincent Manceau,FRA,Angers,Ligue 1,2021,32.0,1989.0,26.2,2,1,1,13,14,0,10,32,19,0,0,0,165,16,35,31.4,DF,30-34,Defender,France,Europe
1631,Gianluca Mancini,ITA,Roma,Serie A,2021,25.0,1996.0,32.0,16,1,1,59,15,1,15,39,25,0,1,0,129,70,31,69.3,DF,25-29,Defender,Italy,Europe
1632,Leonardo Mancuso,ITA,Empoli,Serie A,2021,29.0,1992.0,4.7,0,0,0,1,2,5,5,1,1,0,0,0,11,1,11,8.3,FW,25-29,Forward,Italy,Europe
1633,Steve Mandanda,FRA,Marseille,Ligue 1,2021,36.0,1985.0,9.0,0,0,0,0,0,0,0,1,0,0,0,0,20,1,0,100.0,GK,35-39,Goalkeeper,France,Europe
1634,Reinildo Mandava,MOZ,Atlético Madrid,La Liga,2021,27.0,1994.0,14.4,5,0,0,26,20,0,16,21,25,0,1,0,88,22,26,45.8,DF,25-29,Defender,Mozambique,Africa
1635,Reinildo Mandava,MOZ,Lille,Ligue 1,2021,27.0,1994.0,16.9,7,0,0,33,27,1,20,37,23,0,0,0,102,27,11,71.1,DF,25-29,Defender,Mozambique,Africa
1636,Aïssa Mandi,ALG,Villarreal,La Liga,2021,29.0,1991.0,15.3,3,0,0,14,5,1,0,13,5,0,0,1,54,26,21,55.3,DF,25-29,Defender,Algeria,Africa
1637,Rolando Mandragora,ITA,Torino,Serie A,2021,24.0,1997.0,14.7,7,1,1,25,22,1,47,10,10,0,0,0,87,16,20,44.4,MF,20-24,Midfielder,Italy,Europe
1639,Sadio Mané,SEN,Liverpool,Premier League,2021,29.0,1992.0,31.3,5,0,0,50,50,19,50,8,20,1,0,0,109,30,50,37.5,FW,25-29,Forward,Senegal,Africa
1641,Orel Mangala,BEL,Stuttgart,Bundesliga,2021,23.0,1998.0,20.6,4,0,0,26,27,0,9,12,10,0,0,0,110,10,19,34.5,MF,20-24,Midfielder,Belgium,Europe
1642,Thomas Mangani,FRA,Angers,Ligue 1,2021,34.0,1987.0,24.4,6,0,0,25,14,0,88,36,30,0,0,0,141,26,32,44.8,MF,30-34,Midfielder,France,Europe
1651,Marcelo,BRA,Real Madrid,La Liga,2021,33.0,1988.0,5.8,0,0,0,3,8,0,29,1,4,0,0,0,32,3,4,42.9,DF,30-34,Defender,Brazil,South America
1651,Marcelo,BRA,Real Madrid,La Liga,2021,33.0,1988.0,5.8,0,0,0,3,8,0,29,1,4,0,0,0,32,3,4,42.9,DF,30-34,Defender,Brazil,South America
1651,Marcelo,BRA,Real Madrid,La Liga,2021,33.0,1988.0,5.8,0,0,0,3,8,0,29,1,4,0,0,0,32,3,4,42.9,DF,30-34,Defender,Brazil,South America
1651,Marcelo,BRA,Real Madrid,La Liga,2021,33.0,1988.0,5.8,0,0,0,3,8,0,29,1,4,0,0,0,32,3,4,42.9,DF,30-34,Defender,Brazil,South America
1651,Marcelo,BRA,Real Madrid,La Liga,2021,33.0,1988.0,5.8,0,0,0,3,8,0,29,1,4,0,0,0,32,3,4,42.9,DF,30-34,Defender,Brazil,South America
1651,Marcelo,BRA,Real Madrid,La Liga,2021,33.0,1988.0,5.8,0,0,0,3,8,0,29,1,4,0,0,0,32,3,4,42.9,DF,30-34,Defender,Brazil,South America
1651,Marcelo,BRA,Real Madrid,La Liga,2021,33.0,1988.0,5.8,0,0,0,3,8,0,29,1,4,0,0,0,32,3,4,42.9,DF,30-34,Defender,Brazil,South America
1651,Marcelo,BRA,Real Madrid,La Liga,2021,33.0,1988.0,5.8,0,0,0,3,8,0,29,1,4,0,0,0,32,3,4,42.9,DF,30-34,Defender,Brazil,South America
1651,Marcelo,BRA,Real Madrid,La Liga,2021,33.0,1988.0,5.8,0,0,0,3,8,0,29,1,4,0,0,0,32,3,4,42.9,DF,30-34,Defender,Brazil,South America
1652,Marcelo,BRA,Bordeaux,Ligue 1,2021,34.0,1987.0,10.0,4,0,0,7,2,0,0,13,5,0,0,1,56,42,6,87.5,DF,30-34,Defender,Brazil,South America
1652,Marcelo,BRA,Bordeaux,Ligue 1,2021,34.0,1987.0,10.0,4,0,0,7,2,0,0,13,5,0,0,1,56,42,6,87.5,DF,30-34,Defender,Brazil,South America
1652,Marcelo,BRA,Bordeaux,Ligue 1,2021,34.0,1987.0,10.0,4,0,0,7,2,0,0,13,5,0,0,1,56,42,6,87.5,DF,30-34,Defender,Brazil,South America
1652,Marcelo,BRA,Bordeaux,Ligue 1,2021,34.0,1987.0,10.0,4,0,0,7,2,0,0,13,5,0,0,1,56,42,6,87.5,DF,30-34,Defender,Brazil,South America
1652,Marcelo,BRA,Bordeaux,Ligue 1,2021,34.0,1987.0,10.0,4,0,0,7,2,0,0,13,5,0,0,1,56,42,6,87.5,DF,30-34,Defender,Brazil,South America
1652,Marcelo,BRA,Bordeaux,Ligue 1,2021,34.0,1987.0,10.0,4,0,0,7,2,0,0,13,5,0,0,1,56,42,6,87.5,DF,30-34,Defender,Brazil,South America
1652,Marcelo,BRA,Bordeaux,Ligue 1,2021,34.0,1987.0,10.0,4,0,0,7,2,0,0,13,5,0,0,1,56,42,6,87.5,DF,30-34,Defender,Brazil,South America
1652,Marcelo,BRA,Bordeaux,Ligue 1,2021,34.0,1987.0,10.0,4,0,0,7,2,0,0,13,5,0,0,1,56,42,6,87.5,DF,30-34,Defender,Brazil,South America
1652,Marcelo,BRA,Bordeaux,Ligue 1,2021,34.0,1987.0,10.0,4,0,0,7,2,0,0,13,5,0,0,1,56,42,6,87.5,DF,30-34,Defender,Brazil,South America
1653,Marcelo,BRA,Lyon,Ligue 1,2021,34.0,1987.0,2.0,1,0,0,4,1,0,0,4,3,0,0,1,12,14,6,70.0,DF,30-34,Defender,Brazil,South America
1653,Marcelo,BRA,Lyon,Ligue 1,2021,34.0,1987.0,2.0,1,0,0,4,1,0,0,4,3,0,0,1,12,14,6,70.0,DF,30-34,Defender,Brazil,South America
1653,Marcelo,BRA,Lyon,Ligue 1,2021,34.0,1987.0,2.0,1,0,0,4,1,0,0,4,3,0,0,1,12,14,6,70.0,DF,30-34,Defender,Brazil,South America
1653,Marcelo,BRA,Lyon,Ligue 1,2021,34.0,1987.0,2.0,1,0,0,4,1,0,0,4,3,0,0,1,12,14,6,70.0,DF,30-34,Defender,Brazil,South America
1653,Marcelo,BRA,Lyon,Ligue 1,2021,34.0,1987.0,2.0,1,0,0,4,1,0,0,4,3,0,0,1,12,14,6,70.0,DF,30-34,Defender,Brazil,South America
1653,Marcelo,BRA,Lyon,Ligue 1,2021,34.0,1987.0,2.0,1,0,0,4,1,0,0,4,3,0,0,1,12,14,6,70.0,DF,30-34,Defender,Brazil,South America
1653,Marcelo,BRA,Lyon,Ligue 1,2021,34.0,1987.0,2.0,1,0,0,4,1,0,0,4,3,0,0,1,12,14,6,70.0,DF,30-34,Defender,Brazil,South America
1653,Marcelo,BRA,Lyon,Ligue 1,2021,34.0,1987.0,2.0,1,0,0,4,1,0,0,4,3,0,0,1,12,14,6,70.0,DF,30-34,Defender,Brazil,South America
1653,Marcelo,BRA,Lyon,Ligue 1,2021,34.0,1987.0,2.0,1,0,0,4,1,0,0,4,3,0,0,1,12,14,6,70.0,DF,30-34,Defender,Brazil,South America
1654,Solly March,ENG,Brighton,Premier League,2021,27.0,1994.0,19.4,1,0,0,31,20,12,94,17,17,0,0,0,92,17,26,39.5,"DF,FW",25-29,Defender,England,Europe
1655,Riccardo Marchizza,ITA,Empoli,Serie A,2021,23.0,1998.0,15.0,4,0,0,19,3,2,42,10,15,0,0,1,72,7,9,43.8,DF,20-24,Defender,Italy,Europe
1656,Gian Marco Ferrari,ITA,Sassuolo,Serie A,2021,29.0,1992.0,34.7,6,1,1,25,37,1,1,43,11,0,0,0,168,79,43,64.8,DF,25-29,Defender,Italy,Europe
1657,Iván Marcone,ARG,Elche,La Liga,2021,31.0,1990.0,9.0,5,0,0,12,4,0,1,12,14,0,0,0,59,6,3,66.7,MF,30-34,Midfielder,Argentina,South America
1659,Davide Marfella,ITA,Napoli,Serie A,2021,21.0,1999.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GK,20-24,Goalkeeper,Italy,Europe
1663,José María Giménez,URU,Atlético Madrid,La Liga,2021,26.0,1995.0,22.7,7,0,0,11,21,2,1,25,12,0,0,0,99,41,24,63.1,DF,25-29,Defender,Uruguay,South America
1665,Răzvan Marin,ROU,Cagliari,Serie A,2021,25.0,1996.0,31.3,6,1,1,36,31,1,127,10,21,0,0,0,168,20,25,44.4,MF,25-29,Midfielder,Romania,Europe
1666,Guillermo Maripán,CHI,Monaco,Ligue 1,2021,27.0,1994.0,20.4,5,0,0,20,10,1,1,25,24,0,0,0,118,45,36,55.6,DF,25-29,Defender,Chile,South America
1668,Omar Marmoush,EGY,Wolfsburg,Bundesliga,2021,22.0,1999.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,FW,20-24,Forward,Egypt,Africa
1669,Omar Marmoush,EGY,Stuttgart,Bundesliga,2021,22.0,1999.0,17.5,3,0,0,33,57,7,44,7,17,0,0,0,81,28,31,47.5,FW,20-24,Forward,Egypt,Africa
1670,Marquinhos,BRA,Paris S-G,Ligue 1,2021,27.0,1994.0,31.8,5,0,0,6,11,1,6,16,14,0,0,0,181,41,39,51.3,DF,25-29,Defender,Brazil,South America
1670,Marquinhos,BRA,Paris S-G,Ligue 1,2021,27.0,1994.0,31.8,5,0,0,6,11,1,6,16,14,0,0,0,181,41,39,51.3,DF,25-29,Defender,Brazil,South America
1670,Marquinhos,BRA,Paris S-G,Ligue 1,2021,27.0,1994.0,31.8,5,0,0,6,11,1,6,16,14,0,0,0,181,41,39,51.3,DF,25-29,Defender,Brazil,South America
1670,Marquinhos,BRA,Paris S-G,Ligue 1,2021,27.0,1994.0,31.8,5,0,0,6,11,1,6,16,14,0,0,0,181,41,39,51.3,DF,25-29,Defender,Brazil,South America
1670,Marquinhos,BRA,Paris S-G,Ligue 1,2021,27.0,1994.0,31.8,5,0,0,6,11,1,6,16,14,0,0,0,181,41,39,51.3,DF,25-29,Defender,Brazil,South America
1670,Marquinhos,BRA,Paris S-G,Ligue 1,2021,27.0,1994.0,31.8,5,0,0,6,11,1,6,16,14,0,0,0,181,41,39,51.3,DF,25-29,Defender,Brazil,South America
1670,Marquinhos,BRA,Paris S-G,Ligue 1,2021,27.0,1994.0,31.8,5,0,0,6,11,1,6,16,14,0,0,0,181,41,39,51.3,DF,25-29,Defender,Brazil,South America
1670,Marquinhos,BRA,Paris S-G,Ligue 1,2021,27.0,1994.0,31.8,5,0,0,6,11,1,6,16,14,0,0,0,181,41,39,51.3,DF,25-29,Defender,Brazil,South America
1670,Marquinhos,BRA,Paris S-G,Ligue 1,2021,27.0,1994.0,31.8,5,0,0,6,11,1,6,16,14,0,0,0,181,41,39,51.3,DF,25-29,Defender,Brazil,South America
1680,Jonas Martin,FRA,Rennes,Ligue 1,2021,31.0,1990.0,23.4,8,0,0,32,14,0,3,22,20,0,0,0,147,20,15,57.1,MF,30-34,Midfielder,France,Europe
1681,Gabriel Martinelli,BRA,Arsenal,Premier League,2021,20.0,2001.0,20.7,3,1,1,24,20,10,74,20,19,0,0,0,86,18,44,29.0,"FW,MF",20-24,Forward,Brazil,South America
1682,Emiliano Martínez,ARG,Aston Villa,Premier League,2021,28.0,1992.0,36.0,4,0,0,0,6,0,0,0,1,0,0,0,32,8,1,88.9,GK,25-29,Goalkeeper,Argentina,South America
1682,Emiliano Martínez,ARG,Aston Villa,Premier League,2021,28.0,1992.0,36.0,4,0,0,0,6,0,0,0,1,0,0,0,32,8,1,88.9,GK,25-29,Goalkeeper,Argentina,South America
