rk,player,nation,squad,comp,season,age,born,ninety_mins_played,tackles,tackles_won,def_third_tackles,mid_third_tackles,att_third_tackles,dribblers_tackled,dribblers_challenged,tackle_pct,challenges_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_interceptions,clearances,errors,position,age_range,general_position,country,continent
284,Alessandro Berardi,ITA,Hellas Verona,Serie A,2021,30.0,1991.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Italy,Europe
285,Domenico Berardi,ITA,Sassuolo,Serie A,2021,26.0,1994.0,31.3,32,19,9,16,7,15,57,26.3,42,39,2,37,31,63,23,0,FW,25-29,Forward,Italy,Europe
293,Etrit Berisha,ALB,Torino,Serie A,2021,32.0,1989.0,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,GK,30-34,Goalkeeper,Albania,Europe
295,Federico Bernardeschi,ITA,Juventus,Serie A,2021,27.0,1994.0,16.4,16,10,7,4,5,6,13,46.2,7,12,4,8,5,21,15,0,"MF,FW",25-29,Midfielder,Italy,Europe
299,Dimitry Bertaud,COD,Montpellier,Ligue 1,2021,23.0,1998.0,9.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1,GK,20-24,Goalkeeper,DR Congo,Africa
300,Jason Berthomier,FRA,Clermont Foot,Ligue 1,2021,31.0,1990.0,19.2,29,14,5,17,7,12,34,35.3,22,14,2,12,8,37,4,1,MF,30-34,Midfielder,France,Europe
301,Nicolò Bertola,ITA,Spezia,Serie A,2021,18.0,2003.0,0.4,3,2,3,0,0,3,4,75.0,1,0,0,0,3,6,1,0,"MF,DF",Under 20,Midfielder,Italy,Europe
302,Ryan Bertrand,ENG,Leicester City,Premier League,2021,31.0,1989.0,3.7,8,5,3,4,1,2,5,40.0,3,8,3,5,1,9,7,0,DF,30-34,Defender,England,Europe
303,Daniel Bessa,ITA,Hellas Verona,Serie A,2021,28.0,1993.0,8.5,7,2,3,3,1,4,15,26.7,11,13,3,10,5,12,11,0,MF,25-29,Midfielder,Italy,Europe
304,Beto,GNB,Udinese,Serie A,2021,23.0,1998.0,24.1,21,6,2,14,5,9,19,47.4,10,16,1,15,5,26,25,1,FW,20-24,Forward,Guinea-Bissau,Africa
304,Beto,GNB,Udinese,Serie A,2021,23.0,1998.0,24.1,21,6,2,14,5,9,19,47.4,10,16,1,15,5,26,25,1,FW,20-24,Forward,Guinea-Bissau,Africa
304,Beto,GNB,Udinese,Serie A,2021,23.0,1998.0,24.1,21,6,2,14,5,9,19,47.4,10,16,1,15,5,26,25,1,FW,20-24,Forward,Guinea-Bissau,Africa
304,Beto,GNB,Udinese,Serie A,2021,23.0,1998.0,24.1,21,6,2,14,5,9,19,47.4,10,16,1,15,5,26,25,1,FW,20-24,Forward,Guinea-Bissau,Africa
305,Jordan Beyer,GER,Gladbach,Bundesliga,2021,21.0,2000.0,15.4,46,27,32,13,1,23,39,59.0,16,18,5,13,15,61,52,2,DF,20-24,Defender,Germany,Europe
311,El Bilal Touré,MLI,Reims,Ligue 1,2021,19.0,2001.0,13.3,13,6,4,6,3,2,7,28.6,5,10,3,7,6,19,19,0,FW,Under 20,Forward,Mali,Africa
312,Jean-Claude Billong,CMR,Clermont Foot,Ligue 1,2021,27.0,1993.0,10.9,17,8,14,1,2,8,11,72.7,3,9,1,8,10,27,35,0,DF,25-29,Defender,Cameroon,Africa
313,Luis Binks,ENG,Bologna,Serie A,2021,19.0,2001.0,7.2,8,4,7,1,0,4,6,66.7,2,6,5,1,17,25,33,1,DF,Under 20,Defender,England,Europe
314,Cristiano Biraghi,ITA,Fiorentina,Serie A,2021,28.0,1992.0,35.0,37,24,17,15,5,22,53,41.5,31,28,10,18,19,56,31,1,DF,25-29,Defender,Italy,Europe
316,Tom Bischof,GER,Hoffenheim,Bundesliga,2021,16.0,2005.0,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,MF,Under 20,Midfielder,Germany,Europe
317,Yves Bissouma,MLI,Brighton,Premier League,2021,24.0,1996.0,23.5,76,49,35,37,4,21,37,56.8,16,33,3,30,50,126,49,0,MF,20-24,Midfielder,Mali,Africa
319,Marco Bizot,NED,Brest,Ligue 1,2021,30.0,1991.0,38.0,3,1,3,0,0,3,5,60.0,2,1,0,1,0,3,24,1,GK,30-34,Goalkeeper,Netherlands,Europe
320,Bjarki Bjarkason,ISL,Venezia,Serie A,2021,21.0,2000.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,MF,20-24,Midfielder,Iceland,Europe
322,Ludovic Blas,FRA,Nantes,Ligue 1,2021,23.0,1997.0,32.9,33,18,7,20,6,15,44,34.1,29,33,3,30,31,64,6,1,"MF,FW",20-24,Midfielder,France,Europe
323,Danny Blum,GER,Bochum,Bundesliga,2021,30.0,1991.0,3.8,2,1,0,0,2,0,2,0.0,2,4,0,4,2,4,1,0,FW,30-34,Forward,Germany,Europe
324,Myron Boadu,NED,Monaco,Ligue 1,2021,20.0,2001.0,10.7,9,7,2,3,4,1,5,20.0,4,6,0,6,2,11,1,0,FW,20-24,Forward,Netherlands,Europe
325,Jérôme Boateng,GER,Lyon,Ligue 1,2021,32.0,1988.0,18.0,20,15,11,9,0,9,17,52.9,8,20,10,10,20,40,73,0,DF,30-34,Defender,Germany,Europe
326,Kevin-Prince Boateng,GHA,Hertha BSC,Bundesliga,2021,34.0,1987.0,7.7,6,5,1,4,1,3,9,33.3,6,7,2,5,6,12,11,0,"MF,FW",30-34,Midfielder,Ghana,Africa
327,Antonin Bobichon,FRA,Angers,Ligue 1,2021,25.0,1995.0,0.4,1,0,0,1,0,0,0,,0,0,0,0,1,2,0,0,"MF,FW",25-29,Midfielder,France,Europe
328,Herbert Bockhorn,GER,Bochum,Bundesliga,2021,26.0,1995.0,9.4,20,14,13,4,3,12,20,60.0,8,10,1,9,14,34,18,0,DF,25-29,Defender,Germany,Europe
329,Jean-Paul Boëtius,NED,Mainz 05,Bundesliga,2021,27.0,1994.0,20.0,40,23,18,17,5,22,53,41.5,31,41,3,38,25,65,11,0,MF,25-29,Midfielder,Netherlands,Europe
332,Luka Bogdan,CRO,Salernitana,Serie A,2021,25.0,1996.0,4.4,6,3,6,0,0,4,8,50.0,4,3,2,1,6,12,21,0,DF,25-29,Defender,Croatia,Europe
334,Quentin Boisgard,FRA,Lorient,Ligue 1,2021,24.0,1997.0,10.6,19,11,6,10,3,8,17,47.1,9,15,0,15,6,25,5,0,"MF,FW",20-24,Midfielder,France,Europe
335,Charles Boli,FRA,Lens,Ligue 1,2021,22.0,1998.0,0.4,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0,"MF,DF",20-24,Midfielder,France,Europe
336,Willy Boly,CIV,Wolves,Premier League,2021,30.0,1991.0,10.0,25,19,18,7,0,8,15,53.3,7,14,6,8,14,39,35,0,DF,30-34,Defender,Ivory Coast,Africa
337,Giacomo Bonaventura,ITA,Fiorentina,Serie A,2021,31.0,1989.0,25.2,33,17,12,16,5,21,46,45.7,25,20,2,18,14,47,9,1,MF,30-34,Midfielder,Italy,Europe
338,Federico Bonazzoli,ITA,Salernitana,Serie A,2021,24.0,1997.0,20.7,24,12,9,8,7,6,25,24.0,19,17,1,16,6,30,7,0,"FW,MF",20-24,Forward,Italy,Europe
339,Tarsis Bonga,GER,Bochum,Bundesliga,2021,24.0,1997.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,"MF,FW",20-24,Midfielder,Germany,Europe
340,Kevin Bonifazi,ITA,Bologna,Serie A,2021,25.0,1996.0,13.4,25,16,16,7,2,13,14,92.9,1,22,7,15,16,41,35,0,DF,25-29,Defender,Italy,Europe
341,Solomon Bonnah,NED,RB Leipzig,Bundesliga,2021,17.0,2003.0,0.1,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,DF,Under 20,Defender,Netherlands,Europe
343,Sebastiaan Bornauw,BEL,Wolfsburg,Bundesliga,2021,22.0,1999.0,22.3,30,19,23,5,2,16,25,64.0,9,29,8,21,42,72,97,1,DF,20-24,Defender,Belgium,Europe
344,Rafael Borré,COL,Eint Frankfurt,Bundesliga,2021,25.0,1995.0,26.4,31,22,4,13,14,7,33,21.2,26,24,4,20,5,36,9,0,FW,25-29,Forward,Colombia,South America
345,Sven Botman,NED,Lille,Ligue 1,2021,21.0,2000.0,25.0,24,11,13,11,0,12,18,66.7,6,32,21,11,26,50,116,0,DF,20-24,Defender,Netherlands,Europe
346,Denis Bouanga,GAB,Saint-Étienne,Ligue 1,2021,26.0,1994.0,27.1,46,25,14,13,19,22,63,34.9,41,30,0,30,8,54,34,1,"FW,MF",25-29,Forward,Gabon,Africa
347,Hicham Boudaoui,ALG,Nice,Ligue 1,2021,21.0,1999.0,18.0,31,18,15,10,6,13,36,36.1,23,17,4,13,18,49,15,0,MF,20-24,Midfielder,Algeria,Africa
348,Ryad Boudebouz,ALG,Saint-Étienne,Ligue 1,2021,31.0,1990.0,25.0,27,15,11,12,4,12,29,41.4,17,17,2,15,10,37,5,0,"MF,FW",30-34,Midfielder,Algeria,Africa
350,Farid Boulaya,ALG,Metz,Ligue 1,2021,28.0,1993.0,17.0,18,10,7,9,2,14,38,36.8,24,8,2,6,12,30,5,0,"MF,FW",25-29,Midfielder,Algeria,Africa
354,Benjamin Bourigeaud,FRA,Rennes,Ligue 1,2021,27.0,1994.0,35.5,46,24,16,18,12,24,67,35.8,43,33,3,30,30,76,44,0,"FW,MF",25-29,Forward,France,Europe
356,Edoardo Bove,ITA,Roma,Serie A,2021,19.0,2002.0,0.8,1,1,1,0,0,0,2,0.0,2,1,0,1,1,2,0,0,"MF,DF",Under 20,Midfielder,Italy,Europe
357,Jarrod Bowen,ENG,West Ham,Premier League,2021,24.0,1996.0,33.1,36,20,20,11,5,17,44,38.6,27,29,2,27,21,57,14,0,FW,20-24,Forward,England,Europe
359,Lucas Boyé,ARG,Elche,La Liga,2021,25.0,1996.0,19.0,27,13,5,15,7,9,24,37.5,15,24,1,23,2,29,23,0,FW,25-29,Forward,Argentina,South America
360,Domagoj Bradarić,CRO,Lille,Ligue 1,2021,21.0,1999.0,4.6,11,9,8,2,1,7,12,58.3,5,5,2,3,10,21,7,1,DF,20-24,Defender,Croatia,Europe
363,Martin Braithwaite,DEN,Barcelona,La Liga,2021,30.0,1991.0,2.6,1,1,0,0,1,0,0,,0,2,0,2,1,2,1,0,FW,30-34,Forward,Denmark,Europe
364,Julian Brandt,GER,Dortmund,Bundesliga,2021,25.0,1996.0,23.1,37,19,13,20,4,17,54,31.5,37,19,2,17,24,61,14,1,"MF,FW",25-29,Midfielder,Germany,Europe
365,Jarrad Branthwaite,ENG,Everton,Premier League,2021,19.0,2002.0,4.3,4,1,3,1,0,3,8,37.5,5,3,2,1,1,5,20,0,DF,Under 20,Defender,England,Europe
367,Lilian Brassier,FRA,Brest,Ligue 1,2021,21.0,1999.0,25.1,40,24,23,13,4,10,21,47.6,11,31,21,10,32,72,86,0,DF,20-24,Defender,France,Europe
368,Claudio Bravo,CHI,Betis,La Liga,2021,38.0,1983.0,16.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,2,GK,35-39,Goalkeeper,Chile,South America
370,Fabian Bredlow,GER,Stuttgart,Bundesliga,2021,26.0,1995.0,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,GK,25-29,Goalkeeper,Germany,Europe
374,Jimmy Briand,FRA,Bordeaux,Ligue 1,2021,35.0,1985.0,2.5,2,0,2,0,0,0,2,0.0,2,0,0,0,1,3,2,0,"FW,MF",35-39,Forward,France,Europe
377,Armando Broja,ALB,Southampton,Premier League,2021,19.0,2001.0,21.9,12,5,2,7,3,2,9,22.2,7,17,1,16,3,15,11,0,FW,Under 20,Forward,Albania,Europe
378,Dylan Bronn,TUN,Metz,Ligue 1,2021,26.0,1995.0,28.3,47,29,33,13,1,20,31,64.5,11,32,19,13,40,87,78,1,DF,25-29,Defender,Tunisia,Africa
379,John Brooks,USA,Wolfsburg,Bundesliga,2021,28.0,1993.0,29.1,47,25,25,18,4,36,60,60.0,24,33,19,14,41,88,125,1,DF,25-29,Defender,United States,North America
380,Daniel Brosinski,GER,Mainz 05,Bundesliga,2021,33.0,1988.0,4.3,2,1,1,1,0,1,1,100.0,0,6,0,6,3,5,9,0,DF,30-34,Defender,Germany,Europe
381,Josh Brownhill,ENG,Burnley,Premier League,2021,25.0,1995.0,32.8,73,37,25,42,6,21,53,39.6,32,37,12,25,68,141,42,1,MF,25-29,Midfielder,England,Europe
383,Cédric Brunner,SUI,Arminia,Bundesliga,2021,27.0,1994.0,24.3,51,35,29,20,2,25,49,51.0,24,27,10,17,43,94,84,0,DF,25-29,Defender,Switzerland,Europe
385,Jacob Bruun Larsen,DEN,Hoffenheim,Bundesliga,2021,22.0,1998.0,9.0,2,1,1,1,0,0,5,0.0,5,14,3,11,5,7,5,2,"FW,MF",20-24,Forward,Denmark,Europe
386,Ante Budimir,CRO,Osasuna,La Liga,2021,30.0,1991.0,19.3,24,10,3,15,6,6,19,31.6,13,22,4,18,3,27,16,0,FW,30-34,Forward,Croatia,Europe
388,Osman Bukari,GHA,Nantes,Ligue 1,2021,22.0,1998.0,11.2,18,8,7,6,5,8,22,36.4,14,8,0,8,8,26,1,0,"FW,MF",20-24,Forward,Ghana,Africa
390,Alessandro Buongiorno,ITA,Torino,Serie A,2021,22.0,1999.0,13.1,20,9,9,8,3,9,13,69.2,4,12,6,6,31,51,44,0,DF,20-24,Defender,Italy,Europe
391,Sascha Burchert,GER,Greuther Fürth,Bundesliga,2021,31.0,1989.0,14.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,11,1,GK,30-34,Goalkeeper,Germany,Europe
392,Delano Burgzorg,SUR,Mainz 05,Bundesliga,2021,22.0,1998.0,0.3,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,MF,20-24,Midfielder,Suriname,South America
393,Jonathan Burkardt,GER,Mainz 05,Bundesliga,2021,21.0,2000.0,29.0,17,8,0,10,7,6,25,24.0,19,31,5,26,8,25,16,0,"FW,MF",20-24,Forward,Germany,Europe
394,Roman Bürki,SUI,Dortmund,Bundesliga,2021,30.0,1990.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Switzerland,Europe
395,Dan Burn,ENG,Newcastle Utd,Premier League,2021,29.0,1992.0,16.0,16,11,11,4,1,7,11,63.6,4,22,14,8,20,36,101,0,DF,25-29,Defender,England,Europe
396,Dan Burn,ENG,Brighton,Premier League,2021,29.0,1992.0,11.4,22,12,13,8,1,6,15,40.0,9,14,10,4,24,46,51,0,DF,25-29,Defender,England,Europe
398,Gianluca Busio,USA,Venezia,Serie A,2021,19.0,2002.0,21.7,53,28,27,20,6,28,63,44.4,35,45,13,32,21,74,30,1,MF,Under 20,Midfielder,United States,North America
404,Sam Byram,ENG,Norwich City,Premier League,2021,27.0,1993.0,11.4,24,15,17,6,1,19,27,70.4,8,21,11,10,22,46,48,0,DF,25-29,Defender,England,Europe
406,Willy Caballero,ARG,Southampton,Premier League,2021,39.0,1981.0,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,GK,35-39,Goalkeeper,Argentina,South America
407,Rémy Cabella,FRA,Montpellier,Ligue 1,2021,31.0,1990.0,3.5,15,7,4,8,3,5,15,33.3,10,7,0,7,5,20,1,0,"MF,FW",30-34,Midfielder,France,Europe
408,Jimmy Cabot,FRA,Angers,Ligue 1,2021,27.0,1994.0,22.3,81,44,59,15,7,47,83,56.6,36,29,0,29,32,113,30,0,DF,25-29,Defender,France,Europe
411,Leandro Cabrera,URU,Espanyol,La Liga,2021,30.0,1991.0,37.0,37,24,27,10,0,21,34,61.8,13,32,23,9,44,81,222,2,DF,30-34,Defender,Uruguay,South America
412,Liberato Cacace,NZL,Empoli,Serie A,2021,20.0,2000.0,5.2,15,6,8,4,3,8,8,100.0,0,7,2,5,8,23,9,0,DF,20-24,Defender,New Zealand,Oceania
413,Martín Cáceres,URU,Cagliari,Serie A,2021,34.0,1987.0,9.2,13,7,5,5,3,4,12,33.3,8,12,3,9,14,27,21,0,DF,30-34,Defender,Uruguay,South America
414,Martín Cáceres,URU,Levante,La Liga,2021,34.0,1987.0,7.4,2,2,2,0,0,1,5,20.0,4,2,2,0,11,13,16,1,DF,30-34,Defender,Uruguay,South America
415,Anthony Caci,FRA,Strasbourg,Ligue 1,2021,24.0,1997.0,26.6,65,34,35,24,6,33,55,60.0,22,22,3,19,33,98,49,1,DF,20-24,Defender,France,Europe
416,Mathieu Cafaro,FRA,Reims,Ligue 1,2021,24.0,1997.0,2.1,4,2,3,1,0,0,7,0.0,7,2,0,2,3,7,1,0,"MF,FW",20-24,Midfielder,France,Europe
417,Yannick Cahuzac,FRA,Lens,Ligue 1,2021,36.0,1985.0,6.9,5,2,2,3,0,0,5,0.0,5,8,2,6,9,14,12,0,MF,35-39,Midfielder,France,Europe
418,Felipe Caicedo,ECU,Genoa,Serie A,2021,32.0,1988.0,3.2,3,3,0,2,1,0,1,0.0,1,1,0,1,0,3,4,0,FW,30-34,Forward,Ecuador,South America
419,Felipe Caicedo,ECU,Inter,Serie A,2021,32.0,1988.0,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,"FW,DF",30-34,Forward,Ecuador,South America
420,Moisés Caicedo,ECU,Brighton,Premier League,2021,19.0,2001.0,7.3,16,10,7,7,2,5,12,41.7,7,18,4,14,10,26,7,0,MF,Under 20,Midfielder,Ecuador,South America
421,Marc-Aurèle Caillard,FRA,Metz,Ligue 1,2021,27.0,1994.0,17.1,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,9,1,GK,25-29,Goalkeeper,France,Europe
422,Jens Cajuste,SWE,Reims,Ligue 1,2021,21.0,1999.0,4.0,10,6,6,2,2,6,17,35.3,11,7,2,5,5,15,6,0,"MF,FW",20-24,Midfielder,Sweden,Europe
424,Davide Calabria,ITA,Milan,Serie A,2021,24.0,1996.0,23.5,62,37,31,23,8,37,72,51.4,35,25,5,20,23,85,40,1,DF,20-24,Defender,Italy,Europe
425,Riccardo Calafiori,ITA,Genoa,Serie A,2021,19.0,2002.0,0.9,1,0,0,0,1,1,2,50.0,1,2,1,1,2,3,4,0,DF,Under 20,Defender,Italy,Europe
426,Riccardo Calafiori,ITA,Roma,Serie A,2021,19.0,2002.0,1.9,5,4,2,2,1,1,5,20.0,4,3,0,3,3,8,1,0,DF,Under 20,Defender,Italy,Europe
427,Mattia Caldara,ITA,Venezia,Serie A,2021,27.0,1994.0,30.0,48,28,30,15,3,20,34,58.8,14,49,37,12,62,110,147,1,DF,25-29,Defender,Italy,Europe
431,Hakan Çalhanoğlu,TUR,Inter,Serie A,2021,27.0,1994.0,27.6,41,23,16,19,6,11,40,27.5,29,29,5,24,25,66,12,0,MF,25-29,Midfielder,Turkey,Asia
432,Daniel Caligiuri,ITA,Augsburg,Bundesliga,2021,33.0,1988.0,22.3,46,30,17,26,3,27,72,37.5,45,36,5,31,18,64,33,0,"DF,MF",30-34,Defender,Italy,Europe
435,Dominic Calvert-Lewin,ENG,Everton,Premier League,2021,24.0,1997.0,14.3,11,8,1,6,4,3,8,37.5,5,5,2,3,3,14,12,0,FW,20-24,Forward,England,Europe
436,Mahdi Camara,FRA,Saint-Étienne,Ligue 1,2021,23.0,1998.0,34.1,101,57,39,50,12,39,70,55.7,31,44,8,36,57,158,35,1,"MF,DF",20-24,Midfielder,France,Europe
437,Mamadou Camara,MLI,Troyes,Ligue 1,2021,20.0,2001.0,0.4,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,FW,20-24,Forward,Mali,Africa
437,Mamadou Camara,MLI,Troyes,Ligue 1,2021,20.0,2001.0,0.4,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,FW,20-24,Forward,Mali,Africa
437,Mamadou Camara,MLI,Troyes,Ligue 1,2021,20.0,2001.0,0.4,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,FW,20-24,Forward,Mali,Africa
437,Mamadou Camara,MLI,Troyes,Ligue 1,2021,20.0,2001.0,0.4,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,FW,20-24,Forward,Mali,Africa
439,Eduardo Camavinga,FRA,Real Madrid,La Liga,2021,18.0,2002.0,13.7,52,35,22,20,10,20,38,52.6,18,20,2,18,17,69,14,1,MF,Under 20,Midfielder,France,Europe
440,Eduardo Camavinga,FRA,Rennes,Ligue 1,2021,18.0,2002.0,1.6,4,1,2,1,1,2,5,40.0,3,1,1,0,1,5,3,0,MF,Under 20,Midfielder,France,Europe
441,Andrea Cambiaso,ITA,Genoa,Serie A,2021,21.0,2000.0,19.9,46,20,28,14,4,18,32,56.3,14,33,8,25,23,69,37,1,DF,20-24,Defender,Italy,Europe
444,Emre Can,GER,Dortmund,Bundesliga,2021,27.0,1994.0,18.8,36,22,20,16,0,15,30,50.0,15,26,10,16,36,72,40,2,"DF,MF",25-29,Defender,Germany,Europe
446,Matteo Cancellieri,ITA,Hellas Verona,Serie A,2021,19.0,2002.0,2.5,4,4,2,2,0,0,5,0.0,5,2,0,2,1,5,0,0,"MF,DF",Under 20,Midfielder,Italy,Europe
447,João Cancelo,POR,Manchester City,Premier League,2021,27.0,1994.0,35.9,83,54,33,35,15,46,91,50.5,45,25,3,22,59,142,45,1,DF,25-29,Defender,Portugal,Europe
448,Fali Candé,GNB,Metz,Ligue 1,2021,23.0,1998.0,10.8,30,18,13,15,2,13,31,41.9,18,11,2,9,6,36,21,0,DF,20-24,Defender,Guinea-Bissau,Africa
449,Antonio Candreva,ITA,Sampdoria,Serie A,2021,34.0,1987.0,34.7,27,16,9,11,7,19,55,34.5,36,23,2,21,33,60,19,0,"MF,FW",30-34,Midfielder,Italy,Europe
454,Pierrick Capelle,FRA,Angers,Ligue 1,2021,34.0,1987.0,13.3,36,24,16,17,3,18,52,34.6,34,12,1,11,16,52,20,0,"MF,DF",30-34,Midfielder,France,Europe
455,Leonardo Capezzi,ITA,Salernitana,Serie A,2021,26.0,1995.0,1.9,3,1,0,3,0,1,4,25.0,3,8,4,4,0,3,2,0,MF,25-29,Midfielder,Italy,Europe
456,Étienne Capoue,FRA,Villarreal,La Liga,2021,33.0,1988.0,25.4,44,26,18,23,3,15,28,53.6,13,17,5,12,35,79,51,0,MF,30-34,Midfielder,France,Europe
457,Gianluca Caprari,ITA,Hellas Verona,Serie A,2021,28.0,1993.0,30.4,43,25,10,22,11,17,51,33.3,34,32,0,32,4,47,7,0,"MF,FW",25-29,Midfielder,Italy,Europe
458,Francesco Caputo,ITA,Sampdoria,Serie A,2021,33.0,1987.0,31.0,5,2,1,3,1,1,6,16.7,5,5,0,5,2,7,10,0,FW,30-34,Forward,Italy,Europe
459,Francesco Caputo,ITA,Sassuolo,Serie A,2021,33.0,1987.0,1.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,30-34,Forward,Italy,Europe
460,Maxence Caqueret,FRA,Lyon,Ligue 1,2021,21.0,2000.0,25.9,73,40,29,36,8,30,80,37.5,50,38,10,28,43,116,26,2,MF,20-24,Midfielder,France,Europe
461,Andrea Carboni,ITA,Cagliari,Serie A,2021,20.0,2001.0,24.6,53,24,33,16,4,19,42,45.2,23,42,15,27,27,80,87,0,DF,20-24,Defender,Italy,Europe
464,Irvin Cardona,FRA,Brest,Ligue 1,2021,23.0,1997.0,14.8,13,7,5,4,4,3,16,18.8,13,10,0,10,5,18,17,0,"FW,MF",20-24,Forward,France,Europe
469,Yannick Carrasco,BEL,Atlético Madrid,La Liga,2021,27.0,1993.0,28.7,34,19,16,12,6,19,44,43.2,25,26,5,21,19,53,12,2,"FW,MF",25-29,Forward,Belgium,Europe
470,Guido Carrillo,ARG,Elche,La Liga,2021,30.0,1991.0,13.0,7,4,2,4,1,3,13,23.1,10,9,2,7,1,8,27,0,FW,30-34,Forward,Argentina,South America
472,William Carvalho,POR,Betis,La Liga,2021,29.0,1992.0,20.1,49,33,20,25,4,15,40,37.5,25,18,7,11,16,65,20,0,MF,25-29,Midfielder,Portugal,Europe
473,Nicolò Casale,ITA,Hellas Verona,Serie A,2021,23.0,1998.0,28.7,46,30,25,19,2,21,37,56.8,16,31,12,19,49,95,95,0,DF,20-24,Defender,Italy,Europe
474,Casemiro,BRA,Real Madrid,La Liga,2021,29.0,1992.0,28.5,79,51,45,30,4,30,67,44.8,37,65,19,46,38,117,65,3,MF,25-29,Midfielder,Brazil,South America
478,Francesco Cassata,ITA,Genoa,Serie A,2021,24.0,1997.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,MF,20-24,Midfielder,Italy,Europe
479,Timothy Castagne,BEL,Leicester City,Premier League,2021,25.0,1995.0,23.6,67,31,38,22,7,27,43,62.8,16,28,9,19,29,96,54,1,DF,25-29,Defender,Belgium,Europe
480,Koen Casteels,BEL,Wolfsburg,Bundesliga,2021,29.0,1992.0,28.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,2,GK,25-29,Goalkeeper,Belgium,Europe
481,Jean-Charles Castelletto,CMR,Nantes,Ligue 1,2021,26.0,1995.0,27.9,45,24,27,17,1,25,35,71.4,10,38,27,11,30,75,73,0,DF,25-29,Defender,Cameroon,Africa
483,Gonzalo Castro,GER,Arminia,Bundesliga,2021,34.0,1987.0,4.8,8,3,4,4,0,1,5,20.0,4,3,0,3,3,11,3,0,"MF,FW",30-34,Midfielder,Germany,Europe
485,Gaetano Castrovilli,ITA,Fiorentina,Serie A,2021,24.0,1997.0,15.5,25,17,15,6,4,12,23,52.2,11,18,4,14,11,36,6,0,MF,20-24,Midfielder,Italy,Europe
486,Danilo Cataldi,ITA,Lazio,Serie A,2021,26.0,1994.0,19.0,36,17,15,17,4,12,38,31.6,26,24,12,12,17,53,19,1,MF,25-29,Midfielder,Italy,Europe
489,Edinson Cavani,URU,Manchester Utd,Premier League,2021,34.0,1987.0,8.5,4,1,0,3,1,2,8,25.0,6,6,0,6,2,6,8,0,FW,30-34,Forward,Uruguay,South America
491,Pietro Ceccaroni,ITA,Venezia,Serie A,2021,25.0,1995.0,34.7,55,31,33,18,4,25,36,69.4,11,45,32,13,30,85,143,0,DF,25-29,Defender,Italy,Europe
494,Zeki Çelik,TUR,Lille,Ligue 1,2021,24.0,1997.0,30.0,64,37,43,17,4,36,63,57.1,27,32,9,23,43,107,62,2,DF,20-24,Defender,Turkey,Asia
495,Fabien Centonze,FRA,Metz,Ligue 1,2021,25.0,1996.0,17.6,33,21,22,9,2,13,32,40.6,19,37,8,29,32,65,51,0,DF,25-29,Defender,France,Europe
496,Luca Ceppitelli,ITA,Cagliari,Serie A,2021,31.0,1989.0,16.1,23,12,13,10,0,16,27,59.3,11,21,14,7,25,48,54,0,DF,30-34,Defender,Italy,Europe
497,Franco Cervi,ARG,Celta Vigo,La Liga,2021,27.0,1994.0,20.0,73,41,35,22,16,33,77,42.9,44,38,2,36,21,94,19,0,MF,25-29,Midfielder,Argentina,South America
498,Damir Ceter,COL,Cagliari,Serie A,2021,23.0,1997.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Colombia,South America
501,El Chadaille Bitshiabu,FRA,Paris S-G,Ligue 1,2021,16.0,2005.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,DF,Under 20,Defender,France,Europe
502,Nassim Chadli,FRA,Troyes,Ligue 1,2021,20.0,2001.0,1.1,5,3,3,0,2,2,4,50.0,2,1,0,1,0,5,0,0,"MF,DF",20-24,Midfielder,France,Europe
