rk,player,nation,squad,comp,season,age,born,ninety_mins_played,ga,penalties_allowed,free_kick_goals_allowed,corner_goals_allowed,own_goals,post_shot_xg,post_shot_xg_on_target,post_shot_xg_minus_ga,post_shot_xg_minus_ga_per_90,passes_completed_plus_40_yards,passes_attempted_plus_40_yards,passes_pct_plus_40_yards,total_passes_attempted,throws_attempted,launch_pct,avg_pass_length,goal_kicks_attempted,goal_kick_launch_pct,avg_goal_kick_length,crosses_faced,crosses_stopped,crosses_stopped_pct,defensive_actions_outside_penalty_area,defensive_opa_per_90,avg_defensive_action_distance,position,age_range,general_position,country,continent
121,Florian Müller,GER,Mainz 05,Bundesliga,2018,20,1997,24.0,43,3,0,6,0,39.0,0.30,-4.0,-0.17,157,424,37.0,629,105,42.3,37.7,205,77.1,55.1,356,12,3.4,25,1.04,15.0,GK,20-24,Goalkeeper,Germany,Europe
122,Juan Musso,ARG,Udinese,Serie A,2018,24,1994,29.0,40,8,0,6,1,42.4,0.25,+3.4,+0.12,237,540,43.9,559,106,51.0,38.6,313,81.5,51.2,593,17,2.9,10,0.34,9.8,GK,20-24,Goalkeeper,Argentina,South America
123,Yvon Mvogo,SUI,RB Leipzig,Bundesliga,2018,24,1994,1.5,2,1,0,0,0,1.8,0.19,-0.2,-0.17,5,10,50.0,25,4,32.0,35.1,6,33.3,35.3,10,0,0.0,2,1.33,14.2,GK,20-24,Goalkeeper,Switzerland,Europe
124,Keylor Navas,CRC,Real Madrid,La Liga,2018,31,1986,10.0,8,0,0,2,0,10.0,0.32,+2.0,+0.20,30,85,35.3,239,64,24.7,31.4,61,42.6,43.4,101,5,5.0,16,1.60,18.1,GK,30-34,Goalkeeper,Costa Rica,North America
125,Neto,BRA,Valencia,La Liga,2018,29,1989,34.0,34,7,2,5,2,39.8,0.24,+7.8,+0.23,162,499,32.5,574,158,47.6,39.4,275,82.2,57.4,562,10,1.8,16,0.47,12.5,GK,25-29,Goalkeeper,Brazil,South America
126,Manuel Neuer,GER,Bayern Munich,Bundesliga,2018,32,1986,25.6,23,3,0,2,1,19.8,0.31,-2.2,-0.08,92,210,43.8,794,114,23.8,28.8,128,16.4,31.3,188,10,5.3,44,1.72,20.6,GK,30-34,Goalkeeper,Germany,Europe
127,Will Norris,ENG,Wolves,Premier League,2018,24,1993,0.0,0,0,0,0,0,0.0,,0.0,0.00,0,0,,0,0,,,0,,,0,0,,0,0.00,,GK,20-24,Goalkeeper,England,Europe
128,Alexander Nübel,GER,Schalke 04,Bundesliga,2018,21,1996,17.6,29,3,0,0,0,29.9,0.32,+0.9,+0.05,113,274,41.2,385,56,43.9,36.7,134,78.4,53.3,229,11,4.8,11,0.62,13.6,GK,20-24,Goalkeeper,Germany,Europe
131,Alexandre Olliero,FRA,Nantes,Ligue 1,2018,22,1996,1.0,1,1,0,0,0,1.0,0.00,0.0,-0.02,4,9,44.4,20,4,30.0,37.6,3,100.0,77.0,11,0,0.0,2,2.00,18.3,GK,20-24,Goalkeeper,France,Europe
132,Robin Olsen,SWE,Roma,Serie A,2018,28,1990,27.0,42,4,0,5,1,37.0,0.26,-4.0,-0.15,142,324,43.8,652,159,32.8,33.4,214,51.4,45.1,413,10,2.4,25,0.93,14.5,GK,25-29,Goalkeeper,Sweden,Europe
133,David Ospina,COL,Napoli,Serie A,2018,29,1988,16.2,20,1,1,3,0,16.4,0.25,-3.6,-0.22,43,134,32.1,347,70,23.9,29.5,115,44.3,38.9,186,12,6.5,10,0.62,13.0,GK,25-29,Goalkeeper,Colombia,South America
134,Ramazan Özcan,AUT,Leverkusen,Bundesliga,2018,34,1984,2.0,5,1,0,1,1,4.9,0.24,+0.9,+0.43,12,38,31.6,54,7,53.7,40.5,14,64.3,47.8,23,1,4.3,2,1.00,10.9,GK,30-34,Goalkeeper,Austria,Europe
136,Rui Patrício,POR,Wolves,Premier League,2018,30,1988,37.0,46,3,1,6,4,39.3,0.27,-2.7,-0.07,213,541,39.4,579,103,52.8,39.1,284,82.7,50.5,493,14,2.8,18,0.49,12.1,GK,30-34,Goalkeeper,Portugal,Europe
138,Gianluca Pegolo,ITA,Sassuolo,Serie A,2018,37,1981,2.3,4,0,0,2,0,3.8,0.34,-0.2,-0.10,17,37,45.9,45,9,40.0,35.1,29,65.5,44.2,33,1,3.0,0,0.00,7.3,GK,35-39,Goalkeeper,Italy,Europe
139,Yohann Pelé,FRA,Marseille,Ligue 1,2018,35,1982,7.6,12,4,1,0,0,10.7,0.24,-1.3,-0.17,38,76,50.0,185,41,28.1,30.6,57,42.1,37.5,85,4,4.7,9,1.19,15.0,GK,35-39,Goalkeeper,France,Europe
140,Mattia Perin,ITA,Juventus,Serie A,2018,25,1992,9.0,8,1,0,1,0,8.4,0.28,+0.4,+0.05,36,79,45.6,161,39,29.8,31.0,68,45.6,40.0,116,2,1.7,3,0.33,10.1,GK,25-29,Goalkeeper,Italy,Europe
141,Pavao Pervan,AUT,Wolfsburg,Bundesliga,2018,30,1987,8.5,11,0,0,0,0,11.9,0.30,+0.9,+0.10,67,140,47.9,270,38,34.4,34.0,75,62.7,48.9,132,3,2.3,2,0.24,10.9,GK,30-34,Goalkeeper,Austria,Europe
142,Jordan Pickford,ENG,Everton,Premier League,2018,24,1994,38.0,46,2,2,9,2,45.3,0.30,+1.3,+0.03,253,724,34.9,979,152,54.0,42.3,291,67.0,53.7,431,14,3.2,40,1.05,17.3,GK,20-24,Goalkeeper,England,Europe
143,Carlo Pinsoglio,ITA,Juventus,Serie A,2018,28,1990,1.0,2,0,1,0,0,1.0,0.32,-1.0,-1.03,6,10,60.0,22,6,22.7,30.8,14,35.7,35.8,15,0,0.0,0,0.00,5.0,GK,25-29,Goalkeeper,Italy,Europe
144,Luca Plogmann,GER,Werder Bremen,Bundesliga,2018,18,2000,0.4,1,1,0,0,0,1.0,0.00,0.0,-0.05,2,2,100.0,3,2,0.0,14.3,3,66.7,45.7,8,0,0.0,0,0.00,,GK,Under 20,Goalkeeper,Germany,Europe
145,Giacomo Poluzzi,ITA,SPAL,Serie A,2018,30,1988,0.1,0,0,0,0,0,0.0,,0.0,0.00,0,0,,3,0,0.0,18.7,0,,,0,0,,0,0.00,17.0,GK,30-34,Goalkeeper,Italy,Europe
146,Gaëtan Poussin,FRA,Bordeaux,Ligue 1,2018,19,1999,1.0,0,0,0,0,0,0.2,0.23,+0.2,+0.23,8,23,34.8,22,2,50.0,38.4,13,92.3,52.6,22,0,0.0,0,0.00,14.0,GK,Under 20,Goalkeeper,France,Europe
147,Silvio Proto,BEL,Lazio,Serie A,2018,35,1983,2.0,4,0,0,0,0,4.2,0.33,+0.2,+0.10,17,35,48.6,42,5,50.0,41.4,22,63.6,47.0,37,1,2.7,2,1.00,19.2,GK,35-39,Goalkeeper,Belgium,Europe
148,Ivan Provedel,ITA,Empoli,Serie A,2018,24,1994,16.0,36,3,0,4,1,29.3,0.26,-5.7,-0.36,73,185,39.5,361,103,35.5,34.5,123,46.3,40.0,279,12,4.3,8,0.50,12.2,GK,20-24,Goalkeeper,Italy,Europe
149,Ionuț Radu,ROU,Genoa,Serie A,2018,21,1997,33.0,46,5,0,7,1,45.2,0.27,+0.2,+0.01,242,698,34.7,661,100,64.8,46.7,294,91.8,61.7,522,14,2.7,14,0.42,11.6,GK,20-24,Goalkeeper,Romania,Europe
151,Michael Rensing,GER,Düsseldorf,Bundesliga,2018,34,1984,32.0,62,7,1,7,0,54.3,0.30,-7.7,-0.24,223,563,39.6,688,147,43.2,36.7,318,83.6,54.9,537,27,5.0,3,0.09,9.2,GK,30-34,Goalkeeper,Germany,Europe
152,Baptiste Reynet,FRA,Toulouse,Ligue 1,2018,27,1990,30.0,45,4,1,4,1,43.5,0.27,-0.5,-0.02,211,555,38.0,789,138,44.9,37.8,312,64.4,47.7,498,15,3.0,32,1.07,15.4,GK,25-29,Goalkeeper,France,Europe
156,Francesco Rossi,ITA,Atalanta,Serie A,2018,27,1991,0.0,0,0,0,0,0,0.0,,0.0,0.00,1,1,100.0,1,0,100.0,50.0,0,,,0,0,,0,0.00,,GK,25-29,Goalkeeper,Italy,Europe
157,John Ruddy,ENG,Wolves,Premier League,2018,31,1986,1.0,0,0,0,0,0,0.1,0.05,+0.1,+0.14,5,11,45.5,14,2,35.7,37.9,7,85.7,49.7,15,1,6.7,0,0.00,11.0,GK,30-34,Goalkeeper,England,Europe
158,Stéphane Ruffier,FRA,Saint-Étienne,Ligue 1,2018,31,1986,37.0,40,7,0,7,0,47.3,0.27,+7.3,+0.20,171,570,30.0,872,159,43.2,36.4,320,60.3,44.1,475,11,2.3,18,0.49,12.8,GK,30-34,Goalkeeper,France,Europe
159,Gerónimo Rulli,ARG,Real Sociedad,La Liga,2018,26,1992,27.0,35,2,1,10,2,29.7,0.25,-3.3,-0.12,155,430,36.0,872,107,32.2,32.7,218,68.3,49.3,430,23,5.3,31,1.15,14.4,GK,25-29,Goalkeeper,Argentina,South America
160,Mathew Ryan,AUS,Brighton,Premier League,2018,26,1992,34.0,55,8,1,5,0,51.2,0.29,-3.8,-0.11,302,735,41.1,702,100,61.7,42.7,324,93.2,58.8,506,17,3.4,11,0.32,11.6,GK,25-29,Goalkeeper,Australia,Oceania
161,Frederik Rønnow,DEN,Eint Frankfurt,Bundesliga,2018,25,1992,1.4,0,0,0,0,0,0.7,0.10,+0.7,+0.52,20,40,50.0,42,3,66.7,44.6,13,92.3,59.9,16,1,6.3,0,0.00,9.0,GK,25-29,Goalkeeper,Denmark,Europe
162,Samuel Şahin-Radlinger,AUT,Hannover 96,Bundesliga,2018,25,1992,1.0,2,0,0,0,0,1.3,0.36,-0.7,-0.66,9,15,60.0,18,3,44.4,38.3,8,87.5,58.0,8,1,12.5,4,4.00,20.7,GK,25-29,Goalkeeper,Austria,Europe
163,Brice Samba,FRA,Caen,Ligue 1,2018,24,1994,38.0,54,6,4,5,2,65.9,0.31,+13.9,+0.37,356,772,46.1,913,178,56.7,41.3,316,80.4,54.6,606,37,6.1,16,0.42,11.7,GK,20-24,Goalkeeper,France,Europe
165,Kasper Schmeichel,DEN,Leicester City,Premier League,2018,31,1986,38.0,48,5,0,4,0,40.0,0.26,-8.0,-0.21,282,639,44.1,935,127,44.3,37.7,310,72.6,52.3,534,12,2.2,25,0.66,12.5,GK,30-34,Goalkeeper,Denmark,Europe
166,Alexander Schwolow,GER,Freiburg,Bundesliga,2018,26,1992,33.0,60,7,0,11,0,57.2,0.31,-2.8,-0.09,258,636,40.6,940,142,39.8,36.7,330,79.4,59.4,545,13,2.4,29,0.88,14.8,GK,25-29,Goalkeeper,Germany,Europe
167,Simone Scuffet,ITA,Udinese,Serie A,2018,22,1996,9.0,13,1,0,0,0,13.4,0.33,+0.4,+0.05,65,140,46.4,171,33,44.4,36.0,93,68.8,46.0,142,2,1.4,4,0.44,10.0,GK,20-24,Goalkeeper,Italy,Europe
168,Andrea Seculin,ITA,Chievo,Serie A,2018,28,1990,1.0,7,0,0,1,0,4.7,0.40,-2.3,-2.26,6,13,46.2,19,3,52.6,37.1,5,60.0,47.0,6,0,0.0,2,1.98,19.7,GK,25-29,Goalkeeper,Italy,Europe
169,Matz Sels,BEL,Strasbourg,Ligue 1,2018,26,1992,37.0,48,7,3,4,1,45.0,0.25,-2.0,-0.05,256,649,39.4,815,186,48.3,39.3,327,78.0,55.1,566,26,4.6,30,0.81,12.3,GK,25-29,Goalkeeper,Belgium,Europe
170,Adrian Šemper,CRO,Chievo,Serie A,2018,20,1998,6.0,8,0,0,1,0,8.1,0.26,+0.1,+0.02,44,115,38.3,143,26,47.6,39.8,52,90.4,55.1,148,11,7.4,3,0.50,9.1,GK,20-24,Goalkeeper,Croatia,Europe
171,Luigi Sepe,ITA,Parma,Serie A,2018,27,1991,37.0,59,8,1,8,4,55.7,0.25,+0.7,+0.02,319,736,43.3,752,140,49.5,39.8,466,78.1,51.5,831,36,4.3,13,0.35,9.4,GK,25-29,Goalkeeper,Italy,Europe
173,Salvatore Sirigu,ITA,Torino,Serie A,2018,31,1987,35.2,35,2,0,4,0,40.7,0.28,+5.7,+0.16,287,635,45.2,823,119,47.3,38.0,300,82.0,51.0,539,26,4.8,36,1.02,13.9,GK,30-34,Goalkeeper,Italy,Europe
176,Yann Sommer,SUI,Gladbach,Bundesliga,2018,29,1988,34.0,42,3,0,3,0,48.2,0.30,+6.2,+0.18,174,465,37.4,1338,190,26.3,30.5,264,42.8,40.0,458,26,5.7,33,0.97,13.8,GK,25-29,Goalkeeper,Switzerland,Europe
179,Stefano Sorrentino,ITA,Chievo,Serie A,2018,39,1979,31.0,60,2,2,6,2,49.6,0.28,-8.4,-0.27,201,462,43.5,603,94,45.8,37.0,296,62.8,41.6,506,8,1.6,8,0.26,9.6,GK,35-39,Goalkeeper,Italy,Europe
180,Julián Speroni,ARG,Crystal Palace,Premier League,2018,39,1979,1.0,4,0,0,1,0,3.6,0.40,-0.4,-0.37,11,31,35.5,22,3,90.9,53.1,13,84.6,54.9,18,1,5.6,0,0.00,3.8,GK,35-39,Goalkeeper,Argentina,South America
181,Marco Sportiello,ITA,Frosinone,Serie A,2018,26,1992,35.0,64,5,2,8,1,54.7,0.25,-8.3,-0.24,178,532,33.5,882,222,36.4,34.8,341,61.9,47.5,584,20,3.4,21,0.60,13.8,GK,25-29,Goalkeeper,Italy,Europe
182,Thomas Strakosha,ALB,Lazio,Serie A,2018,23,1995,35.0,39,5,2,4,3,43.7,0.29,+7.7,+0.22,173,452,38.3,848,170,39.9,34.8,243,46.9,41.4,476,11,2.3,27,0.77,15.9,GK,20-24,Goalkeeper,Albania,Europe
183,Danijel Subašić,CRO,Monaco,Ligue 1,2018,33,1984,12.6,12,2,0,3,0,12.9,0.25,+0.9,+0.07,57,152,37.5,230,51,44.3,38.1,83,60.2,47.8,139,5,3.6,6,0.48,14.4,GK,30-34,Goalkeeper,Croatia,Europe
184,Seydou Sy,SEN,Monaco,Ligue 1,2018,22,1995,2.5,7,0,0,0,1,3.4,0.28,-2.6,-1.04,5,18,27.8,49,12,18.4,28.4,13,69.2,45.7,30,0,0.0,1,0.40,13.5,GK,20-24,Goalkeeper,Senegal,Africa
186,Ciprian Tătărușanu,ROU,Nantes,Ligue 1,2018,32,1986,26.6,30,1,0,5,0,31.2,0.29,+1.2,+0.05,170,371,45.8,612,117,35.3,33.5,220,70.5,48.8,337,18,5.3,38,1.43,15.2,GK,30-34,Goalkeeper,Romania,Europe
187,Marc-André ter Stegen,GER,Barcelona,La Liga,2018,26,1992,35.0,32,1,0,2,1,37.5,0.32,+6.5,+0.18,114,223,51.1,883,197,15.7,27.3,200,42.0,38.4,395,8,2.0,32,0.91,16.2,GK,25-29,Goalkeeper,Germany,Europe
188,Pietro Terracciano,ITA,Fiorentina,Serie A,2018,28,1990,2.0,3,0,0,0,0,2.7,0.24,-0.3,-0.15,6,23,26.1,53,16,34.0,32.0,11,45.5,36.9,32,1,3.1,5,2.50,17.2,GK,25-29,Goalkeeper,Italy,Europe
189,Pietro Terracciano,ITA,Empoli,Serie A,2018,28,1990,8.0,10,0,0,1,1,9.4,0.27,+0.4,+0.05,26,71,36.6,168,36,32.7,31.7,71,22.5,31.5,112,1,0.9,3,0.38,10.9,GK,25-29,Goalkeeper,Italy,Europe
190,Kevin Trapp,GER,Eint Frankfurt,Bundesliga,2018,28,1990,32.6,48,1,1,5,1,43.4,0.28,-3.6,-0.11,330,705,46.8,982,104,53.1,38.3,222,82.9,56.6,441,19,4.3,37,1.13,15.4,GK,25-29,Goalkeeper,Germany,Europe
191,Mark Travers,IRL,Bournemouth,Premier League,2018,19,1999,2.0,5,0,0,0,1,4.7,0.37,+0.7,+0.35,5,17,29.4,42,13,28.6,30.0,14,35.7,38.0,18,0,0.0,5,2.50,29.8,GK,Under 20,Goalkeeper,Republic of Ireland,Europe
192,Philipp Tschauner,GER,Hannover 96,Bundesliga,2018,32,1985,1.0,3,1,0,0,0,3.0,0.33,0.0,-0.04,2,9,22.2,21,3,33.3,32.0,7,28.6,29.3,10,1,10.0,0,0.00,3.0,GK,30-34,Goalkeeper,Germany,Europe
193,Sven Ulreich,GER,Bayern Munich,Bundesliga,2018,29,1988,8.4,9,2,1,1,0,9.9,0.35,+0.9,+0.11,18,51,35.3,218,56,20.6,26.6,37,16.2,29.5,61,0,0.0,8,0.95,17.5,GK,25-29,Goalkeeper,Germany,Europe
196,Emiliano Viviano,ITA,SPAL,Serie A,2018,32,1985,16.9,25,4,0,2,0,24.0,0.24,-1.0,-0.06,120,275,43.6,421,45,44.2,37.6,163,54.6,43.6,239,5,2.1,9,0.53,12.3,GK,30-34,Goalkeeper,Italy,Europe
197,Michel Vorm,NED,Tottenham,Premier League,2018,34,1983,2.0,4,0,0,2,0,4.2,0.32,+0.2,+0.11,4,12,33.3,51,17,15.7,24.7,10,40.0,35.6,18,1,5.6,2,1.00,15.4,GK,30-34,Goalkeeper,Netherlands,Europe
198,Axel Werner,ARG,Huesca,La Liga,2018,22,1996,6.0,16,1,0,0,1,10.9,0.31,-4.1,-0.69,39,131,29.8,112,15,65.2,43.8,65,89.2,59.1,76,0,0.0,1,0.17,10.5,GK,20-24,Goalkeeper,Argentina,South America
200,Robin Zentner,GER,Mainz 05,Bundesliga,2018,23,1994,10.0,14,0,1,2,0,12.8,0.26,-1.2,-0.12,46,172,26.7,252,55,40.1,36.1,88,80.7,60.4,166,10,6.0,12,1.20,14.5,GK,20-24,Goalkeeper,Germany,Europe
201,Luca Zidane,FRA,Real Madrid,La Liga,2018,20,1998,1.0,2,0,0,1,0,1.7,0.55,-0.3,-0.34,3,8,37.5,29,2,17.2,27.6,11,27.3,34.5,11,0,0.0,2,2.00,23.3,GK,20-24,Goalkeeper,France,Europe
202,Ron-Robert Zieler,GER,Stuttgart,Bundesliga,2018,29,1989,34.0,70,2,2,7,4,56.4,0.31,-9.6,-0.28,259,714,36.3,911,129,55.4,40.3,305,68.5,52.7,518,22,4.2,41,1.21,14.7,GK,25-29,Goalkeeper,Germany,Europe
1,Antonio Adán,ESP,Atlético Madrid,La Liga,2018,31,1987,1.0,2,0,0,1,0,3.0,0.43,+1.0,+1.03,5,16,31.3,13,2,53.8,33.3,11,81.8,52.5,18,0,0.0,0,0.00,,GK,30-34,Goalkeeper,Spain,Europe
5,Sergio Álvarez,ESP,Celta Vigo,La Liga,2018,31,1986,13.0,22,2,1,2,1,19.1,0.30,-1.9,-0.15,91,237,38.4,330,47,43.9,36.5,128,71.9,52.1,230,8,3.5,7,0.54,12.9,GK,30-34,Goalkeeper,Spain,Europe
6,Miguel Ángel Moyá,ESP,Real Sociedad,La Liga,2018,34,1984,11.0,11,0,0,1,0,10.2,0.31,-0.8,-0.08,63,126,50.0,284,35,28.2,31.5,77,59.7,43.2,160,5,3.1,21,1.91,17.8,GK,30-34,Goalkeeper,Spain,Europe
8,Kepa Arrizabalaga,ESP,Chelsea,Premier League,2018,23,1994,36.0,39,1,0,6,0,36.5,0.29,-2.5,-0.07,114,230,49.6,903,156,15.7,25.9,256,34.4,36.5,369,14,3.8,35,0.97,18.1,GK,20-24,Goalkeeper,Spain,Europe
9,Sergio Asenjo,ESP,Villarreal,La Liga,2018,29,1989,32.0,45,2,2,4,3,47.3,0.28,+5.3,+0.17,182,439,41.5,566,134,46.5,39.2,254,69.3,51.5,580,20,3.4,26,0.81,11.8,GK,25-29,Goalkeeper,Spain,Europe
20,Rubén Blanco,ESP,Celta Vigo,La Liga,2018,23,1995,25.0,40,4,3,3,0,40.7,0.34,+0.7,+0.03,166,432,38.4,595,114,44.5,38.0,220,75.9,56.8,351,12,3.4,30,1.20,15.6,GK,20-24,Goalkeeper,Spain,Europe
21,Artur Boruc,POL,Bournemouth,Premier League,2018,38,1980,12.0,18,3,2,1,0,15.9,0.24,-2.1,-0.17,57,167,34.1,236,62,39.8,36.6,112,65.2,48.2,213,4,1.9,9,0.75,14.3,GK,35-39,Goalkeeper,Poland,Europe
34,Petr Čech,CZE,Arsenal,Premier League,2018,36,1982,6.5,9,0,0,0,0,9.2,0.26,+0.2,+0.03,32,93,34.4,217,46,28.6,31.7,53,58.5,46.5,104,6,5.8,8,1.23,12.9,GK,35-39,Goalkeeper,Czech Republic,Europe
42,Iván Cuéllar,ESP,Leganés,La Liga,2018,34,1984,33.9,38,2,2,2,1,36.9,0.31,-0.1,0.00,312,764,40.8,803,93,64.5,46.4,274,89.8,60.7,542,27,5.0,28,0.82,13.4,GK,30-34,Goalkeeper,Spain,Europe
44,Javier Díaz,ESP,Sevilla,La Liga,2018,21,1997,1.0,1,1,0,0,0,1.2,0.09,+0.2,+0.18,3,11,27.3,18,2,38.9,35.3,5,80.0,53.6,9,0,0.0,0,0.00,8.5,GK,20-24,Goalkeeper,Spain,Europe
46,Marko Dmitrović,SRB,Eibar,La Liga,2018,26,1992,24.0,30,3,2,3,0,27.5,0.28,-2.5,-0.10,199,577,34.5,604,67,71.4,49.9,155,94.2,68.7,271,15,5.5,57,2.38,18.6,GK,25-29,Goalkeeper,Serbia,Europe
47,Jaume Doménech,ESP,Valencia,La Liga,2018,27,1990,4.0,1,0,0,1,0,2.6,0.20,+1.6,+0.40,24,49,49.0,61,18,37.7,35.1,30,86.7,54.7,58,4,6.9,2,0.50,12.5,GK,25-29,Goalkeeper,Spain,Europe
49,Bartłomiej Drągowski,POL,Fiorentina,Serie A,2018,20,1997,2.5,2,0,0,0,0,2.1,0.27,+0.1,+0.05,20,52,38.5,74,10,47.3,38.1,31,54.8,42.4,29,0,0.0,1,0.40,9.9,GK,20-24,Goalkeeper,Poland,Europe
50,Bartłomiej Drągowski,POL,Empoli,Serie A,2018,20,1997,14.0,24,3,0,3,0,25.7,0.23,+1.7,+0.12,57,198,28.8,333,91,35.7,34.3,153,51.6,45.2,237,10,4.2,22,1.57,14.7,GK,20-24,Goalkeeper,Poland,Europe
51,Jaroslav Drobný,CZE,Düsseldorf,Bundesliga,2018,38,1979,2.0,3,0,0,0,0,2.6,0.32,-0.4,-0.19,10,19,52.6,27,5,51.9,39.4,10,50.0,39.5,16,3,18.8,3,1.50,16.3,GK,35-39,Goalkeeper,Czech Republic,Europe
57,Łukasz Fabiański,POL,West Ham,Premier League,2018,33,1985,38.0,55,4,0,10,1,62.7,0.31,+8.7,+0.23,306,825,37.1,917,155,59.0,43.0,309,91.9,61.3,554,29,5.2,16,0.42,12.1,GK,30-34,Goalkeeper,Poland,Europe
58,Fabricio,ESP,Fulham,Premier League,2018,30,1987,2.0,5,0,1,0,0,4.3,0.21,-0.7,-0.36,16,28,57.1,47,14,40.4,35.4,14,64.3,44.0,29,2,6.9,3,1.50,13.6,GK,30-34,Goalkeeper,Spain,Europe
60,Aitor Fernández,ESP,Levante,La Liga,2018,27,1991,16.0,24,4,0,3,1,25.8,0.27,+2.8,+0.17,89,252,35.3,295,83,47.8,39.4,162,68.5,49.1,224,5,2.2,17,1.06,14.6,GK,25-29,Goalkeeper,Spain,Europe
61,Andrés Fernández,ESP,Villarreal,La Liga,2018,31,1986,6.0,7,1,0,1,0,8.5,0.33,+1.5,+0.25,45,93,48.4,142,20,43.7,37.5,49,63.3,45.9,97,3,3.1,10,1.67,16.1,GK,30-34,Goalkeeper,Spain,Europe
66,Alberto García,ESP,Rayo Vallecano,La Liga,2018,33,1985,17.0,35,1,0,5,1,32.9,0.34,-1.1,-0.06,108,259,41.7,415,82,41.9,37.2,138,61.6,46.3,255,5,2.0,18,1.06,15.5,GK,30-34,Goalkeeper,Spain,Europe
68,David de Gea,ESP,Manchester Utd,Premier League,2018,27,1990,38.0,54,6,2,7,3,49.9,0.26,-1.1,-0.03,265,620,42.7,769,153,46.6,38.2,332,78.9,54.6,524,9,1.7,25,0.66,13.4,GK,25-29,Goalkeeper,Spain,Europe
74,Vicente Guaita,ESP,Crystal Palace,Premier League,2018,31,1987,19.5,23,1,0,2,1,20.3,0.23,-1.7,-0.09,123,396,31.1,398,90,56.5,41.4,191,89.5,58.7,317,13,4.1,10,0.51,12.5,GK,30-34,Goalkeeper,Spain,Europe
80,Samir Handanović,SVN,Inter,Serie A,2018,34,1984,38.0,33,3,1,3,3,33.1,0.24,+3.1,+0.08,140,299,46.8,901,203,21.0,27.3,265,41.5,37.1,492,16,3.3,27,0.71,14.5,GK,30-34,Goalkeeper,Slovenia,Europe
84,Iago Herrerín,ESP,Athletic Club,La Liga,2018,30,1988,31.0,32,3,0,4,0,29.5,0.31,-2.5,-0.08,316,723,43.7,767,89,68.7,46.9,209,93.8,64.3,419,18,4.3,34,1.10,17.3,GK,30-34,Goalkeeper,Spain,Europe
88,Gorka Iraizoz,ESP,Girona,La Liga,2018,37,1981,6.2,10,2,0,1,1,11.1,0.26,+2.1,+0.33,40,106,37.7,167,44,41.9,38.2,64,56.3,43.8,113,4,3.5,3,0.48,9.6,GK,35-39,Goalkeeper,Spain,Europe
90,Rune Jarstein,NOR,Hertha BSC,Bundesliga,2018,33,1984,30.5,48,2,1,6,2,45.3,0.30,-0.7,-0.02,329,755,43.6,874,97,58.1,40.8,279,88.5,57.7,496,31,6.3,29,0.95,14.2,GK,30-34,Goalkeeper,Norway,Europe
92,Aleksandar Jovanović,SRB,Huesca,La Liga,2018,25,1992,12.0,19,2,1,1,1,17.1,0.33,-0.9,-0.08,74,237,31.2,252,23,64.3,44.6,80,93.8,60.8,140,2,1.4,4,0.33,11.3,GK,25-29,Goalkeeper,Serbia,Europe
98,Tomáš Koubek,CZE,Rennes,Ligue 1,2018,25,1992,32.5,48,3,0,8,1,39.1,0.27,-7.9,-0.24,177,445,39.8,650,133,41.2,36.1,254,69.7,50.6,488,16,3.3,49,1.51,17.1,GK,25-29,Goalkeeper,Czech Republic,Europe
105,Diego López,ESP,Espanyol,La Liga,2018,36,1981,38.0,50,6,5,7,2,51.8,0.27,+3.8,+0.10,226,562,40.2,868,133,39.9,35.4,333,64.9,47.6,674,24,3.6,19,0.50,12.3,GK,35-39,Goalkeeper,Spain,Europe
106,Pau López,ESP,Betis,La Liga,2018,23,1994,33.0,47,3,2,7,0,45.6,0.32,-1.4,-0.04,106,281,37.7,995,173,19.0,26.4,249,36.9,36.7,406,23,5.7,46,1.39,15.9,GK,20-24,Goalkeeper,Spain,Europe
113,Jordi Masip,ESP,Valladolid,La Liga,2018,29,1989,35.0,45,5,0,8,1,47.8,0.29,+3.8,+0.11,243,771,31.5,820,166,58.2,42.4,329,89.4,60.3,583,18,3.1,12,0.34,11.2,GK,25-29,Goalkeeper,Spain,Europe
118,Vanja Milinković-Savić,SRB,SPAL,Serie A,2018,21,1997,1.8,4,0,0,1,0,3.0,0.18,-1.0,-0.58,8,32,25.0,57,20,36.8,33.7,21,52.4,49.3,27,1,3.7,1,0.55,10.1,GK,20-24,Goalkeeper,Serbia,Europe
129,Jan Oblak,SVN,Atlético Madrid,La Liga,2018,25,1993,37.0,27,5,0,3,2,39.3,0.27,+14.3,+0.39,215,580,37.1,570,102,56.7,41.0,291,88.3,57.4,537,22,4.1,16,0.43,12.0,GK,25-29,Goalkeeper,Slovenia,Europe
130,Oier Olazábal,ESP,Levante,La Liga,2018,28,1989,21.0,40,4,1,3,1,40.7,0.27,+1.7,+0.08,116,318,36.5,351,97,48.7,40.5,224,65.6,47.5,363,14,3.9,14,0.67,11.8,GK,25-29,Goalkeeper,Spain,Europe
135,Fernando Pacheco,ESP,Alavés,La Liga,2018,26,1992,35.0,46,6,3,1,2,50.0,0.30,+6.0,+0.17,292,714,40.9,749,87,61.0,42.8,294,87.4,56.0,557,19,3.4,40,1.14,15.6,GK,25-29,Goalkeeper,Spain,Europe
