rk,player,nation,squad,comp,season,age,born,mp,starts,min,ninety_mins_played,goals_against,ga_per_90,shots_on_target_against,saves,save_pct,wins,draws,losses,clean_sheets,clean_sheet_pct,penalties_faced,penalties_allowed,penalties_saved,penalties_missed,penalty_save_pct,position,age_range,general_position,country,continent
63,Daniel Fuzato,BRA,Getafe,La Liga,2023,26,1997,1,0,7,0.1,2,25.71,2,0,0.0,0,0,0,0,,0,0,0,0,,GK,25-29,Goalkeeper,Brazil,South America
64,Paulo Gazzaniga,ARG,Girona,La Liga,2023,31,1992,38,38,3420,38.0,46,1.21,168,121,75.6,25,6,7,12,31.6,7,5,1,1,16.7,GK,30-34,Goalkeeper,Argentina,South America
65,Luca Gemello,ITA,Torino,Serie A,2023,23,2000,2,2,180,2.0,5,2.50,9,4,55.6,0,0,2,0,0.0,1,1,0,0,0.0,GK,20-24,Goalkeeper,Italy,Europe
67,Pierluigi Gollini,ITA,Napoli,Serie A,2023,28,1995,7,7,630,7.0,8,1.14,24,16,66.7,3,1,3,1,14.3,0,0,0,0,,GK,25-29,Goalkeeper,Italy,Europe
68,Mathieu Gorgelin,FRA,Le Havre,Ligue 1,2023,32,1990,1,1,90,1.0,2,2.00,5,3,80.0,0,0,1,0,0.0,1,1,0,0,0.0,GK,30-34,Goalkeeper,France,Europe
69,Jens Grahl,GER,Eint Frankfurt,Bundesliga,2023,34,1988,2,2,180,2.0,2,1.00,9,7,77.8,1,1,0,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Germany,Europe
70,Ivo Grbić,CRO,Sheffield Utd,Premier League,2023,27,1996,9,9,771,8.6,25,2.92,59,36,57.6,0,3,6,0,0.0,1,0,0,1,,GK,25-29,Goalkeeper,Croatia,Europe
71,Dominik Greif,SVK,Mallorca,La Liga,2023,26,1997,1,1,90,1.0,0,0.00,4,4,100.0,0,1,0,1,100.0,0,0,0,0,,GK,25-29,Goalkeeper,Slovakia,Europe
73,Péter Gulácsi,HUN,RB Leipzig,Bundesliga,2023,33,1990,13,13,1170,13.0,9,0.69,41,33,78.0,9,4,0,5,38.5,1,0,0,1,,GK,30-34,Goalkeeper,Hungary,Europe
74,Dean Henderson,ENG,Crystal Palace,Premier League,2023,26,1997,18,18,1620,18.0,30,1.67,86,57,66.3,8,4,6,4,22.2,1,1,0,0,0.0,GK,25-29,Goalkeeper,England,Europe
76,Lukáš Hrádecký,FIN,Leverkusen,Bundesliga,2023,33,1989,33,33,2970,33.0,24,0.73,102,78,76.5,28,5,0,15,45.5,0,0,0,0,,GK,30-34,Goalkeeper,Finland,Europe
77,Sam Johnstone,ENG,Crystal Palace,Premier League,2023,30,1993,20,20,1796,20.0,27,1.35,67,41,62.7,5,6,9,6,30.0,2,2,0,0,0.0,GK,30-34,Goalkeeper,England,Europe
78,Filip Jørgensen,DEN,Villarreal,La Liga,2023,21,2002,36,36,3240,36.0,63,1.75,205,143,72.2,13,10,13,6,16.7,6,6,0,0,0.0,GK,20-24,Goalkeeper,Denmark,Europe
79,Thomas Kaminski,BEL,Luton Town,Premier League,2023,30,1992,38,38,3405,37.8,85,2.25,221,140,63.3,6,8,24,2,5.3,4,4,0,0,0.0,GK,30-34,Goalkeeper,Belgium,Europe
80,Loris Karius,GER,Newcastle Utd,Premier League,2023,30,1993,1,1,90,1.0,4,4.00,7,4,42.9,0,0,1,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Germany,Europe
81,Caoimhín Kelleher,IRL,Liverpool,Premier League,2023,24,1998,10,10,900,10.0,11,1.10,38,28,71.1,8,2,0,2,20.0,0,0,0,0,,GK,20-24,Goalkeeper,Republic of Ireland,Europe
82,Gregor Kobel,SUI,Dortmund,Bundesliga,2023,25,1997,27,27,2365,26.3,34,1.29,118,84,75.4,14,8,5,7,25.9,6,5,1,0,16.7,GK,25-29,Goalkeeper,Switzerland,Europe
83,Philipp Köhn,SUI,Monaco,Ligue 1,2023,25,1998,22,22,1980,22.0,32,1.45,97,65,72.2,11,5,6,5,22.7,6,5,1,0,16.7,GK,25-29,Goalkeeper,Switzerland,Europe
86,Alban Lafont,FRA,Nantes,Ligue 1,2023,24,1999,28,28,2496,27.7,43,1.55,118,75,70.3,7,4,17,7,25.0,8,8,0,0,0.0,GK,20-24,Goalkeeper,France,Europe
87,Nicola Leali,ITA,Genoa,Serie A,2023,30,1993,3,2,176,2.0,2,1.02,9,7,77.8,1,0,1,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Italy,Europe
88,Jean-Louis Leca,FRA,Lens,Ligue 1,2023,37,1985,1,1,90,1.0,2,2.00,2,0,0.0,0,1,0,0,0.0,0,0,0,0,,GK,35-39,Goalkeeper,France,Europe
89,Benjamin Lecomte,FRA,Montpellier,Ligue 1,2023,32,1991,30,30,2700,30.0,37,1.23,137,102,75.9,9,11,10,10,33.3,5,4,1,0,20.0,GK,30-34,Goalkeeper,France,Europe
90,Jeremías Ledesma,ARG,Cádiz,La Liga,2023,30,1993,34,34,3048,33.9,47,1.39,151,104,70.2,6,12,16,9,26.5,2,2,0,0,0.0,GK,30-34,Goalkeeper,Argentina,South America
91,Bernd Leno,GER,Fulham,Premier League,2023,31,1992,38,38,3420,38.0,61,1.61,190,133,72.1,13,8,17,10,26.3,8,8,0,0,0.0,GK,30-34,Goalkeeper,Germany,Europe
92,Anthony Lopes,POR,Lyon,Ligue 1,2023,32,1990,31,31,2790,31.0,49,1.58,155,106,71.0,16,4,11,9,29.0,6,4,1,1,20.0,GK,30-34,Goalkeeper,Portugal,Europe
94,Andriy Lunin,UKR,Real Madrid,La Liga,2023,24,1999,21,21,1890,21.0,17,0.81,65,48,75.4,16,5,0,10,47.6,1,1,0,0,0.0,GK,20-24,Goalkeeper,Ukraine,Europe
95,Andreas Luthe,GER,Bochum,Bundesliga,2023,36,1987,1,1,90,1.0,4,4.00,4,1,0.0,0,0,1,0,0.0,0,0,0,0,,GK,35-39,Goalkeeper,Germany,Europe
96,Mike Maignan,FRA,Milan,Serie A,2023,28,1995,29,29,2609,29.0,34,1.17,120,86,77.5,19,5,5,10,34.5,7,7,0,0,0.0,GK,25-29,Goalkeeper,France,Europe
98,Giorgi Mamardashvili,GEO,Valencia,La Liga,2023,22,2000,37,37,3284,36.5,41,1.12,145,103,73.8,13,10,14,13,35.1,6,3,3,0,50.0,GK,20-24,Goalkeeper,Georgia,Asia
99,Steve Mandanda,FRA,Rennes,Ligue 1,2023,38,1985,34,34,3060,34.0,46,1.35,147,104,70.7,12,10,12,7,20.6,3,3,0,0,0.0,GK,35-39,Goalkeeper,France,Europe
100,Christos Mandas,GRE,Lazio,Serie A,2023,21,2001,9,8,721,8.0,6,0.75,29,23,79.3,6,1,1,4,50.0,0,0,0,0,,GK,20-24,Goalkeeper,Greece,Europe
101,Vito Mannone,ITA,Lille,Ligue 1,2023,35,1988,2,1,91,1.0,2,1.98,5,3,60.0,0,1,0,0,0.0,0,0,0,0,,GK,35-39,Goalkeeper,Italy,Europe
104,Tommaso Martinelli,ITA,Fiorentina,Serie A,2023,17,2006,1,1,90,1.0,2,2.00,3,1,33.3,1,0,0,0,0.0,0,0,0,0,,GK,Under 20,Goalkeeper,Italy,Europe
105,Emiliano Martínez,ARG,Aston Villa,Premier League,2023,30,1992,34,34,3015,33.5,48,1.43,139,95,66.2,19,8,7,8,23.5,1,1,0,0,0.0,GK,30-34,Goalkeeper,Argentina,South America
108,Remi Matthews,ENG,Crystal Palace,Premier League,2023,29,1994,1,0,4,0.0,1,22.50,1,0,0.0,0,0,0,0,,0,0,0,0,,GK,25-29,Goalkeeper,England,Europe
109,Luís Maximiano,POR,Almería,La Liga,2023,24,1999,33,33,2970,33.0,63,1.91,175,111,66.3,2,11,20,6,18.2,7,4,1,2,20.0,GK,20-24,Goalkeeper,Portugal,Europe
110,Alex Meret,ITA,Napoli,Serie A,2023,26,1997,31,31,2773,30.8,40,1.30,104,62,63.5,10,13,8,5,16.1,4,2,2,0,50.0,GK,25-29,Goalkeeper,Italy,Europe
111,Alexander Meyer,GER,Dortmund,Bundesliga,2023,32,1991,8,7,695,7.7,9,1.17,27,19,66.7,4,1,2,3,42.9,0,0,0,0,,GK,30-34,Goalkeeper,Germany,Europe
113,Antonio Mirante,ITA,Milan,Serie A,2023,40,1983,2,2,177,2.0,3,1.53,8,5,62.5,0,1,1,0,0.0,0,0,0,0,,GK,Over 40,Goalkeeper,Italy,Europe
114,Lorenzo Montipò,ITA,Hellas Verona,Serie A,2023,27,1996,37,37,3330,37.0,49,1.32,153,105,69.3,9,10,18,8,21.6,2,2,0,0,0.0,GK,25-29,Goalkeeper,Italy,Europe
115,Kevin Müller,GER,Heidenheim,Bundesliga,2023,32,1991,34,34,3060,34.0,55,1.62,174,121,72.4,10,12,12,6,17.6,10,7,1,2,12.5,GK,30-34,Goalkeeper,Germany,Europe
117,Juan Musso,ARG,Atalanta,Serie A,2023,29,1994,11,11,990,11.0,12,1.09,34,23,70.6,6,1,4,6,54.5,2,2,0,0,0.0,GK,25-29,Goalkeeper,Argentina,South America
118,Yvon Mvogo,SUI,Lorient,Ligue 1,2023,29,1994,34,34,3060,34.0,66,1.94,207,142,72.0,7,8,19,4,11.8,8,8,0,0,0.0,GK,25-29,Goalkeeper,Switzerland,Europe
119,Lapo Nava,ITA,Milan,Serie A,2023,19,2004,1,0,3,0.0,1,30.00,2,1,50.0,0,0,0,0,,0,0,0,0,,GK,Under 20,Goalkeeper,Italy,Europe
120,Keylor Navas,CRC,Paris S-G,Ligue 1,2023,36,1986,4,4,360,4.0,6,1.50,12,6,58.3,2,2,0,1,25.0,1,1,0,0,0.0,GK,35-39,Goalkeeper,Costa Rica,North America
121,Massamba Ndiaye,SEN,Clermont Foot,Ligue 1,2023,21,2001,4,4,360,4.0,6,1.50,24,18,79.2,1,2,1,0,0.0,1,1,0,0,0.0,GK,20-24,Goalkeeper,Senegal,Africa
122,Neto,BRA,Bournemouth,Premier League,2023,34,1989,32,32,2880,32.0,55,1.72,165,110,69.7,10,9,13,7,21.9,6,5,1,0,16.7,GK,30-34,Goalkeeper,Brazil,South America
123,Manuel Neuer,GER,Bayern Munich,Bundesliga,2023,37,1986,23,23,2053,22.8,33,1.45,93,59,66.7,16,1,6,6,26.1,3,2,1,0,33.3,GK,35-39,Goalkeeper,Germany,Europe
124,Moritz Nicolas,GER,Gladbach,Bundesliga,2023,25,1997,27,27,2430,27.0,49,1.81,160,111,71.9,6,11,10,4,14.8,4,4,0,0,0.0,GK,25-29,Goalkeeper,Germany,Europe
125,Alexander Nübel,GER,Stuttgart,Bundesliga,2023,26,1996,30,30,2700,30.0,36,1.20,107,74,69.2,20,3,7,11,36.7,3,3,0,0,0.0,GK,25-29,Goalkeeper,Germany,Europe
128,Guillermo Ochoa,MEX,Salernitana,Serie A,2023,38,1985,21,21,1890,21.0,44,2.10,115,72,67.8,0,6,15,1,4.8,7,7,0,0,0.0,GK,35-39,Goalkeeper,Mexico,North America
129,Maduka Okoye,NGA,Udinese,Serie A,2023,23,1999,21,21,1890,21.0,25,1.19,89,65,75.3,5,8,8,5,23.8,3,3,0,0,0.0,GK,20-24,Goalkeeper,Nigeria,Africa
130,Robin Olsen,SWE,Aston Villa,Premier League,2023,33,1990,5,4,405,4.5,13,2.89,34,20,61.8,1,0,3,0,0.0,1,0,1,0,100.0,GK,30-34,Goalkeeper,Sweden,Europe
131,Jonas Omlin,SUI,Gladbach,Bundesliga,2023,29,1994,7,7,630,7.0,18,2.57,47,29,66.0,1,2,4,0,0.0,2,2,0,0,0.0,GK,25-29,Goalkeeper,Switzerland,Europe
132,André Onana,CMR,Manchester Utd,Premier League,2023,27,1996,38,38,3420,38.0,58,1.53,203,146,74.9,18,6,14,9,23.7,7,7,0,0,0.0,GK,25-29,Goalkeeper,Cameroon,Africa
133,Stefan Ortega,GER,Manchester City,Premier League,2023,30,1992,9,5,635,7.1,7,0.99,27,20,74.1,4,1,0,3,60.0,0,0,0,0,,GK,30-34,Goalkeeper,Germany,Europe
134,Alexandre Oukidja,ALG,Metz,Ligue 1,2023,35,1988,34,34,2987,33.2,57,1.72,185,128,72.4,8,5,21,6,17.6,6,6,0,0,0.0,GK,35-39,Goalkeeper,Algeria,Africa
135,Jesús Owono,EQG,Alavés,La Liga,2023,22,2001,4,4,360,4.0,8,2.00,24,16,66.7,1,2,1,1,25.0,0,0,0,0,,GK,20-24,Goalkeeper,Equatorial Guinea,Africa
136,Rui Patrício,POR,Roma,Serie A,2023,35,1988,23,23,2070,23.0,27,1.17,74,49,66.2,11,5,7,6,26.1,3,2,0,1,0.0,GK,35-39,Goalkeeper,Portugal,Europe
139,Daniel Peretz,ISR,Bayern Munich,Bundesliga,2023,23,2000,1,0,17,0.2,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,GK,20-24,Goalkeeper,Israel,Asia
140,Simone Perilli,ITA,Hellas Verona,Serie A,2023,28,1995,1,1,90,1.0,2,2.00,10,8,80.0,0,1,0,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Italy,Europe
141,Mattia Perin,ITA,Juventus,Serie A,2023,30,1992,3,3,225,2.5,1,0.40,5,4,80.0,2,1,0,1,33.3,0,0,0,0,,GK,30-34,Goalkeeper,Italy,Europe
142,Samuele Perisan,ITA,Empoli,Serie A,2023,25,1997,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Italy,Europe
143,Pavao Pervan,AUT,Wolfsburg,Bundesliga,2023,35,1987,9,9,810,9.0,17,1.89,36,20,52.8,2,1,6,2,22.2,0,0,0,0,,GK,35-39,Goalkeeper,Austria,Europe
146,Jordan Pickford,ENG,Everton,Premier League,2023,29,1994,38,38,3420,38.0,51,1.34,165,117,73.9,13,9,16,13,34.2,8,8,0,0,0.0,GK,25-29,Goalkeeper,England,Europe
147,Carlo Pinsoglio,ITA,Juventus,Serie A,2023,33,1990,1,0,45,0.5,0,0.00,3,3,100.0,0,0,0,1,,0,0,0,0,,GK,30-34,Goalkeeper,Italy,Europe
148,Nick Pope,ENG,Newcastle Utd,Premier League,2023,31,1992,15,15,1345,14.9,16,1.07,58,42,72.4,9,2,4,5,33.3,0,0,0,0,,GK,30-34,Goalkeeper,England,Europe
149,Ivan Provedel,ITA,Lazio,Serie A,2023,29,1994,30,30,2699,30.0,33,1.10,119,86,73.9,12,6,12,9,30.0,3,2,0,1,0.0,GK,25-29,Goalkeeper,Italy,Europe
150,Ionuț Radu,ROU,Bournemouth,Premier League,2023,26,1997,2,2,180,2.0,7,3.50,11,4,36.4,1,0,1,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Romania,Europe
153,Aaron Ramsdale,ENG,Arsenal,Premier League,2023,25,1998,6,6,540,6.0,5,0.83,14,9,64.3,5,1,0,2,33.3,0,0,0,0,,GK,25-29,Goalkeeper,England,Europe
154,Federico Ravaglia,ITA,Bologna,Serie A,2023,23,1999,6,6,535,5.9,3,0.50,18,13,83.3,4,1,1,4,66.7,1,0,1,0,100.0,GK,20-24,Goalkeeper,Italy,Europe
158,Guillaume Restes,FRA,Toulouse,Ligue 1,2023,18,2005,34,34,3060,34.0,46,1.35,139,93,69.8,11,10,13,6,17.6,4,4,0,0,0.0,GK,Under 20,Goalkeeper,France,Europe
159,Manuel Riemann,GER,Bochum,Bundesliga,2023,34,1988,33,33,2970,33.0,70,2.12,185,116,67.0,7,12,14,4,12.1,11,9,2,0,18.2,GK,30-34,Goalkeeper,Germany,Europe
160,Rémy Riou,FRA,Lyon,Ligue 1,2023,35,1987,3,3,270,3.0,6,2.00,14,8,57.1,0,1,2,1,33.3,0,0,0,0,,GK,35-39,Goalkeeper,France,Europe
161,Francesco Rossi,ITA,Atalanta,Serie A,2023,32,1991,1,0,5,0.1,0,0.00,1,1,100.0,0,0,0,1,,0,0,0,0,,GK,30-34,Goalkeeper,Italy,Europe
162,Frederik Rønnow,DEN,Union Berlin,Bundesliga,2023,30,1992,33,33,2970,33.0,56,1.70,162,105,68.5,9,6,18,7,21.2,7,5,2,0,28.6,GK,30-34,Goalkeeper,Denmark,Europe
163,José Sá,POR,Wolves,Premier League,2023,30,1993,35,35,3037,33.7,58,1.72,188,131,73.4,12,7,16,4,11.4,8,8,0,0,0.0,GK,30-34,Goalkeeper,Portugal,Europe
164,Brice Samba,FRA,Lens,Ligue 1,2023,29,1994,33,33,2970,33.0,35,1.06,136,101,78.7,14,8,11,14,42.4,8,6,1,1,14.3,GK,25-29,Goalkeeper,France,Europe
166,Marcel Schuhen,GER,Darmstadt 98,Bundesliga,2023,30,1993,31,31,2790,31.0,76,2.45,198,123,62.1,3,7,21,3,9.7,2,1,1,0,50.0,GK,30-34,Goalkeeper,Germany,Europe
167,Marvin Schwäbe,GER,Köln,Bundesliga,2023,28,1995,34,34,3060,34.0,60,1.76,168,108,66.1,5,12,17,4,11.8,3,3,0,0,0.0,GK,25-29,Goalkeeper,Germany,Europe
168,Alexander Schwolow,GER,Union Berlin,Bundesliga,2023,31,1992,1,1,90,1.0,2,2.00,6,4,66.7,0,0,1,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Germany,Europe
169,Simone Scuffet,ITA,Cagliari,Serie A,2023,27,1996,31,31,2789,31.0,55,1.77,129,76,59.7,8,10,13,3,9.7,3,3,0,0,0.0,GK,25-29,Goalkeeper,Italy,Europe
170,Matz Sels,BEL,Nott'ham Forest,Premier League,2023,31,1992,16,16,1440,16.0,27,1.69,61,36,57.4,4,4,8,1,6.3,1,1,0,0,0.0,GK,30-34,Goalkeeper,Belgium,Europe
171,Matz Sels,BEL,Strasbourg,Ligue 1,2023,31,1992,19,19,1710,19.0,24,1.26,62,40,62.9,6,7,6,3,15.8,1,1,0,0,0.0,GK,30-34,Goalkeeper,Belgium,Europe
172,James Shea,ENG,Luton Town,Premier League,2023,32,1991,1,0,15,0.2,0,0.00,2,2,100.0,0,0,0,0,,0,0,0,0,,GK,30-34,Goalkeeper,England,Europe
173,Rui Silva,POR,Betis,La Liga,2023,29,1994,28,28,2475,27.5,36,1.31,120,85,75.8,10,9,9,9,32.1,8,7,1,0,12.5,GK,25-29,Goalkeeper,Portugal,Europe
174,Marco Silvestri,ITA,Udinese,Serie A,2023,32,1991,17,17,1530,17.0,28,1.65,68,40,67.6,1,11,5,4,23.5,6,6,0,0,0.0,GK,30-34,Goalkeeper,Italy,Europe
178,Daniele Sommariva,ITA,Genoa,Serie A,2023,26,1997,1,0,5,0.1,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,GK,25-29,Goalkeeper,Italy,Europe
179,Yann Sommer,SUI,Inter,Serie A,2023,34,1988,34,34,3060,34.0,19,0.56,98,78,82.7,27,6,1,19,55.9,4,2,1,1,33.3,GK,30-34,Goalkeeper,Switzerland,Europe
181,Alessandro Sorrentino,ITA,Monza,Serie A,2023,21,2002,7,5,548,6.1,16,2.63,32,16,62.5,0,1,4,0,0.0,4,4,0,0,0.0,GK,20-24,Goalkeeper,Italy,Europe
182,Marco Sportiello,ITA,Milan,Serie A,2023,31,1992,7,7,630,7.0,11,1.57,33,23,69.7,3,3,1,2,28.6,1,1,0,0,0.0,GK,30-34,Goalkeeper,Italy,Europe
183,Jason Steele,ENG,Brighton,Premier League,2023,32,1990,17,17,1530,17.0,34,2.00,74,42,58.1,5,4,8,2,11.8,3,3,0,0,0.0,GK,30-34,Goalkeeper,England,Europe
184,Thomas Strakosha,ALB,Brentford,Premier League,2023,28,1995,2,1,135,1.5,2,1.33,8,6,75.0,0,0,1,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Albania,Europe
188,Marc-André ter Stegen,GER,Barcelona,La Liga,2023,31,1992,28,28,2520,28.0,27,0.96,102,75,75.5,20,5,3,15,53.6,2,2,0,0,0.0,GK,30-34,Goalkeeper,Germany,Europe
189,Pietro Terracciano,ITA,Fiorentina,Serie A,2023,33,1990,33,33,2970,33.0,35,1.06,126,90,77.0,15,8,10,8,24.2,7,6,1,0,14.3,GK,30-34,Goalkeeper,Italy,Europe
190,James Trafford,ENG,Burnley,Premier League,2023,20,2002,28,28,2520,28.0,62,2.21,166,106,65.7,3,5,20,2,7.1,5,5,0,0,0.0,GK,20-24,Goalkeeper,England,Europe
191,Kevin Trapp,GER,Eint Frankfurt,Bundesliga,2023,33,1990,32,32,2880,32.0,48,1.50,137,87,71.5,10,13,9,7,21.9,11,9,2,0,18.2,GK,30-34,Goalkeeper,Germany,Europe
192,Mark Travers,IRL,Bournemouth,Premier League,2023,24,1999,4,4,360,4.0,5,1.25,18,13,77.8,2,0,2,2,50.0,1,1,0,0,0.0,GK,20-24,Goalkeeper,Republic of Ireland,Europe
193,Stefano Turati,ITA,Frosinone,Serie A,2023,21,2001,31,31,2745,30.5,58,1.90,152,94,65.1,6,9,16,4,12.9,7,5,1,1,16.7,GK,20-24,Goalkeeper,Italy,Europe
194,Matt Turner,USA,Nott'ham Forest,Premier League,2023,29,1994,17,17,1530,17.0,28,1.65,80,52,67.5,4,5,8,2,11.8,2,2,0,0,0.0,GK,25-29,Goalkeeper,United States,North America
195,Sven Ulreich,GER,Bayern Munich,Bundesliga,2023,34,1988,11,11,990,11.0,12,1.09,31,19,64.5,7,2,2,4,36.4,1,1,0,0,0.0,GK,30-34,Goalkeeper,Germany,Europe
197,Bart Verbruggen,NED,Brighton,Premier League,2023,20,2002,21,21,1890,21.0,28,1.33,91,63,72.5,7,8,6,4,19.0,3,3,0,0,0.0,GK,20-24,Goalkeeper,Netherlands,Europe
198,Guglielmo Vicario,ITA,Tottenham,Premier League,2023,26,1996,38,38,3420,38.0,61,1.61,167,109,67.7,20,6,12,7,18.4,7,7,0,0,0.0,GK,25-29,Goalkeeper,Italy,Europe
201,Odisseas Vlachodimos,GRE,Nott'ham Forest,Premier League,2023,29,1994,5,5,450,5.0,12,2.40,22,10,50.0,1,0,4,1,20.0,1,1,0,0,0.0,GK,25-29,Goalkeeper,Greece,Europe
202,Robin Zentner,GER,Mainz 05,Bundesliga,2023,28,1994,30,30,2700,30.0,48,1.60,128,81,64.8,7,12,11,7,23.3,4,3,0,1,0.0,GK,25-29,Goalkeeper,Germany,Europe
203,Michael Zetterer,GER,Werder Bremen,Bundesliga,2023,28,1995,27,27,2430,27.0,37,1.37,128,92,74.2,9,9,9,6,22.2,4,4,0,0,0.0,GK,25-29,Goalkeeper,Germany,Europe
1,Julen Agirrezabala,ESP,Athletic Club,La Liga,2023,22,2000,4,2,238,2.6,4,1.51,12,8,66.7,1,0,1,2,100.0,0,0,0,0,,GK,20-24,Goalkeeper,Spain,Europe
5,Kepa Arrizabalaga,ESP,Real Madrid,La Liga,2023,28,1994,14,13,1198,13.3,9,0.68,38,30,76.3,10,2,1,8,61.5,0,0,0,0,,GK,25-29,Goalkeeper,Spain,Europe
17,Rubén Blanco,ESP,Marseille,Ligue 1,2023,28,1995,2,1,121,1.3,2,1.49,6,4,66.7,0,0,1,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Spain,Europe
23,Marcin Bułka,POL,Nice,Ligue 1,2023,23,1999,34,34,3060,34.0,29,0.85,105,74,77.1,15,10,9,17,50.0,8,5,3,0,37.5,GK,20-24,Goalkeeper,Poland,Europe
25,Cárdenas,ESP,Rayo Vallecano,La Liga,2023,26,1997,1,1,90,1.0,1,1.00,1,0,0.0,0,0,1,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Spain,Europe
37,Cristian,ESP,Valencia,La Liga,2023,25,1998,1,0,57,0.6,1,1.58,3,2,66.7,0,0,0,0,,0,0,0,0,,GK,25-29,Goalkeeper,Spain,Europe
38,Iván Cuéllar,ESP,Mallorca,La Liga,2023,39,1984,1,1,90,1.0,1,1.00,6,5,83.3,1,0,0,0,0.0,0,0,0,0,,GK,35-39,Goalkeeper,Spain,Europe
48,Marko Dmitrović,SRB,Sevilla,La Liga,2023,31,1992,13,13,1170,13.0,25,1.92,68,44,66.2,2,2,9,2,15.4,2,2,0,0,0.0,GK,30-34,Goalkeeper,Serbia,Europe
49,Jaume Doménech,ESP,Valencia,La Liga,2023,32,1990,2,1,79,0.9,3,3.42,12,9,75.0,0,0,1,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Spain,Europe
53,Aarón Escandell,ESP,Las Palmas,La Liga,2023,27,1995,2,1,153,1.7,3,1.76,4,1,25.0,0,0,1,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Spain,Europe
54,Łukasz Fabiański,POL,West Ham,Premier League,2023,38,1985,10,7,721,8.0,21,2.62,53,33,66.0,3,1,3,1,14.3,3,3,0,0,0.0,GK,35-39,Goalkeeper,Poland,Europe
56,Aitor Fernández,ESP,Osasuna,La Liga,2023,32,1991,7,6,551,6.1,9,1.47,20,11,60.0,0,2,4,1,16.7,1,1,0,0,0.0,GK,30-34,Goalkeeper,Spain,Europe
57,Raúl Fernández,ESP,Granada,La Liga,2023,35,1988,4,4,280,3.1,11,3.54,17,7,35.3,1,0,3,0,0.0,1,0,0,1,,GK,35-39,Goalkeeper,Spain,Europe
58,Fernando,ESP,Almería,La Liga,2023,33,1990,4,4,360,4.0,10,2.50,23,13,56.5,1,1,2,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Spain,Europe
66,David Gil,ESP,Cádiz,La Liga,2023,29,1994,5,4,372,4.1,8,1.94,24,17,66.7,0,3,1,1,25.0,0,0,0,0,,GK,25-29,Goalkeeper,Spain,Europe
72,Vicente Guaita,ESP,Celta Vigo,La Liga,2023,36,1987,27,26,2403,26.7,39,1.46,120,83,70.8,8,7,11,6,23.1,5,4,0,1,0.0,GK,35-39,Goalkeeper,Spain,Europe
75,Sergio Herrera,ESP,Osasuna,La Liga,2023,30,1993,32,32,2869,31.9,47,1.47,132,84,64.4,12,7,13,9,28.1,1,0,1,0,100.0,GK,30-34,Goalkeeper,Spain,Europe
84,Tomáš Koubek,CZE,Augsburg,Bundesliga,2023,30,1992,3,3,270,3.0,8,2.67,25,17,68.0,0,0,3,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Czech Republic,Europe
85,Matej Kovar,CZE,Leverkusen,Bundesliga,2023,23,2000,1,1,90,1.0,0,0.00,3,3,100.0,0,1,0,1,100.0,0,0,0,0,,GK,20-24,Goalkeeper,Czech Republic,Europe
93,Pau López,ESP,Marseille,Ligue 1,2023,28,1994,33,33,2939,32.7,39,1.19,124,86,71.0,13,11,9,7,21.2,3,3,0,0,0.0,GK,25-29,Goalkeeper,Spain,Europe
97,Radosław Majecki,POL,Monaco,Ligue 1,2023,23,1999,12,12,1080,12.0,10,0.83,54,45,81.5,9,2,1,7,58.3,0,0,0,0,,GK,20-24,Goalkeeper,Poland,Europe
102,Diego Mariño,ESP,Almería,La Liga,2023,33,1990,1,1,90,1.0,2,2.00,4,2,100.0,0,0,1,0,0.0,2,2,0,0,0.0,GK,30-34,Goalkeeper,Spain,Europe
103,Unai Marrero,ESP,Real Sociedad,La Liga,2023,21,2001,2,1,142,1.6,3,1.90,5,2,60.0,0,0,1,0,0.0,1,1,0,0,0.0,GK,20-24,Goalkeeper,Spain,Europe
106,Josep Martinez,ESP,Genoa,Serie A,2023,25,1998,36,36,3239,36.0,43,1.19,130,87,69.2,11,13,12,8,22.2,4,3,1,0,25.0,GK,25-29,Goalkeeper,Spain,Europe
107,Marc Martínez,ESP,Granada,La Liga,2023,33,1990,3,3,270,3.0,11,3.67,23,12,60.9,0,0,3,0,0.0,2,2,0,0,0.0,GK,30-34,Goalkeeper,Spain,Europe
112,Vanja Milinković-Savić,SRB,Torino,Serie A,2023,26,1997,36,36,3240,36.0,31,0.86,134,103,81.3,13,14,9,18,50.0,6,6,0,0,0.0,GK,25-29,Goalkeeper,Serbia,Europe
